beta1,beta2,z,shortRho_m[1],shortRho_m[2],shortRho_m[3],shortRho_f[1],shortRho_f[2],shortRho_f[3],muRho,sigmaRho
0.001415486,0.067265688,0.036544383,0.007199819,0.014542697,0.015920639,0.020604639,0.022983845,0.024010935,0.015929691,0.006011785
0.003144417,0.062475986,0.116026357,0.007872552,0.017263829,0.008801245,0.012613609,0.025432805,0.02375877,0.020181174,0.009962075
0.001510304,0.063962283,0.094988313,0.010575416,0.014190899,0.01314799,0.013932694,0.027731381,0.024929176,0.024759351,0.020749181
0.000797376,0.065697735,0.148061833,0.008888819,0.009398903,0.017341312,0.015953976,0.026957948,0.023787458,0.021965666,0.011113463
0.011454521,0.049691773,0.406171481,0.001315936,0.013869439,0.009446578,0.015275102,0.017760749,0.027340159,0.010471044,0.008970882
0.000350868,0.062928224,0.741976339,0.002145288,0.006396288,0.012739003,0.007777954,0.020517561,0.01824748,0.011911682,0.007107052
0.002121088,0.061945729,0.47633388,0.001711116,0.011037748,0.013961549,0.012911278,0.021215247,0.014964187,0.011213494,0.009291125
0.001350706,0.064378378,0.510727479,0.002233219,0.011185915,0.010117516,0.006644053,0.020880999,0.026154954,0.016538316,0.007431877
0.000257597,0.065821131,0.403788887,0.003772193,0.01128992,0.008138468,0.013036371,0.018470442,0.030370587,0.022142225,0.009929874
0.003456133,0.063119333,0.241981361,0.00356096,0.011766166,0.018261948,0.011366816,0.023481638,0.018964791,0.013800876,0.006356014
0.004008165,0.058725086,0.662962103,0.00344898,0.004476616,0.012886519,0.010320365,0.018648977,0.026292249,0.010543334,0.006423394
0.000516839,0.064333558,0.481412823,0.006823242,0.007017933,0.015291335,0.01213579,0.017536291,0.025950564,0.010511679,0.009026461
0.001921295,0.065958793,0.425205764,0.003660884,0.005222989,0.016280298,0.013472179,0.020892927,0.02237487,0.014833935,0.030273544
0.0053699,0.059555918,0.360899321,0.005469518,0.010394841,0.010617619,0.01094494,0.021417112,0.029956854,0.008147283,0.008161642
6.30E-06,0.06631385,0.161956612,0.01350986,0.009596256,0.014612991,0.017061729,0.021038333,0.028460277,0.015450267,0.01151268
0.0027428,0.064467444,0.137702719,0.007428743,0.007382797,0.022089515,0.014343646,0.023873432,0.039880858,0.03163749,0.019356486
0.001460397,0.068669485,0.439291785,0.003539086,0.007606211,0.014082695,0.010462177,0.015375112,0.028225607,0.012218187,0.01030789
0.000365072,0.069060862,0.279086351,0.003806793,0.013329119,0.012689507,0.012349249,0.01885163,0.029003738,0.012830351,0.010935986
0.000543391,0.069261218,0.368160588,0.004022501,0.011177651,0.009629496,0.005809497,0.027341332,0.021479511,0.010911368,0.016126204
0.00677494,0.057876811,0.275884946,0.002319178,0.014190149,0.007777095,0.014301178,0.022090921,0.02731317,0.016303133,0.007284857
0.00123174,0.063615173,0.505627734,0.001648699,0.007732238,0.016640743,0.015497727,0.016510684,0.030182869,0.013674069,0.015441858
0.000301343,0.064082162,0.405992082,0.006031538,0.010617607,0.013625975,0.011925595,0.025549918,0.020123644,0.013728351,0.013887268
0.003997318,0.061331096,0.023342408,0.009226225,0.012143722,0.01807862,0.021854483,0.021205901,0.023316876,0.014604204,0.011212861
0.0023925,0.059113782,0.046345581,0.009619483,0.015962335,0.013523432,0.015104858,0.031448942,0.022699552,0.019384823,0.008730653
0.003269872,0.06236003,0.179622061,0.008499229,0.01195322,0.015801603,0.020248778,0.019228033,0.024962149,0.015076554,0.006646133
0.000391667,0.070609775,0.366113226,0.006560259,0.008428589,0.011843522,0.013825855,0.019026043,0.014978882,0.012929662,0.003658908
0.000181467,0.068944338,0.473018475,0.003927065,0.009767408,0.009679961,0.010259724,0.020031526,0.019864639,0.010635603,0.005335282
0.003663383,0.064354502,0.047678565,0.00286292,0.014311409,0.021117371,0.017922929,0.024036343,0.028504789,0.016215027,0.009736419
0.001551112,0.064061796,0.099636005,0.012656248,0.012697415,0.017410034,0.013083994,0.026477394,0.031088138,0.018880002,0.029221658
0.005631692,0.060108416,0.400490981,0.000839957,0.008542914,0.014288501,0.012655483,0.01997239,0.030444107,0.013646984,0.021189644
0.009314352,0.050383552,0.897460978,0.002103216,0.003500959,0.013249582,0.004204385,0.018110148,0.021915186,0.007395789,0.01015093
0.003293652,0.062227001,0.088843903,0.007810165,0.010993483,0.013792386,0.014166937,0.028067573,0.028785598,0.019046779,0.024575488
0.002412314,0.06517413,0.113296712,0.005361033,0.015656784,0.014738278,0.01080147,0.027844084,0.021790001,0.010394037,0.016202973
0.001328055,0.065183316,0.426281592,0.004518849,0.008306551,0.010300119,0.014319865,0.019218205,0.027697137,0.02163332,0.007475392
0.007876398,0.054634419,0.290817296,0.004683107,0.010977971,0.017209519,0.013603265,0.023677976,0.028129425,0.019548275,0.012181031
0.003951054,0.058023603,0.367778168,0.008604434,0.008481877,0.015871217,0.0163304,0.019871186,0.028394833,0.016330464,0.021556444
0.005949931,0.058514594,0.424758467,0.006306719,0.004624706,0.020752167,0.010894791,0.018731712,0.02849056,0.017592862,0.009417287
0.004230543,0.060738569,0.442315981,0.003455029,0.015560837,0.00587696,0.011672518,0.019268436,0.023769184,0.006241046,0.010360576
0.001044452,0.065862066,0.565314234,0.000382573,0.010916688,0.009666165,0.009830882,0.017101621,0.024252894,0.025652882,0.013474471
0.002955244,0.062548141,0.564861134,0.000932016,0.008186069,0.018011791,0.007431536,0.02321994,0.020518883,0.018654727,0.009739886
0.000926466,0.069495258,0.312224773,0.003593617,0.01155436,0.008821329,0.013659524,0.018683156,0.028363018,0.014116484,0.025829979
0.004395053,0.060693771,0.160311436,0.003257026,0.015665085,0.007903733,0.016571832,0.024344114,0.02569562,0.015535889,0.009982236
0.008513221,0.052104723,0.427108383,0.005650966,0.011230315,0.011334319,0.012250568,0.018661437,0.029015183,0.018163187,0.007842868
0.001394928,0.065810062,0.513741927,0.003190838,0.008285589,0.011880081,0.008738294,0.021142765,0.017244104,0.013086199,0.00713879
0.00286102,0.063375425,0.300898733,0.00330838,0.013136329,0.00678294,0.02011555,0.018908048,0.025701135,0.007987126,0.02172066
0.009185038,0.054247605,0.008123114,0.005402378,0.015989772,0.012485112,0.019076171,0.02773987,0.023730409,0.009856947,0.012879226
8.71E-05,0.066456562,0.077357772,0.009066478,0.015876413,0.015242895,0.014338839,0.028848779,0.020292069,0.017649053,0.0080882
0.003464239,0.062377847,0.195514221,0.003157272,0.018301618,0.006529379,0.017347675,0.022224958,0.022734876,0.017826242,0.006595425
0.001895258,0.060299218,0.833058655,0.003286684,0.001976473,0.016859774,0.010292617,0.011533563,0.028155605,0.003988044,0.015521125
0.00033117,0.062253363,0.631365354,0.003122197,0.008606854,0.014232066,0.008118157,0.019659679,0.033068319,0.020805417,0.01345615
0.001547127,0.062184787,0.01746573,0.007911587,0.018042623,0.012351971,0.019705171,0.024981768,0.029741366,0.019270051,0.007122093
0.00126185,0.062661011,0.150928024,0.004506548,0.017112688,0.015313858,0.016773053,0.024099183,0.025238684,0.01531315,0.007997649
0.002634198,0.061584181,0.16787525,0.006078955,0.014603648,0.013738012,0.017286951,0.020092305,0.036757173,0.016101833,0.009144945
0.001534745,0.064964249,0.150781999,0.001242534,0.020453553,0.006433629,0.015085194,0.030239948,0.016508543,0.019793823,0.008934796
0.002376795,0.06102269,0.045330136,0.004942273,0.021665216,0.006445223,0.021458038,0.021174565,0.036519256,0.029266013,0.020731092
0.000297503,0.06605212,0.221235819,0.010004287,0.010642457,0.015543872,0.013176647,0.025307698,0.020386386,0.016771232,0.009202845
0.005346986,0.062477321,0.144550742,0.006343871,0.012163872,0.010993149,0.014098228,0.025514473,0.022771769,0.016924758,0.007939105
0.00475553,0.0604506,0.572940313,0.002132316,0.008016147,0.013980017,0.009098034,0.019445982,0.020142183,0.013917241,0.005921072
0.000950629,0.065850837,0.282885842,0.000798998,0.015183012,0.009687078,0.013591611,0.028998931,0.018669693,0.012699841,0.008866683
0.003864843,0.063519159,0.348425669,0.002149594,0.01138012,0.015127257,0.008449365,0.029761917,0.014711033,0.015607814,0.00859527
0.001067536,0.064727694,0.393126192,0.002432684,0.010647603,0.014941957,0.016732231,0.019262356,0.023823288,0.018706676,0.016745566
0.000368133,0.069531199,0.226653607,0.008565603,0.010284604,0.010348609,0.01378941,0.022648238,0.031156319,0.015643266,0.008162607
0.004081689,0.060920277,0.454812743,0.0027475,0.009644601,0.011551737,0.014508823,0.01730737,0.033672102,0.013646147,0.0109861
0.000719104,0.07019185,0.261467483,0.003382651,0.014366038,0.008703387,0.01176061,0.023956341,0.018356815,0.007832147,0.006909343
0.000593398,0.06505542,0.357582117,0.002787343,0.012448034,0.017361634,0.014863492,0.019316709,0.026574331,0.013030916,0.016990095
0.001704335,0.065718521,0.289553379,0.006215469,0.007683773,0.019960024,0.009502964,0.023500129,0.02093555,0.009623816,0.007092351
0.00025243,0.070704577,0.263053247,0.004563345,0.011658893,0.009964823,0.007048301,0.027665711,0.023025725,0.015466184,0.010916843
0.001022613,0.066063003,0.172593477,0.00747768,0.012292724,0.008131378,0.020062786,0.017355951,0.039317323,0.02625515,0.016711101
0.001150587,0.067439383,0.096909726,0.005650058,0.016804936,0.011170831,0.016694136,0.024861802,0.015647742,0.014944919,0.004297738
0.00305179,0.061224616,0.550850163,0.00278654,0.009281457,0.00962129,0.011316264,0.02096068,0.024718177,0.006470379,0.014498568
0.005956263,0.056927341,0.448292066,0.002960794,0.011699127,0.006723979,0.011885336,0.021430541,0.027475961,0.017151459,0.007097249
0.005915434,0.058914532,0.575419927,0.00222406,0.008403325,0.00891603,0.013349207,0.015682946,0.021920836,0.007063064,0.005857044
0.002988023,0.060950502,0.060253123,0.014657244,0.011651977,0.013463298,0.020066276,0.024987264,0.025749284,0.019614812,0.005994546
0.000144309,0.066637609,0.11136135,0.008106004,0.012111025,0.013615907,0.016657627,0.029085206,0.022848839,0.01485332,0.006218581
7.26E-05,0.07386725,0.117005823,0.007380999,0.01053522,0.016270054,0.014345339,0.022459829,0.017572394,0.012971608,0.011385518
7.18E-05,0.067236891,0.27985055,0.007284276,0.010728814,0.012638786,0.013226882,0.025563221,0.021051408,0.014302279,0.00656374
0.000272257,0.064301984,0.724570976,0.003272242,0.008962677,0.009204232,0.006805693,0.015042702,0.028931489,0.005019378,0.014505499
0.001360158,0.067764683,0.004044778,0.007850226,0.015898892,0.014009503,0.01778992,0.02105862,0.028550952,0.013538482,0.010590075
0.005445058,0.065312018,0.1585819,0.004724945,0.009873699,0.012908747,0.018549571,0.021415841,0.024495716,0.019393721,0.01553919
0.00059497,0.06976356,0.176230773,0.007388695,0.009473544,0.018404138,0.011419648,0.025824597,0.017662067,0.016134468,0.005560163
0.000871732,0.06944953,0.098435439,0.005267122,0.012926277,0.015861457,0.012926416,0.025889721,0.023689689,0.017280691,0.012508591
1.10E-05,0.06656891,0.100637761,0.007493433,0.011697414,0.019500305,0.014366462,0.024411098,0.031569693,0.023372465,0.009714983
0.003029132,0.063699048,0.043706763,0.011270805,0.013242243,0.0164734,0.020919961,0.019345422,0.025842928,0.015561221,0.004338688
0.002914798,0.060639346,0.05768025,0.004717894,0.017468204,0.017309802,0.016932281,0.024493646,0.029795815,0.018766872,0.008003386
0.00103183,0.066047551,0.342052305,0.00204518,0.013511586,0.009270326,0.013585383,0.020600104,0.027096406,0.016223686,0.015401342
0.001757328,0.0665848,0.036016279,0.013419333,0.012166212,0.014061676,0.013564449,0.031148774,0.017692288,0.022729569,0.013285599
0.001808753,0.063656597,0.751324957,0.000554929,0.007675311,0.015914517,0.00531973,0.016091851,0.019732719,0.010916744,0.006012278
0.001653006,0.065714092,0.289244197,0.00097577,0.015095438,0.012493202,0.01426648,0.020024253,0.02889587,0.016776218,0.007433311
0.000225178,0.070404894,0.540876245,0.001149275,0.007626175,0.012929649,0.004906896,0.022705015,0.01816026,0.006466029,0.010470279
0.001423822,0.064379255,0.362950062,0.001284849,0.01583653,0.010546213,0.012260691,0.028026327,0.019908594,0.02590463,0.013017549
0.009038172,0.053549109,0.11233672,0.006812722,0.016708717,0.014940478,0.022299739,0.020137532,0.027545465,0.017160015,0.005923227
0.013362484,0.045328292,0.56430401,0.00166297,0.011117059,0.008029319,0.011097371,0.019090541,0.028324242,0.006140763,0.016447242
0.00602384,0.061064016,0.377256987,0.002432906,0.008771314,0.017746488,0.012027047,0.021234744,0.019335611,0.014125423,0.006760793
0.008245961,0.05535072,0.149672905,0.007688657,0.011406274,0.015325775,0.015912151,0.022248337,0.028166791,0.025911662,0.00946565
0.00345477,0.060129589,0.148380929,0.010506047,0.012601418,0.011099766,0.015398239,0.025303802,0.029273386,0.01931707,0.018731161
0.001008507,0.064940404,0.566808106,0.005164452,0.005798841,0.013973552,0.007084244,0.019785094,0.026260421,0.023355204,0.008092036
0.002763937,0.064060425,0.080681315,0.006062165,0.02005704,0.007623696,0.01189823,0.028171237,0.026935554,0.017387704,0.010144378
0.002858592,0.060006848,0.280377486,0.00487331,0.013425044,0.015240072,0.00989948,0.026323249,0.025713131,0.01272692,0.017844785
0.00646662,0.059263699,0.379080405,0.004757532,0.012137653,0.00683807,0.014332863,0.018036753,0.016565108,0.011296997,0.010328549
0.000469793,0.063612747,0.453100041,0.007244619,0.008059826,0.018526899,0.007525458,0.023142445,0.016487398,0.017066143,0.0080794
0.008420721,0.052590832,0.132559247,0.011527802,0.011481649,0.019717539,0.013537478,0.025214584,0.027612469,0.021915959,0.010752343
0.001542567,0.065377041,0.291221751,0.001070573,0.013836162,0.00760862,0.021227124,0.018311719,0.029694449,0.020909244,0.012375896
0.003314904,0.059652047,0.285655166,0.005015942,0.010227346,0.015030118,0.013045921,0.024854962,0.032913498,0.019909477,0.012245174
0.003794128,0.060929201,0.636401315,0.00358008,0.006089769,0.006920368,0.013904715,0.018553022,0.016579606,0.011809971,0.006934748
0.004591299,0.059744418,0.636685374,0.001772362,0.007567297,0.013283345,0.00874745,0.015786676,0.022733298,0.015948489,0.012183256
0.001009775,0.062611263,0.747088869,0.000521468,0.00949124,0.003853848,0.009503538,0.017207181,0.025760604,0.008977464,0.014966169
0.003251502,0.059934988,0.337195207,0.004469185,0.017541567,0.005893202,0.018578275,0.018300581,0.018874119,0.018370907,0.006628366
0.002760779,0.066543761,0.334489276,0.006444761,0.008689736,0.008932671,0.014335302,0.023719131,0.016267416,0.011714013,0.008331943
0.00202182,0.062417062,0.467059662,0.007767804,0.00573336,0.013031364,0.006449359,0.025780774,0.026011575,0.011584767,0.011837443
0.008716911,0.053239715,0.015128655,0.010819115,0.015704052,0.012315889,0.015787528,0.025983648,0.024131649,0.022034205,0.009622123
0.000776343,0.062278552,0.478859465,0.006442348,0.010756547,0.013685839,0.009750043,0.024964304,0.020034446,0.022005742,0.011587525
0.00218447,0.061598074,0.617343573,0.00317796,0.007683369,0.011137843,0.004279209,0.025951786,0.025709054,0.013132467,0.010787483
0.004927162,0.060313341,0.851209029,8.92E-06,0.004026556,0.012665823,0.005089128,0.020250881,0.009422744,0.005612378,0.006811564
0.001860154,0.062777693,0.214009903,0.00811852,0.011320857,0.018465065,0.023934616,0.013002205,0.032169441,0.015189503,0.009260962
0.00059145,0.062540186,0.356586786,0.007500084,0.016684529,0.005499609,0.019035067,0.014366568,0.034836954,0.006464366,0.023529619
0.002243671,0.063599792,0.446415977,0.000240916,0.01153463,0.01418767,0.01104836,0.019279777,0.025651396,0.00064736,0.019077307
0.004389359,0.061873092,0.569721499,0.000651946,0.01321821,0.006769718,0.005782275,0.02128793,0.014917209,0.000109282,0.023040108
0.000718757,0.07018846,0.024358658,0.007203815,0.016299106,0.007631165,0.012639137,0.025065538,0.026329324,0.002136038,0.013192726
0.003754426,0.05898592,0.431914856,0.003693937,0.015164792,0.008981785,0.008855136,0.024860038,0.025842696,0.013629663,0.018827746
0.000259446,0.062591577,0.064711716,0.0114091,0.01615577,0.013920974,0.017702569,0.027504512,0.023300736,0.032782543,0.018490418
0.001517992,0.064493152,0.126429947,0.005509363,0.01394892,0.014926875,0.017555786,0.024810708,0.023097079,0.023298115,0.006425853
0.003083759,0.062844617,0.286215107,0.002884287,0.014188123,0.008962608,0.014080089,0.023619411,0.023047855,0.016372584,0.009478918
0.01196508,0.051788339,0.064560085,0.004873273,0.018534207,0.006398106,0.01160954,0.029535174,0.017566501,0.012054489,0.01338963
0.005628387,0.055871571,0.020925484,0.011519899,0.012224909,0.022063588,0.01560363,0.031379909,0.01864322,0.021178623,0.009335488
0.006055269,0.05635703,0.308773351,0.004362803,0.01217521,0.01412971,0.016439683,0.025239171,0.019005625,0.013457828,0.006324502
0.006333506,0.060797805,0.315109544,0.003803182,0.010401235,0.009969953,0.010281116,0.021398929,0.028969216,0.018103062,0.017663581
0.000226636,0.06808919,0.133808608,0.002602063,0.01569854,0.01354731,0.016946056,0.021488797,0.027745187,0.003463662,0.018476058
0.00102274,0.068338727,0.312023699,0.000296652,0.013055367,0.010743485,0.01487879,0.022363857,0.023457647,0.017147981,0.008685484
0.002183966,0.066469389,0.292057113,0.003742862,0.017985767,0.003328004,0.009201539,0.0191975,0.032806325,0.018269708,0.013742675
0.002123516,0.066941477,0.21539165,0.003698882,0.012574451,0.014085216,0.015101123,0.019691853,0.025382022,0.014410397,0.021973934
0.000884263,0.064617061,0.734105754,0.000557972,0.009677439,0.00727776,0.005918113,0.015338743,0.03070004,0.016983488,0.009776803
0.001041734,0.065822897,0.195550753,0.009361057,0.011677309,0.009124195,0.015566669,0.023434654,0.028115856,0.025870991,0.015235387
0.001165189,0.065816383,0.210794502,0.00883945,0.010376063,0.013274104,0.0147101,0.022504679,0.024163812,0.014727798,0.006511837
0.006194536,0.056320386,0.110100665,0.008463473,0.014655149,0.011203224,0.021216926,0.023813952,0.018170499,0.021009157,0.006977425
0.006950095,0.059643295,0.484561607,0.001068715,0.009435859,0.008189858,0.009924821,0.021016935,0.018191827,0.014243003,0.009992214
0.008633955,0.053834322,0.353223443,0.003505109,0.008858378,0.011979848,0.015370027,0.026548114,0.013946864,0.01651792,0.013061231
0.003204189,0.063992203,0.199636574,0.005531872,0.013865006,0.007601122,0.018236631,0.020937763,0.022760412,0.017102779,0.007705305
0.005064273,0.061806135,0.357145638,0.005466379,0.011199241,0.010972431,0.010166658,0.019953819,0.023133857,0.012450511,0.006127971
0.000184375,0.060888006,0.378209565,0.004460037,0.017831378,0.010220287,0.020744038,0.01439732,0.029310241,0.017796251,0.008158777
0.004103495,0.060693679,0.500380799,0.001923344,0.014811203,0.006948848,0.007648995,0.016853536,0.027240496,0.019120149,0.012056321
9.03E-05,0.068775445,0.315685268,0.003984798,0.01229563,0.010690773,0.015354041,0.017719557,0.028038645,0.017077052,0.007005262
0.001145315,0.065211435,0.242348567,0.006758607,0.015304263,0.012336326,0.0130663,0.020215228,0.028025981,0.014514196,0.010582179
0.000328019,0.066635332,0.800776755,0.001255005,0.003852009,0.009934556,0.004016939,0.019831709,0.01683377,0.013920326,0.013708421
0.002141891,0.062741854,0.731675349,0.000733013,0.00905683,0.011204147,0.004441852,0.020619695,0.019927103,0.033039025,0.019077893
0.010787011,0.053556838,0.48038414,0.000815406,0.015837062,0.002148476,0.007268698,0.020054497,0.027808352,0.007357246,0.017618263
0.001053928,0.069190555,0.407498481,0.004805982,0.007392313,0.008477992,0.013226058,0.019605641,0.023616601,0.011224893,0.00753351
0.006198009,0.057364898,0.513515098,0.000833048,0.009975929,0.012307707,0.009705037,0.016759655,0.029672088,0.01062493,0.015211267
0.002505161,0.06597584,0.5650032,0.001422935,0.010438327,0.007787196,0.009752492,0.01879198,0.015020383,0.016721368,0.006041074
0.00790186,0.05732024,0.497859185,0.000413809,0.01082418,0.0095113,0.01169176,0.020380687,0.017208756,0.017885684,0.007395839
0.003035409,0.061620879,0.39923332,0.004309981,0.010413654,0.020049285,0.013631999,0.022431426,0.014350304,0.007208058,0.007988651
8.43E-06,0.068092843,0.386420541,0.005267652,0.012321399,0.009946105,0.013830448,0.015050755,0.03022919,0.004786828,0.012582664
0.003138807,0.064767705,0.275336997,0.007822954,0.007039365,0.015993992,0.009836134,0.023111918,0.021074862,0.010420745,0.017714871
0.00127842,0.065546784,0.48997546,0.000222961,0.010511212,0.012960451,0.010670958,0.021173209,0.023379544,0.008841798,0.009759913
4.62E-05,0.07045871,0.344849247,0.000563612,0.015523436,0.007791556,0.013848999,0.015750325,0.034233513,0.014659859,0.009380449
0.001644228,0.065516409,0.414596742,0.003097,0.013707055,0.012472002,0.0134832,0.016746746,0.021796339,0.012048991,0.010619505
0.001015596,0.062231317,0.629232784,0.001449354,0.009815064,0.008118506,0.011544328,0.019810293,0.023790512,0.010182743,0.006960988
0.000821462,0.064353246,0.026310534,0.00557191,0.017698289,0.015480137,0.024383986,0.02083075,0.026948292,0.009933913,0.008276411
0.000156686,0.066120436,0.662283528,0.001206523,0.007522195,0.009795578,0.009647857,0.018613238,0.022068401,0.008929232,0.011720054
0.001663176,0.067200079,0.430003704,0.000639761,0.012008754,0.006850998,0.013575372,0.019362731,0.023661828,0.023280136,0.014736346
0.002377026,0.062393554,0.043918536,0.007795488,0.013825489,0.014599299,0.016023725,0.025613919,0.033606469,0.016598941,0.007276417
0.002386129,0.061576594,0.044225739,0.007874067,0.016618657,0.012429478,0.019939613,0.025714295,0.025162616,0.022145184,0.011257516
0.009019851,0.051378574,0.577072382,0.001040813,0.009818974,0.015387256,0.012598051,0.019998022,0.022540729,0.009176258,0.007405933
0.003631599,0.05860025,0.509071723,0.007896453,0.007512125,0.007270997,0.017985299,0.015254144,0.029576002,0.014952971,0.008562097
0.00413751,0.058002516,0.686370103,0.00024877,0.008752212,0.007995232,0.015903247,0.019131299,0.021269059,0.013384568,0.009423824
0.000497335,0.065327751,0.639953522,0.004123965,0.009680683,0.008225433,0.012986922,0.017131767,0.015778887,0.012006243,0.005202705
0.001361054,0.070668932,0.333261743,0.005301612,0.008443093,0.013505217,0.011204526,0.0192582,0.023723811,0.015185737,0.005288058
0.005857377,0.059574352,0.299352924,0.00414952,0.011799982,0.011884429,0.013477898,0.022297311,0.022791329,0.016123155,0.005535026
0.003304021,0.06162719,0.014993322,0.00999359,0.01528162,0.009403464,0.017299916,0.028602226,0.032400754,0.018672051,0.007029202
0.001299313,0.066637739,0.015824324,0.007090266,0.016558529,0.01480407,0.012789788,0.028654618,0.021805073,0.012710621,0.008284075
0.000316855,0.066188795,0.213827169,0.006399404,0.016860455,0.00779736,0.014729776,0.024949169,0.020227586,0.013265147,0.005478525
0.000698692,0.066447265,0.569859107,0.003406528,0.005433864,0.01440431,0.009716684,0.021207497,0.014498826,0.017388709,0.011367094
0.006325066,0.056792482,0.509966927,0.001120674,0.012187534,0.007101276,0.011008698,0.019725345,0.030124903,0.01618228,0.010747071
0.000137303,0.066634557,0.198996572,0.006471438,0.013380217,0.008920349,0.011981094,0.022292546,0.027405721,0.002515863,0.013605694
6.17E-06,0.067435245,0.340920382,0.001510093,0.015103507,0.01315993,0.0126207,0.017902568,0.027610106,0.014915156,0.005994638
0.001884732,0.064346402,0.61851206,0.002819107,0.008148363,0.008966764,0.009196017,0.016506763,0.024061731,0.016953631,0.007714174
1.31E-05,0.064194466,0.72144872,0.001119366,0.008759789,0.009460732,0.008793203,0.019108743,0.023445453,0.009997418,0.007645727
8.39E-05,0.063484266,0.076905205,0.005967277,0.014992244,0.012748725,0.018260039,0.027454545,0.037587858,0.01816822,0.00619083
0.002572509,0.061856453,0.406089931,0.007403756,0.007884982,0.011602179,0.005768395,0.025508683,0.032979251,0.018092798,0.009570363
0.001164897,0.06763952,0.420941594,0.00509248,0.006981707,0.008359631,0.011520386,0.02310656,0.023582148,0.014341113,0.008237419
0.00754129,0.055184804,0.153891807,0.007332778,0.01068413,0.016939085,0.010997171,0.028468637,0.029458255,0.011112339,0.010452056
0.001883134,0.065105885,0.434090724,0.000717626,0.01441492,0.0057529,0.014340332,0.020770764,0.023638221,0.01105085,0.00838055
0.003302507,0.065545968,0.235670887,0.00182555,0.012382562,0.015916217,0.008249761,0.03133064,0.012354583,0.035727606,0.03177964
0.002500671,0.062578199,0.717198893,0.001168124,0.005305277,0.01490548,0.00393696,0.021764374,0.023197175,0.021852027,0.026610849
0.000885374,0.064720163,0.325593924,0.00553381,0.008782352,0.015306926,0.014204216,0.02292126,0.025084806,0.019935647,0.035244478
0.003570164,0.063680685,0.147552382,0.008058785,0.010957804,0.012043911,0.014455991,0.025035516,0.021212809,0.008077514,0.014964273
0.002645606,0.063418009,0.652204508,0.00018135,0.007746292,0.009819711,0.009074009,0.018855636,0.019286196,0.00638451,0.006014009
0.001072119,0.0671025,0.139433192,0.004745288,0.014748928,0.014823161,0.014069051,0.023661896,0.023181321,0.019145822,0.017316041
0.006651327,0.062281547,0.037696124,0.003606352,0.015364904,0.014568197,0.016205918,0.0227396,0.028739982,0.022902892,0.010152649
0.000992131,0.066925941,0.398558335,0.002927628,0.009342822,0.021145511,0.009849143,0.01845188,0.028486016,0.024016199,0.025029891
0.000278042,0.071072138,0.28173705,0.002899136,0.011352771,0.011903649,0.012863461,0.021757699,0.029039532,0.01185095,0.015574502
0.001278998,0.063356885,0.026558854,0.008172828,0.012698876,0.012096577,0.023102395,0.023186254,0.030712838,0.026733793,0.013804147
0.001455516,0.062956064,0.636575107,0.002545848,0.008044709,0.01088212,0.008248542,0.017261895,0.025407559,0.019337258,0.006778399
0.000136911,0.068430351,0.343749109,0.008515086,0.007402951,0.011674164,0.009740361,0.022874584,0.019011285,0.005452307,0.008454342
0.002325078,0.064202033,0.742046835,0.001067933,0.008860756,0.006593082,0.004895519,0.016464532,0.023986506,0.00971867,0.006946222
0.002358666,0.064807269,0.27746919,0.005258745,0.00722317,0.015819843,0.011595166,0.021848519,0.028159888,0.014912799,0.009959288
0.000286494,0.066774563,0.727189682,0.001895289,0.005095475,0.013033138,0.003663419,0.016431933,0.022906014,0.010620836,0.007525783
0.011305564,0.052021052,0.095691019,0.009521694,0.011518678,0.011750064,0.0184556,0.020845421,0.028392794,0.018355895,0.008731613
0.000459923,0.066919144,0.403911476,0.004844962,0.009996684,0.011573956,0.012224456,0.021248435,0.021744264,0.021790033,0.00936438
0.000364758,0.0662798,0.35452799,0.002516196,0.007934557,0.018029705,0.011656159,0.0246655,0.023934007,0.020802055,0.009862413
0.00027752,0.06849148,0.024568684,0.010206133,0.012000795,0.013517599,0.02153003,0.022933349,0.026490076,0.017074623,0.006212799
0.003980076,0.06033568,0.285174815,0.004593389,0.012179709,0.01512089,0.012854399,0.025772818,0.023845832,0.015026072,0.009810804
0.001925718,0.066021994,0.393928469,0.003768392,0.011518445,0.006930383,0.007271071,0.025044619,0.024878901,0.014884981,0.013948199
0.001767818,0.06824203,0.160503598,0.005078374,0.011578567,0.01005832,0.014003688,0.028013553,0.019318423,0.013997292,0.01049663
0.0025628,0.065457455,0.380623356,0.005549274,0.008406406,0.014540903,0.010333057,0.022334935,0.02011128,0.013308717,0.005569158
0.007537643,0.055379723,0.583133472,0.001677618,0.008115887,0.013669866,0.007356028,0.022702099,0.020700366,0.011950022,0.007413699
0.002402089,0.064120908,0.494471424,0.000650315,0.0119371,0.011192994,0.007848689,0.023533551,0.017227841,0.015901229,0.007445572
0.002913277,0.062475628,0.36182536,0.006870373,0.009606041,0.010498508,0.013516892,0.021524585,0.025123855,0.019609866,0.010392177
0.001337821,0.06336387,0.652564734,0.0010701,0.008011515,0.013192526,0.008328468,0.019358923,0.018378128,0.009651812,0.00662474
0.017631631,0.045151041,0.118121491,0.005469419,0.012552893,0.010962388,0.016837121,0.017674172,0.030983803,0.027363592,0.016377631
0.004868353,0.059718212,0.416824771,0.007624455,0.008655333,0.00953212,0.01571288,0.01842304,0.020203746,0.013667165,0.004104908
