"beta1","beta2","z"
1.97939589718971e-05,0.0892238742759082,0.994473916523681
0.000238136054936351,0.0890174953388842,0.991173879943391
0.000412326158159121,0.0888743976763065,0.987742477585599
0.00107398960769974,0.0866749531632157,0.999685665900171
0.00152550828210536,0.0859130745591088,0.997167316504747
0.00104970457731157,0.0866978229653015,0.996644077349229
0.000537161773097561,0.0894152532508459,0.973832192615384
0.00129651949520633,0.087155353061125,0.991145342194873
0.000822837387108988,0.0881933197309965,0.987846051954389
8.1035030263146e-05,0.0889699876069806,0.995405944297149
0.000490588054789216,0.0890538733092771,0.987441911209786
0.000572664113686462,0.0897170553411273,0.973434264147995
0.00040586880648776,0.0888885571520582,0.993725531637128
0.000607007563094031,0.0885392488766977,0.988781834323691
0.00136007797853361,0.0864715653275462,0.992129240649636
0.00011143796590615,0.0895258397101543,0.999386002001085
3.80697358064238e-05,0.0900380565017532,0.996824172344752
0.000963082696337762,0.0872361448393298,0.998844749084615
0.00140254307123816,0.0881069942280884,0.971591863647735
0.000201481248223685,0.0890077433592127,0.998102203745739
0.000596642671005966,0.0878343949214253,0.994904226278081
0.000211864870799605,0.0889532000715429,0.997105339870577
0.00202036853626952,0.0850733356579389,0.999886000493329
0.000211558521271563,0.0891701457785877,0.992136418598626
0.00106715474688691,0.0872726952414304,0.997520363565762
0.000578094188900627,0.087921817627999,0.998837825551149
0.000142767290270286,0.0892906886862418,0.992076582591024
0.000687008202892205,0.0877927643448636,0.999820349978266
0.00115086704120593,0.0870224460653811,0.999357565462795
0.00252077593869978,0.0847969171220814,0.993034742383946
0.000249087672524195,0.0889175903033958,0.998797447692352
0.000542574978163966,0.0880157493885532,0.997440831086334
0.00129779476415646,0.0866927531250046,0.999101351720574
0.00073929386518542,0.0876834392822186,0.999775609711016
0.00129368409067537,0.0866622046491013,0.997880901646097
0.000537828786103859,0.0893302993895372,0.984720461482407
0.00112264810832842,0.0881211749295591,0.985177001263368
0.00152290072855509,0.0865182654803208,0.994090712872925
0.000165541113636062,0.0903444016827369,0.978454625661756
0.00445206050981357,0.0805453647118269,0.996395027605497
0.00279861822719824,0.0842618868261694,0.992880670920615
0.00044516881942848,0.088216153548755,0.999885770952344
0.00134346946729935,0.0864285558313912,0.999150676936246
0.00144269734280857,0.0864905025882772,0.996410703521235
0.00101238160357971,0.0875489734144191,0.994932684312613
0.000375720398673875,0.0882251951626732,0.999415156145515
0.000358150251976046,0.08890917746192,0.998983710524602
0.00303042144140538,0.0831285041778397,0.998496694663222
0.00351344589173209,0.0821356126284857,0.999754430729447
0.00280155447666047,0.0832850839356289,0.999940916858064
0.00332322661886869,0.0826097425477247,0.999960993985521
0.00208452274942368,0.0850636086883651,0.999625461993632
0.00236135232582114,0.0849749448933789,0.997836017650577
0.000902339986167363,0.0881944761969113,0.998701104489894
0.000470448745030735,0.089008958683669,0.996389949713249
0.00193662183730602,0.0856888295714874,0.992446711246513
0.00412979365440656,0.0810010372130469,0.997040415798807
0.00443697643899398,0.0804304075215681,0.997803100772627
0.00251999848392832,0.0861056408566807,0.976556991723188
0.00284090780954818,0.0839850793050784,0.999625863900998
0.00341118027917289,0.0827748080783202,0.991425389834407
0.0029362488836018,0.0837079054161359,0.998835311023386
