1,0.806,0.009807824811038129,0.04093751067930019,0,-1.9297535450128376,-1.6846475034541128,-1.3,-2.1985321599922067,-2.4,-1.6340802319873793,-7299.467035395742,0.23958039090045105
2,0.806,0.009807824811038129,0.04093751067930019,0,-1.9297535450128376,-1.5809935072948078,-1.3036908085059409,-2.1985321599922067,-2.350917090844086,-1.6393030481663888,-7275.736013764196,0.23958039090045105
3,0.806,0.009807824811038129,0.04093751067930019,0,-1.8599745448007732,-1.5587990570270762,-1.3036908085059409,-2.186835684634059,-2.3422433120423642,-1.6364088311493037,-7262.732171321492,0.23958039090045105
4,0.806,0.012093511626369062,0.041216946418922706,0,-1.8599745448007732,-1.5456605486035149,-1.2222222941966137,-2.186835684634059,-2.301259323967987,-1.6364088311493037,-7236.273477626854,0.293411149468776
5,0.806,0.01270881737699533,0.041216946418922706,0,-1.7580957542273958,-1.5309424139743437,-1.2672624041714347,-2.179140740116162,-2.301259323967987,-1.6220519123930959,-7227.9520761075,0.30833961467753734
6,0.806,0.014827106650004073,0.03949143495910069,0,-1.7354137543357744,-1.4554986170868969,-1.2672624041714347,-2.179140740116162,-2.250476625873384,-1.6172716277553347,-7224.838812214515,0.3754512001237678
7,0.806,0.014827106650004073,0.03977373435266745,0,-1.7419017549186138,-1.4554986170868969,-1.3598091909941015,-2.179140740116162,-2.2154641908643073,-1.5389169870704424,-7220.617557208012,0.37278638506845874
8,0.806,0.014827106650004073,0.03977373435266745,0,-1.7419017549186138,-1.445649772139982,-1.3598091909941015,-2.2363180147634534,-2.213077538918358,-1.5389169870704424,-7222.0921730138,0.37278638506845874
9,0.806,0.014827106650004073,0.04001294191165572,0,-1.7419017549186138,-1.5136605753947119,-1.3260968544263627,-2.207690030319102,-2.1987360953724213,-1.580976847809851,-7221.104489667786,0.37055777310103144
10,0.806,0.014827106650004073,0.03889015760716488,0,-1.7508368229364801,-1.4781489432206703,-1.3236549972794893,-2.0982911762121286,-2.079512339325351,-1.5758676424095894,-7213.171978217302,0.3812560185477988
11,0.806,0.013640952070296296,0.03889015760716488,0,-1.761569010848898,-1.4781489432206703,-1.3947032963389703,-1.992037229077402,-2.013179337930055,-1.6147685902734432,-7208.4055868810265,0.35075589582550754
12,0.806,0.012968270957080141,0.04021064903485976,0,-1.7344821349380137,-1.5147099136982771,-1.377607088579822,-2.0195047773296655,-1.9679276419988503,-1.6147685902734432,-7207.19163730255,0.32250837199463195
13,0.806,0.012968270957080141,0.04119780274873961,0,-1.7344821349380137,-1.5147099136982771,-1.4184803536570425,-2.0195047773296655,-1.9135622039854687,-1.643148805486271,-7207.473137670375,0.31478064585560667
14,0.806,0.011543610027277393,0.04119780274873961,0,-1.7344821349380137,-1.4172369616273097,-1.4184803536570425,-2.0195047773296655,-1.9135622039854687,-1.6430225299313619,-7205.228853101121,0.2801996528232456
15,0.806,0.011543610027277393,0.04068077405835199,0,-1.7387661879174545,-1.4172369616273097,-1.4184803536570425,-2.0262085783623163,-1.9303538872856008,-1.6726570797386342,-7205.554269320257,0.2837608254631385
16,0.806,0.012645054587990066,0.04068077405835199,0,-1.8523264988597687,-1.4172369616273097,-1.3073404005380622,-2.1794355406816472,-1.8803137279293676,-1.756958779137034,-7207.946025856745,0.31083613526753834
17,0.806,0.012927088795738468,0.04068077405835199,0,-1.8523264988597687,-1.4394483223638048,-1.2683961568367503,-2.1842430459814857,-1.8803137279293676,-1.5966790851176718,-7208.106394709929,0.3177689976399174
18,0.806,0.011570249728781973,0.041046400410189,0,-1.8523264988597687,-1.4394483223638048,-1.3612378682427642,-2.1393412965087646,-1.875118436817712,-1.5966790851176718,-7205.065746933677,0.28188220192652697
19,0.806,0.011570249728781973,0.039774348544787064,0,-1.8523264988597687,-1.4030344922223932,-1.3711059446996752,-2.0931648778323755,-1.727318719357236,-1.6730445416045159,-7203.724216866396,0.2908972780724124
20,0.806,0.011570249728781973,0.0388376026085018,0,-1.9044293809298667,-1.3773957621950301,-1.3774863559541193,-2.0931648778323755,-1.727318719357236,-1.6052668357586326,-7206.173186642248,0.29791359279857227
21,0.806,0.01135213012980873,0.03864078507202798,0,-1.9571916636007642,-1.3773957621950301,-1.3774863559541193,-2.101549050987928,-1.727318719357236,-1.649308396161076,-7207.49941115135,0.2937862185938485
22,0.806,0.01135213012980873,0.03825406906122302,0,-1.8879276320605494,-1.4032795009028478,-1.3824963289456538,-2.198689978066387,-1.6650688036696093,-1.649308396161076,-7206.74847237996,0.2967561466896612
23,0.806,0.01135213012980873,0.03900759867551486,0,-1.8879276320605494,-1.4032795009028478,-1.290116643879728,-2.2853244384052136,-1.7031713424833628,-1.6290044220547666,-7205.7128358854925,0.2910235573392136
24,0.806,0.01135213012980873,0.03900759867551486,0,-1.8879276320605494,-1.5226617547154753,-1.3213020942402571,-2.289813188916026,-1.6613211171289142,-1.6082290498824563,-7209.832198672527,0.2910235573392136
25,0.806,0.012025428621281092,0.04008152527960717,0,-1.8879276320605494,-1.4526531320210736,-1.2601330182136847,-2.2741749676304757,-1.689356223577554,-1.7581633365897578,-7204.134744225625,0.30002422655805056
26,0.806,0.012025428621281092,0.04176060639816337,0,-1.848714181904068,-1.500056866414592,-1.2601330182136847,-2.1733038778691953,-1.7220858175688607,-1.7581633365897578,-7205.004663699593,0.2879610632715805
27,0.806,0.009001865055520754,0.04176060639816337,0,-1.848714181904068,-1.500056866414592,-1.2601330182136847,-2.197572036315533,-1.7220858175688607,-1.7581633365897578,-7205.584712087201,0.21555877253536854
28,0.806,0.009001865055520754,0.04176060639816337,0,-1.8222640304368694,-1.4609446784860525,-1.2469013570720968,-2.197572036315533,-1.6874009510554764,-1.758201729397224,-7202.6061973075575,0.21555877253536854
29,0.806,0.009001865055520754,0.04176060639816337,0,-1.7850264116581336,-1.495239746348914,-1.2787564762855543,-2.2243579042501973,-1.6012956728241903,-1.758201729397224,-7202.814317354096,0.21555877253536854
30,0.806,0.008855291146841748,0.04258008737149565,0,-1.779066934011318,-1.495239746348914,-1.2774669784334267,-2.2243579042501973,-1.635330634036437,-1.7714246582190616,-7201.287410862673,0.2079678951708713
31,0.806,0.00882013370336085,0.041238145075895107,0,-1.8169055621527685,-1.495239746348914,-1.2635231333746302,-2.149502995530745,-1.635330634036437,-1.863828712826237,-7204.571926173557,0.21388289136497735
32,0.806,0.008740361048152014,0.041238145075895107,0,-1.7279032367940403,-1.4834141344982517,-1.2635231333746302,-2.149502995530745,-1.5804974908314087,-1.927139527457519,-7203.0612624097375,0.2119484528721203
33,0.806,0.00868314642158114,0.041157719274212155,0,-1.7279032367940403,-1.4834141344982517,-1.2831058778656057,-2.2129410857728358,-1.5967669737963681,-1.892918977306328,-7202.672806757608,0.21097248765729512
34,0.806,0.010037314705035784,0.041157719274212155,0,-1.774848975239731,-1.4806512961286984,-1.3277227560953035,-2.2129410857728358,-1.5967669737963681,-1.8034748502643079,-7202.617256780328,0.24387441486158296
35,0.806,0.010037314705035784,0.041157719274212155,0,-1.8236171232555805,-1.4386013633755275,-1.3256672375486456,-2.2129410857728358,-1.5967669737963681,-1.845911997811905,-7202.862590644187,0.24387441486158296
36,0.806,0.010037314705035784,0.03941815014663187,0,-1.8236171232555805,-1.4386013633755275,-1.3604625324354305,-2.2129410857728358,-1.4995475426797735,-1.8091463227340314,-7209.644562745481,0.2546368783846502
37,0.806,0.010037314705035784,0.040666563791272946,0,-1.759062102805549,-1.383638550549705,-1.3539927283509194,-2.3167515007734973,-1.5777734822965415,-1.8834919688835494,-7203.7870536278715,0.24681983844402888
38,0.806,0.010037314705035784,0.040666563791272946,0,-1.8041454534701344,-1.3848884446205363,-1.3539927283509194,-2.3167515007734973,-1.5777734822965415,-1.816232676192858,-7204.099271031406,0.24681983844402888
39,0.806,0.010037314705035784,0.040666563791272946,0,-1.8041454534701344,-1.4828174046665286,-1.3539927283509194,-2.2783749140840825,-1.5777734822965415,-1.7393847392545334,-7204.642284955212,0.24681983844402888
40,0.806,0.010037314705035784,0.04094243762748442,0,-1.9481258424464425,-1.4828174046665286,-1.3539927283509194,-2.3233971905059887,-1.6335982847112789,-1.7260331051575943,-7208.632278440269,0.2451567441186695
41,0.806,0.010037314705035784,0.04172642818934772,0,-1.9077237512696963,-1.4828174046665286,-1.3397166217637293,-2.3981655977226737,-1.6365136804796891,-1.7799976325873355,-7205.549245654879,0.24055053692801331
42,0.806,0.010037314705035784,0.041841285843292574,0,-1.8370412942613195,-1.4828174046665286,-1.2316597358215606,-2.357924836536524,-1.6396196182303797,-1.7721146499892841,-7202.9047259196295,0.23989020659232035
43,0.806,0.009878256450115936,0.041841285843292574,0,-1.8025973175298018,-1.4828174046665286,-1.2316597358215606,-2.3801832854461393,-1.6396196182303797,-1.792530043221359,-7202.349473441276,0.23608873988989715
