beta1,z,shortRho_m[1],shortRho_m[2],shortRho_m[3],shortRho_f[1],shortRho_f[2],shortRho_f[3],muRho,sigmaRho
0.043501046,0.089166846,0.012808606,0.013779466,0.003757278,0.019280886,0.021461948,0.01789845,0.01702891,0.006523708
0.043255129,0.255217069,0.010283022,0.006328752,0.015392047,0.015366298,0.020679352,0.019856318,0.015341987,0.004913079
0.042886699,0.533145228,0.003975254,0.010781209,0.00625245,0.014008751,0.021966837,0.017637323,0.014557314,0.009225213
0.04304572,0.106441832,0.015640268,0.009858691,0.008442423,0.021415185,0.020548081,0.02086262,0.017882273,0.007303785
0.042998979,0.029486038,0.01335699,0.008980274,0.012184485,0.020984465,0.023897197,0.018904405,0.019086498,0.007104269
0.043109167,0.238579301,0.005342884,0.013670698,0.004607928,0.014604287,0.02560938,0.02478632,0.012108365,0.009354421
0.04319453,0.29651569,0.006374629,0.012870295,0.007526745,0.014345702,0.017661521,0.030217329,0.010059242,0.02540731
0.043195832,0.145339249,0.01159878,0.011720303,0.009168008,0.016934529,0.018463437,0.023640201,0.015353508,0.005967268
0.04308195,0.343581348,0.009691156,0.011786234,0.001985365,0.012879604,0.025846145,0.014588771,0.014687277,0.005372106
0.04323726,0.048759745,0.013939415,0.009369921,0.013759161,0.022930823,0.022605733,0.022441909,0.01507853,0.008017938
0.043513009,0.168027204,0.005453776,0.015693213,0.010826681,0.012754759,0.021747065,0.019008321,0.020557643,0.012267267
0.043656073,0.071448999,0.011024486,0.010189222,0.010338669,0.019361583,0.023212521,0.020439885,0.017000319,0.009201552
0.043732562,0.46546344,0.005887293,0.0090704,0.008799285,0.010243894,0.017689059,0.022277621,0.018004663,0.010540666
0.043469381,0.396163439,0.008507917,0.006588757,0.01152351,0.009900993,0.021573459,0.018509988,0.01480518,0.007225117
0.043640871,0.07380814,0.012621672,0.008216413,0.012480318,0.022830748,0.020014616,0.023356022,0.02094105,0.009436364
0.042865508,0.046272076,0.008346138,0.010205816,0.018563737,0.017907511,0.024754637,0.017765637,0.019017667,0.00669122
0.043175053,0.245545331,0.008563986,0.012046949,0.009058828,0.016050989,0.020882011,0.010879506,0.012822894,0.00405199
0.042764251,0.442456439,0.010417959,0.005588005,0.011905183,0.013991654,0.017243609,0.014484127,0.012999143,0.004190419
0.042731167,0.073310249,0.015592033,0.012195922,0.012549978,0.016578353,0.021283296,0.016935709,0.01699978,0.003402044
0.043073014,0.281474318,0.007966759,0.012036198,0.005864438,0.015105974,0.022467912,0.022282252,0.009621894,0.00727398
0.043101812,0.505820624,0.006430778,0.006702202,0.004166224,0.010854475,0.016747737,0.015255141,0.010167369,0.007568
0.042968879,0.027067412,0.022666592,0.005605671,0.014760367,0.024529983,0.02183603,0.025155293,0.033088064,0.029388101
0.043142675,0.642370929,0.00124057,0.00874236,0.007779645,0.010645354,0.015850054,0.024455624,0.010939322,0.008616355
0.043145198,0.483517145,0.012266765,0.004555964,0.00786342,0.014047901,0.019784095,0.013294125,0.013825423,0.004233278
0.042665763,0.286625648,0.008716861,0.008963596,0.013129938,0.011115854,0.025482087,0.015631012,0.011315403,0.010631816
0.042499662,0.466968066,0.010688787,0.005977824,0.008874921,0.009630771,0.021882766,0.022915394,0.015472099,0.006461825
0.04281974,0.530881396,0.007354194,0.007864978,0.006877331,0.009467591,0.018806075,0.017737842,0.009576733,0.005884259
0.0427728,0.18506038,0.008449929,0.010354997,0.009142696,0.017515242,0.024106603,0.015114152,0.01648329,0.005789561
0.042538828,0.396745311,0.012533317,0.006299407,0.011630775,0.012630081,0.017060429,0.017305117,0.012941356,0.00348084
0.043107848,0.033764335,0.009356134,0.015808376,0.007722921,0.021681496,0.020999413,0.025685994,0.018288599,0.008901383
0.042767921,0.230599815,0.011416524,0.005548787,0.014348673,0.013086849,0.024046942,0.018582743,0.015662006,0.003987006
0.042797532,0.149430914,0.009037532,0.013486232,0.00327971,0.01679893,0.024746951,0.019806449,0.01311755,0.015022372
0.042365027,0.112137533,0.012597669,0.010795378,0.012783887,0.022925557,0.021581205,0.026870364,0.01613554,0.010586652
0.042448768,0.386554676,0.002165296,0.012881691,0.00361441,0.016124024,0.018445914,0.021680411,0.011808004,0.016330015
0.042456049,0.218041197,0.011701843,0.007635541,0.016311742,0.013587653,0.02293405,0.015484414,0.013907162,0.004333511
0.04247103,0.233792471,0.007497521,0.012213892,0.008480358,0.009513117,0.025462802,0.019983744,0.014346869,0.005825307
0.042704735,0.687114683,0.004029204,0.007921063,0.008645965,0.005605648,0.020200274,0.017535904,0.00926451,0.006438362
0.042714868,0.265728674,0.005296312,0.012671314,0.011292745,0.011221873,0.028927066,0.007262687,0.01620792,0.016046802
0.043417848,0.33543865,0.003034548,0.015273699,0.00656593,0.008608078,0.027303187,0.018750823,0.012071094,0.013470761
0.043449976,0.301687221,0.004778592,0.014483742,0.003198658,0.017609523,0.021388056,0.017592319,0.010178478,0.007507337
0.04330425,0.043868061,0.020557449,0.008764363,0.013683552,0.020138913,0.01811551,0.030714311,0.019698465,0.005813647
0.042895047,0.158790546,0.010997991,0.009754128,0.010805847,0.017052977,0.022030443,0.024666508,0.013622279,0.006171039
0.042738302,0.609656074,0.001037635,0.011700174,0.006577413,0.008409702,0.023183401,0.013724025,0.008181231,0.005022317
0.042524556,0.876063086,0.001504277,0.005011366,0.007815402,0.005449962,0.018842982,0.0204386,0.010237324,0.005074462
0.042887261,0.161619175,0.010096419,0.01606377,0.002180434,0.013545535,0.021426786,0.030961415,0.001415964,0.019952835
0.043068782,0.781718824,8.81E-05,0.006702921,0.009626846,0.009348497,0.016031478,0.014512161,0.009584736,0.004741211
0.043015958,0.392829252,0.004167578,0.008584661,0.011441158,0.016635033,0.017893156,0.04234018,0.014155112,0.013046293
0.042673993,0.020783125,0.013715904,0.010012966,0.016649398,0.018130187,0.024349812,0.017996727,0.018330932,0.008583072
0.042812138,0.628690643,0.004079914,0.006400655,0.007522631,0.009722889,0.015938678,0.025784811,0.010127364,0.013113409
0.042915019,0.018179603,0.011963937,0.011236507,0.013637099,0.014961706,0.031045257,0.01700768,0.010146958,0.01067442
0.042979005,0.013100796,0.010644501,0.013962757,0.005319048,0.019500749,0.021830984,0.022437404,0.018884126,0.005292517
0.04290003,0.730869612,0.002007037,0.006922729,0.008906936,0.009478903,0.016801597,0.017477305,0.00825974,0.006425137
0.043529106,0.529205358,0.006298259,0.004592733,0.013384308,0.008065654,0.022523701,0.019787779,0.009623841,0.007150641
0.043454606,0.037503963,0.008946394,0.011024981,0.015491947,0.020521378,0.020553782,0.01763352,0.01330303,0.003362861
0.043347047,0.00149419,0.009200083,0.013071654,0.011902004,0.012333475,0.026664686,0.019941329,0.013242117,0.006747866
0.043450678,0.096389389,0.008186024,0.016456465,0.006899268,0.016575722,0.024740038,0.018579657,0.01984191,0.010516392
0.043129228,0.078816248,0.013206636,0.008014855,0.018138034,0.014020601,0.024362958,0.025003128,0.019989284,0.006659278
0.042694969,0.210116376,0.011384351,0.011669022,0.007835861,0.024006552,0.021551873,0.016635935,0.015045406,0.006411662
0.043101909,0.362716096,0.004571413,0.008702177,0.009571714,0.017329763,0.018075052,0.016676295,0.013572533,0.005393757
0.04295732,0.183380127,0.009882785,0.006624593,0.009048308,0.017926929,0.019818055,0.024660071,0.017213167,0.006507695
0.042689218,0.07287674,0.01205264,0.008695001,0.012689103,0.021471743,0.019497465,0.023313076,0.024771635,0.014839162
0.042561131,0.024067482,0.009963839,0.013280822,0.012289842,0.016571805,0.024626816,0.025728509,0.022998275,0.010115987
0.042680186,0.141239683,0.009054731,0.009298836,0.011321946,0.017310206,0.019406503,0.028574659,0.018005703,0.004930063
0.042427451,0.04977387,0.014264281,0.009322628,0.01404939,0.015771672,0.022035374,0.020526439,0.01541268,0.006240601
0.042687488,0.38871981,0.011933274,0.010878456,0.00657371,0.011237097,0.019091241,0.03011279,0.019753045,0.007225444
0.042392784,0.651354132,0.005250463,0.005673049,0.008770115,0.011196623,0.01981996,0.021738066,0.003457168,0.010705146
0.042807533,0.17515017,0.010397909,0.007248603,0.018785349,0.017508316,0.025203462,0.007674367,0.012346902,0.006673767
0.042804746,0.676042231,0.00958598,0.002580003,0.01213593,0.00901338,0.018320939,0.017429856,0.015876352,0.00754696
0.042795864,0.479501679,0.005912254,0.005518833,0.014018764,0.014137579,0.020534784,0.017060062,0.006686199,0.016171465
0.043044605,0.645079393,0.001340779,0.009635036,0.002950857,0.010988681,0.015185938,0.020258885,0.008623207,0.012580246
0.042840536,0.554293874,0.003542859,0.007956623,0.011625825,0.010256836,0.019070011,0.021994356,0.014467743,0.006205496
0.042601093,0.04460091,0.011913124,0.014583047,0.007462377,0.016894158,0.024066114,0.016625968,0.014064328,0.005946527
0.042763934,0.047685783,0.006855374,0.017358044,0.007430885,0.013873037,0.027793052,0.019495042,0.016172708,0.006595751
0.043195219,0.135048823,0.010384156,0.015284487,0.006084642,0.014359428,0.02084178,0.027523983,0.01268678,0.009236891
0.043026617,0.411313329,0.007645386,0.013454594,0.004773988,0.014609085,0.02552397,0.017019657,0.011440812,0.006635479
0.043134575,0.021021558,0.007487605,0.015115572,0.011809424,0.018561528,0.025685986,0.014627239,0.015019031,0.00377982
0.04314849,0.257285082,0.007860587,0.008627407,0.010717518,0.012209703,0.021703007,0.028053918,0.008959127,0.010574903
0.043178501,0.178330854,0.011897277,0.010875294,0.009880537,0.020553092,0.022597317,0.019612769,0.014606344,0.007798247
0.043278712,0.06827552,0.012488366,0.011061417,0.01178534,0.021711616,0.020220495,0.021978855,0.016797918,0.004375885
0.043426706,0.304057995,0.01164013,0.003350888,0.018957918,0.012169532,0.022992726,0.017625458,0.018078475,0.007650961
0.043179622,0.063718851,0.012885895,0.010650403,0.015621286,0.016416446,0.028555476,0.015787226,0.014883887,0.004521284
0.043187021,0.157194667,0.016378782,0.006747606,0.018405292,0.013574755,0.026315141,0.021488522,0.018092492,0.005472395
0.043178039,0.341715963,0.004876889,0.009384542,0.010413718,0.015207554,0.019705287,0.023941629,0.013433343,0.005931063
0.043174458,0.09921134,0.017097409,0.004633006,0.014077197,0.014974905,0.019151526,0.024108922,0.017704248,0.012636501
0.043215217,0.524371764,0.012530127,0.009304145,0.009914604,0.016486198,0.019744467,0.019302195,0.014166912,0.004244471
0.04284294,0.028790423,0.011202408,0.011879741,0.012901062,0.0158884,0.02760093,0.019445078,0.009020488,0.008284634
0.042806784,0.532319176,0.008122153,0.008534176,0.003241982,0.010864154,0.019805449,0.020513709,0.013250746,0.009181499
0.043171844,0.540972937,0.003788262,0.005914122,0.013294283,0.012765416,0.020832519,0.018233786,0.010447907,0.009251728
0.042901984,0.88489518,0.000929355,0.006555183,0.00273046,0.004959591,0.015586299,0.025460821,0.004301774,0.009577434
0.042816267,0.728715383,0.000294011,0.008752083,0.009025952,0.004736487,0.021692963,0.002324454,0.007276873,0.007843573
0.043016157,0.120569522,0.009505191,0.012252232,0.005848114,0.011978636,0.031237301,0.004167651,0.01247097,0.011099663
0.042992596,0.22260534,0.009991216,0.011352202,0.009921029,0.012671799,0.0203692,0.023539611,0.015944074,0.004758215
0.042536044,0.318033825,0.003545313,0.011653527,0.01145494,0.015337585,0.01889099,0.019084328,0.016406344,0.004039007
0.042580689,0.15249516,0.010400921,0.008885566,0.010849068,0.014777733,0.022995287,0.018867963,0.009874975,0.006795356
0.042422601,0.120156806,0.009008088,0.014339539,0.006446673,0.016230456,0.025610284,0.019141554,0.016697864,0.011868992
0.042749987,0.297417916,0.009472983,0.006967853,0.01408737,0.014113959,0.021416683,0.021813401,0.012905031,0.005765617
0.042975716,0.200805292,0.009516247,0.012032757,0.009099596,0.012672869,0.018530733,0.017198753,0.014447147,0.006352461
0.042966442,0.445912005,0.004730586,0.007093192,0.010060321,0.015522322,0.02587516,0.010305688,0.012481714,0.007590565
0.042858515,0.41904646,0.001551032,0.010985554,0.006712171,0.012271046,0.023916297,0.015975567,0.010459099,0.008084358
0.042928717,0.119804716,0.008912494,0.010405626,0.016330626,0.016410654,0.026131892,0.014151091,0.016579941,0.006319932
0.043256909,0.306211405,0.010703208,0.009811085,0.010222414,0.013519313,0.021312348,0.016260526,0.013921291,0.005092281
0.043037799,0.499512957,0.001549025,0.013831324,0.00727756,0.011382975,0.022804794,0.011228859,0.00901935,0.008843934
0.043300875,0.137092004,0.005453135,0.017237067,0.010784228,0.025400588,0.017726311,0.022039083,0.016720623,0.010023643
0.043021639,0.140033403,0.016497278,0.006437892,0.013914054,0.015304257,0.024179623,0.021149662,0.012061478,0.009453278
0.043443325,0.069589525,0.013044069,0.013450302,0.007739893,0.022782668,0.019141731,0.0294621,0.017025679,0.010933699
0.043095363,0.364645519,0.005435914,0.0105701,0.009122225,0.008050887,0.028768836,0.012410752,0.009505158,0.01360327
0.043016389,0.152474848,0.016254105,0.006199694,0.009855787,0.015965914,0.023612562,0.015076995,0.018686782,0.009687568
0.04288516,0.289013298,0.006784875,0.00672606,0.012986638,0.01134632,0.024476729,0.024852316,0.011870405,0.013927894
0.043229737,0.467605582,0.001543654,0.011075389,0.007971845,0.012599128,0.014661886,0.027966234,0.029671677,0.018889863
0.042863599,0.557397288,0.002600747,0.011347846,0.013585089,0.010426897,0.020329009,0.014974511,0.014174937,0.004971017
0.043254031,0.116443516,0.007710139,0.01376516,0.007568647,0.015831375,0.023273736,0.018463912,0.011717593,0.023180479
0.043495648,0.418032972,0.01097311,0.006425846,0.006265808,0.007213131,0.020775789,0.025856661,0.014937834,0.008462499
0.043120469,0.444454927,0.008452093,0.008462772,0.010303431,0.014411782,0.018645853,0.02263223,0.011285769,0.006435003
0.043342695,0.054714552,0.0100862,0.012278457,0.009187383,0.018994295,0.026349439,0.013056407,0.014847773,0.007453802
0.043805456,0.155570038,0.014104322,0.009437336,0.007929838,0.02141296,0.016687066,0.023976682,0.020252869,0.011168019
0.043524652,0.319335848,0.004696347,0.012268547,0.011947944,0.012939771,0.017194601,0.025397956,0.015306056,0.005340947
0.04317922,0.282871716,0.009995998,0.009566583,0.012220007,0.017394287,0.02126921,0.029162887,0.019154185,0.012802631
0.042901361,0.257129115,0.012310877,0.008053433,0.014674792,0.018561838,0.019793288,0.020313686,0.019879274,0.006718991
0.042722128,0.472062944,0.009865268,0.005985774,0.009065186,0.006154154,0.022636407,0.021521375,0.013401203,0.005531155
0.042951226,0.549641607,0.005821513,0.005247661,0.009156965,0.009008284,0.017632961,0.016932488,0.011492689,0.009026257
0.04279877,0.175689276,0.011768001,0.010282703,0.013785511,0.01629271,0.021336096,0.022942663,0.014976912,0.003788917
0.042568134,0.112306272,0.012358464,0.010836619,0.011557964,0.019323262,0.020666807,0.021965985,0.027154241,0.014904932
0.042349073,0.030330027,0.008919847,0.010270989,0.010600645,0.019237694,0.027856817,0.010916134,0.022259493,0.010085066
0.043005402,0.17994718,0.01240317,0.00635409,0.010606722,0.016522029,0.021554691,0.012177082,0.012758735,0.003194207
0.04282998,0.391588088,0.008739255,0.007363871,0.011145898,0.013018764,0.021038599,0.018280838,0.01548006,0.007492112
0.042604531,0.049045022,0.009079071,0.014037734,0.01185966,0.018016932,0.023790642,0.017292918,0.013645363,0.005527046
0.042798962,0.198049471,0.007596438,0.010345806,0.013102248,0.012951532,0.02738798,0.020049835,0.012985374,0.009359975
0.042673269,0.261282808,0.003929723,0.013456733,0.00748082,0.014067092,0.022247693,0.025902748,0.039977656,0.028965847
0.042963648,0.223961257,0.007462764,0.010118293,0.011332183,0.010487456,0.022918377,0.021621059,0.014297605,0.005530813
0.043050019,0.095366352,0.008846398,0.012751664,0.005655825,0.01779296,0.02725339,0.022608337,0.024528331,0.018467311
0.042822687,0.192896833,0.00493713,0.015565376,0.00683236,0.017720479,0.019427768,0.028559107,0.016362911,0.007260754
0.042691284,0.205788868,0.00728323,0.012775032,0.008262682,0.023283124,0.014794376,0.02719977,0.019389751,0.00800751
0.043443119,0.039208238,0.01025081,0.011794091,0.009185268,0.017355488,0.020773929,0.021443084,0.016458994,0.00595455
0.043712302,0.050741865,0.008363075,0.010041566,0.011459258,0.016780526,0.024091039,0.015252019,0.017458932,0.004855623
0.042916186,0.131751324,0.005825049,0.016391579,0.008982949,0.023306841,0.021160477,0.021808117,0.021502162,0.009879162
0.043102763,0.508920278,0.005412923,0.011243354,0.004986052,0.009615788,0.019264158,0.018897214,0.012638996,0.005928821
0.043207407,0.095894336,0.008715706,0.012804222,0.008735623,0.017859504,0.018172465,0.022422463,0.016034913,0.007736263
0.043437403,0.071829666,0.013017361,0.009953657,0.004992676,0.014616958,0.022150719,0.024107119,0.013857143,0.011239381
0.043332879,0.032830116,0.009495264,0.015622351,0.007440777,0.02418728,0.02072804,0.024348939,0.007632233,0.023716058
0.043529404,0.216640909,0.010734436,0.009128428,0.015348149,0.018787566,0.023386596,0.01951369,0.012881605,0.00453845
0.043547581,0.17042578,0.009530697,0.01108589,0.008886192,0.014433721,0.021889607,0.018063624,0.014140255,0.005813264
0.043349475,0.63592933,0.007632177,0.004487193,0.010084317,0.010676943,0.019501531,0.014882969,0.007837503,0.008960113
0.043195598,0.401542069,0.006551852,0.006064339,0.013967856,0.013456529,0.01596233,0.026353289,0.01599381,0.009881672
0.043163419,0.642675084,0.007057556,0.006714468,0.006184721,0.010512256,0.016111691,0.018407537,0.011300637,0.005848977
0.043001396,0.027267242,0.013256518,0.010346682,0.009241971,0.020663991,0.02296469,0.020960933,0.019064262,0.005917232
0.043147647,0.198491304,0.009527719,0.009078142,0.009731609,0.017558191,0.020118032,0.01631487,0.013441245,0.004927468
0.043379529,0.001900581,0.011469262,0.012543269,0.008613805,0.025747066,0.022442109,0.017208429,0.010105975,0.01560032
0.043520218,0.069866009,0.00764902,0.017255793,0.007342446,0.01908037,0.028332645,0.014448024,0.019968523,0.008863482
0.043481608,0.396321999,0.00842337,0.008232968,0.007105648,0.011957146,0.022300624,0.019601966,0.012422745,0.005660765
0.042983439,0.216684724,0.005740762,0.011027265,0.010571614,0.010051921,0.02577941,0.019292176,0.015199582,0.004354266
0.042703278,0.688802599,0.003581339,0.009178346,0.009393403,0.010074662,0.018250436,0.012304418,0.008394231,0.005331048
0.042821905,0.608588293,0.004620272,0.008974939,0.005534843,0.013380939,0.021369757,0.011695215,0.00968119,0.006906278
0.043040983,0.05548166,0.01194653,0.009690511,0.012102004,0.015736976,0.023095152,0.019433974,0.01254434,0.008110769
0.04297136,0.336417592,0.008607461,0.009931915,0.0048859,0.01277661,0.020951556,0.016143142,0.0107893,0.006047779
0.042997403,0.106471011,0.013860679,0.011472592,0.010846474,0.016679599,0.021417305,0.021596014,0.017896927,0.006521477
0.043124777,0.565600432,0.003496442,0.009804939,0.003370922,0.012943909,0.01453341,0.030872832,0.01450229,0.012834983
0.043183069,0.404181268,0.001602246,0.015568079,0.00126417,0.013067738,0.022781827,0.015056024,0.012335508,0.006843664
0.043122538,0.519755128,0.000756718,0.008147954,0.01389505,0.010715271,0.017291838,0.029871563,0.004697786,0.01486301
0.04287131,0.189237771,0.016935202,0.009963299,0.005412929,0.011827292,0.022902772,0.024340938,0.016423785,0.010266395
0.043112315,0.458949293,0.003613604,0.008915911,0.008357443,0.012974812,0.020498636,0.022310087,0.011513673,0.004950621
0.043055053,0.758156866,0.000784702,0.006499529,0.007045062,0.011392779,0.01413864,0.020450153,0.01383236,0.010613793
0.042846334,0.249080145,0.012241242,0.011497914,0.005438583,0.016954058,0.02324422,0.017985521,0.015181845,0.007379609
0.043051767,0.20782047,0.012652228,0.008603581,0.007941565,0.016329735,0.019633498,0.033289768,0.017001964,0.009724052
0.043483687,0.1272089,0.006876787,0.013561867,0.00544564,0.014895499,0.021185335,0.018867819,0.014180416,0.007153064
0.043139526,0.041945867,0.012400545,0.014261298,0.003771563,0.018342463,0.023564217,0.018534272,0.016139884,0.02925035
0.043330284,0.159692273,0.010938531,0.009747048,0.012529383,0.02216858,0.023439245,0.012941856,0.016225707,0.007006148
0.043314498,0.112631561,0.008238158,0.011239767,0.01022439,0.016429299,0.022891293,0.02563575,0.018861847,0.008195592
0.043095651,0.102924953,0.016199545,0.005877034,0.014163506,0.01717613,0.0229062,0.020566138,0.01833126,0.005826383
0.043030994,0.28234859,0.004894548,0.013910305,0.006735638,0.012837311,0.024770538,0.02058494,0.014578926,0.007447609
0.043266372,0.122692769,0.012630133,0.008244369,0.012150877,0.014717856,0.02877766,0.013469094,0.016913206,0.011717638
0.043167413,0.432052744,0.009937568,0.010133898,0.007551429,0.011300972,0.024271415,0.007669969,0.012441035,0.010793625
0.043080279,0.344936372,0.005249164,0.00956791,0.007935178,0.013419572,0.019091831,0.015237889,0.010622156,0.007840115
0.043091834,0.253024791,0.008312022,0.009098165,0.010520666,0.012165056,0.021708746,0.016824451,0.009484527,0.008682198
0.043314443,0.066212286,0.010496229,0.01052239,0.016167791,0.017109682,0.020067026,0.019445062,0.015357507,0.003896366
0.043133795,0.693082449,0.00216765,0.006885627,0.011756442,0.013569243,0.012729875,0.019882432,0.009747062,0.006169545
0.043192731,0.289310138,0.014091738,0.00758449,0.013407877,0.013887412,0.022998266,0.017069765,0.016866704,0.007781384
0.04345365,0.108370475,0.008086536,0.013661215,0.004590228,0.020841218,0.02334927,0.026048962,0.023613776,0.01449794
0.043378597,0.07571218,0.011098705,0.013118313,0.009909463,0.016784385,0.021575025,0.030043182,0.015333765,0.00469048
0.04324634,0.45773834,0.00502649,0.008084577,0.012010504,0.006962699,0.018883481,0.020709424,0.017405543,0.007820012
0.043484919,0.066884992,0.006421976,0.012694974,0.009076512,0.024770697,0.020224833,0.024743178,0.016365886,0.009909186
0.043321462,0.373225581,0.008657265,0.002349404,0.016371321,0.011838773,0.020231964,0.018216842,0.013856685,0.007183875
0.04349879,0.675934155,0.004547129,0.002964698,0.01303531,0.004704621,0.016586405,0.017243125,0.008436363,0.006683928
0.043302911,0.628277438,0.01346153,0.002256142,0.009762945,0.004890977,0.021566683,0.010451123,0.007929006,0.005175795
0.043111671,0.811601278,0.000492198,0.002755056,0.015737238,0.007213547,0.016750667,0.015017388,0.002368873,0.007796615
0.042974995,0.675801493,0.007249202,0.002174873,0.011681368,0.009149643,0.017709648,0.015876188,0.010171277,0.004077221
0.042969456,0.648384044,0.008068278,0.001993013,0.014747477,0.003665107,0.025278493,0.013958024,0.005797138,0.010025536
0.043221879,0.473366235,0.008555873,0.008338969,0.009998219,0.012680921,0.025173026,0.012722188,0.005306151,0.010627963
0.043326928,0.146485551,0.012000156,0.009054621,0.014419304,0.013538335,0.022120884,0.019205943,0.014129109,0.004776273
0.043142956,0.304241531,0.004408889,0.009313649,0.010466383,0.009460549,0.026472392,0.014947644,0.012407186,0.01259697
0.042990242,0.515479926,0.004771457,0.010130467,0.006071292,0.020731773,0.018797631,0.009152892,0.006480458,0.008118825
0.043006122,0.111298911,0.014977575,0.010422323,0.006730052,0.011414396,0.02696129,0.025005416,0.023275304,0.020024019
0.043237293,0.530457411,0.001877467,0.007195739,0.011428545,0.011943127,0.018984261,0.020834239,0.006678269,0.006888813
0.043452276,0.44870562,0.0041323,0.008468892,0.012206958,0.012442537,0.020531426,0.015022785,0.01787196,0.018804914
0.043668739,0.014802024,0.007028966,0.01504054,0.012269357,0.014794833,0.025129187,0.02346369,0.015917638,0.006974362
0.043559791,0.270032636,0.004839038,0.009387241,0.011884633,0.013765503,0.026254418,0.01841567,0.017479211,0.006596639
0.043545898,0.366801827,0.005606934,0.00891809,0.011744772,0.017958681,0.019686673,0.021191481,0.01438829,0.004315876
0.043299167,0.249734153,0.00804764,0.009858947,0.006052348,0.012595254,0.024315454,0.025613123,0.012548623,0.009699856
0.043254828,0.275116113,0.004203219,0.011704249,0.010721942,0.016145201,0.021140506,0.019757239,0.011269013,0.00484821
0.043295351,0.530157804,0.006279511,0.008361364,0.008369276,0.010119167,0.0209228,0.014194749,0.009948002,0.016389519
0.043090261,0.12835586,0.011940253,0.0109232,0.012762952,0.016505944,0.024034013,0.019351823,0.013374935,0.010218476
0.043173743,0.271048525,0.011157521,0.008377695,0.011731982,0.011630631,0.022832545,0.018466192,0.014917163,0.003960837
0.042511059,0.815714163,0.002477352,0.007017277,0.005938234,0.004910923,0.017653395,0.020488925,0.01116075,0.009303024
0.0428136,0.452170639,0.010927559,0.002389162,0.009713737,0.00838719,0.026795002,0.017841461,0.014775712,0.00581214
0.042938771,0.740619128,0.00870711,0.002421171,0.008358202,0.008264128,0.018866169,0.016487322,0.01206575,0.009541044
0.04257199,0.915134118,0.002712999,0.005428739,0.001911143,0.007771388,0.016569358,0.017589864,0.01013799,0.006493639
0.042655094,0.001572274,0.01715543,0.00952685,0.006992602,0.015957438,0.027232125,0.015137138,0.023392155,0.012358338
0.042452852,0.009030429,0.009249874,0.011895584,0.009697966,0.014898706,0.025015633,0.022998466,0.020745315,0.009293811
0.042840545,0.181025109,0.007317894,0.013978579,0.010387845,0.018700741,0.020950434,0.017953382,0.01536841,0.010093687
0.042689143,0.011037531,0.012908743,0.013566232,0.007348066,0.017404882,0.024338255,0.01714625,0.012289071,0.005805055
0.042825927,0.348520441,0.004805518,0.009255289,0.014122315,0.014197291,0.024025981,0.021106985,0.009910155,0.012260996
0.043060064,0.498465211,0.000689618,0.011253539,0.006297575,0.011661692,0.021641981,0.018990325,0.011221051,0.012600675
0.043104998,0.361723911,0.009372861,0.009881522,0.009024559,0.013480108,0.0246618,0.015202414,0.010117526,0.007670936
0.043118155,0.249643991,0.007660412,0.010795977,0.00897724,0.013271424,0.024941201,0.019286775,0.011469385,0.006480066
0.043178077,0.189527659,0.005225174,0.013599755,0.00893246,0.017835364,0.015868158,0.025248347,0.021808643,0.016988467
0.043143897,0.345104413,0.004447499,0.012000254,0.009813083,0.012480063,0.021786679,0.016166141,0.014639686,0.00421742
0.043128036,0.069519066,0.016235576,0.009875541,0.010667113,0.013671701,0.022468473,0.025071067,0.016743789,0.006648379
0.043322826,0.002964412,0.008163412,0.019692444,0.004929165,0.016329256,0.02941339,0.017459394,0.010748433,0.015275561
0.04304509,0.158743434,0.007163313,0.014138987,0.007237593,0.011181369,0.029312471,0.01560878,0.011438391,0.007212984
0.043261469,0.289991764,0.007260274,0.01082416,0.010897076,0.017997437,0.020575207,0.02338306,0.016497706,0.0071369
0.043070201,0.546135222,0.010426142,0.005619182,0.012286461,0.010018493,0.017664065,0.020230795,0.016749736,0.006082114
0.043401128,0.29325861,0.004076461,0.013944412,0.010220086,0.016461492,0.023220036,0.014021716,0.013725896,0.011091829
0.043528267,0.127753916,0.009896898,0.010377145,0.008467716,0.017531159,0.025133292,0.011042648,0.008171666,0.009211627
0.042223791,0.495840685,0.004395527,0.006796528,0.007404411,0.012151274,0.017586757,0.023052854,0.014334736,0.008537676
0.042959181,0.047909806,0.00891405,0.013770031,0.010699432,0.019043512,0.0212005,0.020377154,0.015633338,0.005663775
0.043313092,0.336284739,0.007064468,0.012957388,0.006562714,0.013170526,0.024778394,0.014054278,0.01379778,0.009546916
0.042803611,0.098508834,0.018339881,0.008466412,0.012854903,0.015548054,0.02159139,0.021853134,0.010850222,0.014324015
0.042826588,0.145797032,0.011753045,0.008270049,0.011108799,0.017698112,0.023596833,0.023573055,0.014702664,0.005977719
0.042658672,0.035557288,0.009813301,0.013246677,0.00805202,0.01536986,0.029093085,0.017654022,0.023590195,0.012497783
0.043037703,0.142652961,0.008803322,0.013543501,0.011842517,0.02420075,0.015771375,0.024832466,0.015366202,0.007698679
0.042825517,0.100701934,0.007275726,0.014849464,0.010168948,0.014041155,0.023700319,0.018648152,0.017433449,0.007190699
0.042894257,0.119346979,0.014794671,0.004227477,0.013741913,0.016480906,0.02493084,0.019456093,0.0172776,0.0099324
0.042781956,0.035241659,0.010441651,0.013091174,0.009426835,0.02178063,0.014521626,0.028975485,0.014709012,0.008337121
