beta1,z,shortRho_m[1],shortRho_m[2],shortRho_m[3],shortRho_f[1],shortRho_f[2],shortRho_f[3],muRho,sigmaRho
0.043002294,0.083000519,0.009213825,0.015522736,0.006855506,0.019445451,0.019202833,0.020514588,0.017664924,0.004033571
0.042987646,0.044663993,0.014400363,0.013043929,0.007881539,0.018262351,0.020059179,0.023598925,0.023022528,0.006973224
0.042963883,0.348548837,0.006013668,0.011291,0.007704874,0.012384181,0.020051835,0.019923779,0.017850996,0.010319499
0.043106215,0.576430223,0.002423789,0.005848965,0.00832313,0.010489467,0.019397593,0.027327488,0.018239916,0.00796477
0.042694582,0.061296604,0.007337429,0.010495127,0.014113486,0.016879502,0.026194815,0.01611465,0.00626929,0.012564659
0.043061991,0.182380539,0.00689247,0.013227051,0.007657423,0.018713032,0.020223715,0.027834503,0.027743515,0.010972714
0.042808233,0.167726248,0.01486208,0.006799057,0.008502534,0.014335176,0.022418652,0.022143606,0.017283573,0.008118949
0.04332575,0.497704183,0.009811664,0.005210392,0.007783554,0.008076294,0.024390554,0.017246284,0.009579691,0.01016507
0.043107343,0.590596915,0.001878884,0.007127517,0.008533625,0.009836929,0.020872091,0.015918918,0.011953184,0.007062348
0.042917211,0.481628646,0.007562922,0.007692658,0.011159758,0.014099434,0.018458988,0.016441661,0.009492522,0.006754404
0.043723576,0.159488719,0.007085677,0.010580728,0.013023712,0.016544878,0.021092343,0.022974919,0.016588392,0.007206753
0.043443049,0.022354425,0.017386637,0.008791036,0.009439896,0.020144393,0.020779416,0.020171387,0.018680577,0.003825761
0.043563686,0.346224421,0.011025565,0.004955883,0.009694874,0.008127997,0.025630184,0.019573701,0.017059815,0.008871246
0.043608573,0.208290679,0.010007281,0.011416205,0.011908273,0.015722575,0.022964622,0.017498585,0.014585006,0.00654205
0.043637529,0.322520767,0.002045244,0.014339938,0.004685301,0.01413629,0.023241947,0.020078811,0.01841167,0.009756566
0.043590394,0.355546896,0.003771684,0.012427731,0.004451055,0.014350141,0.020706094,0.014690617,0.01361076,0.020280607
0.043759691,0.131708559,0.01607752,0.009450783,0.008707004,0.016866304,0.020331981,0.024602139,0.019298292,0.007151946
0.043268952,0.338652778,0.00277175,0.013783311,0.008311873,0.010236537,0.024067374,0.010848974,0.01103465,0.006530857
0.043161671,0.000241721,0.01224751,0.017963778,0.006062653,0.015617081,0.024644372,0.026916656,0.020222959,0.008953036
0.042682405,0.545458666,0.004510134,0.013885676,0.004799526,0.012481474,0.018584792,0.023465073,0.011000136,0.010736875
0.042760772,0.239706662,0.013833833,0.006957083,0.00566983,0.013902286,0.024847555,0.020130031,0.018751771,0.009924804
0.043061092,0.285964262,0.009414172,0.005407589,0.01325804,0.018861824,0.016865367,0.026193386,0.014374755,0.010796852
0.042890079,0.409700192,0.01063016,0.009909705,0.011078938,0.018224995,0.021046228,0.013578609,0.013793468,0.006151652
0.042861249,0.688606335,0.001980415,0.008593883,0.006656911,0.008352315,0.023201752,0.015881771,0.012628742,0.014739914
0.043279551,0.245478737,0.01058361,0.009223869,0.007525667,0.013181266,0.021818402,0.024173367,0.015166037,0.006795407
0.043136701,0.530439585,0.006493068,0.009159254,0.004353385,0.012045278,0.021650573,0.018214796,0.010084883,0.011086954
0.043194432,0.068729797,0.011952039,0.013184613,0.009245729,0.01475562,0.023367461,0.015898777,0.013985364,0.004640617
0.043115874,0.118067123,0.010234039,0.013372717,0.006284654,0.019537867,0.02202392,0.015947665,0.012129547,0.00861189
0.043221418,0.233192624,0.012480352,0.007228958,0.015735298,0.017354928,0.018783236,0.023707613,0.017088877,0.006524734
0.042669456,0.280600182,0.012722679,0.009004582,0.011012205,0.014103322,0.021064942,0.023247071,0.010907295,0.025341105
0.042502634,0.009291828,0.010992224,0.01069639,0.013789057,0.016890476,0.021952955,0.016777571,0.017396757,0.003345216
0.042536328,0.533384012,0.009839417,0.010733276,0.003685056,0.010928315,0.022141585,0.017958001,0.016611795,0.009561857
0.043111335,0.179055498,0.008391227,0.011053486,0.008270257,0.01522725,0.022699825,0.013011311,0.012103942,0.004223663
0.042998142,0.220042614,0.011085584,0.010310979,0.010944244,0.020088954,0.021570128,0.015627857,0.015909085,0.00883655
0.043001745,0.339232193,0.005964833,0.009928193,0.01170563,0.012847275,0.020201832,0.023729935,0.015495225,0.006386104
0.04354447,0.036858419,0.012967985,0.010401069,0.013147786,0.016111234,0.024627812,0.017486712,0.016158955,0.004219675
0.043169966,0.426714988,0.003651976,0.010800282,0.011633227,0.01392574,0.016099805,0.021473542,0.007067242,0.006812582
0.043202341,0.012306186,0.009465364,0.01020504,0.013309286,0.015261047,0.023509249,0.020467908,0.014954359,0.006114947
0.043259499,0.323111749,0.007180102,0.007251996,0.013561097,0.014702095,0.021999553,0.012790706,0.014024783,0.006225938
0.043003292,0.14305086,0.010588144,0.008261779,0.015597291,0.013815771,0.018664022,0.033230129,0.016164002,0.01049257
0.043313902,0.00116502,0.009330221,0.012989958,0.005842272,0.018038066,0.027257371,0.019596972,0.016311887,0.008913456
0.043165194,0.022740897,0.019376149,0.010642997,0.013295798,0.021218969,0.022254472,0.019792841,0.017482103,0.005217388
0.043473535,0.385173406,0.007908972,0.007947292,0.009379568,0.009763135,0.022228983,0.020742326,0.012322388,0.020704316
0.04370029,0.767621044,0.005278956,0.001988278,0.009290991,0.007836531,0.014297463,0.020156963,0.016863637,0.00966202
0.043865769,0.348333515,0.016364559,0.003795685,0.01323834,0.010055582,0.019594251,0.025264893,0.010964318,0.007551272
0.043885566,0.554481758,0.003687327,0.006551605,0.005824611,0.00762031,0.021280833,0.015821605,0.011964369,0.011702966
0.043736453,0.452313079,0.001556193,0.00830786,0.009450087,0.010880204,0.01850877,0.024157735,0.012133457,0.016318547
0.042463942,0.052071269,0.011561778,0.011907414,0.010786673,0.017277106,0.024124175,0.027042293,0.01149079,0.011286584
0.042769436,0.210847256,0.006230646,0.011963655,0.008510868,0.018916779,0.017637793,0.019059586,0.013336221,0.008924731
0.043141828,0.070008664,0.015363467,0.005566057,0.012579614,0.015983333,0.026916412,0.019845275,0.014853076,0.008737906
0.042911918,0.214352514,0.012872349,0.010620006,0.008095762,0.019289236,0.019053284,0.022693382,0.01600946,0.009917099
0.042659932,0.278111921,0.005977973,0.011169352,0.010605088,0.013126845,0.02389197,0.018580222,0.010936992,0.007167591
0.042987654,0.520509967,0.006262902,0.004321693,0.007815305,0.010198024,0.023575547,0.01996413,0.007787687,0.014399635
0.042761924,0.099796353,0.010921126,0.013405716,0.009175543,0.016974516,0.023536708,0.020157667,0.019055286,0.003919552
0.043039941,0.001482528,0.015812856,0.008449558,0.010513726,0.020191699,0.020881051,0.028673797,0.019227943,0.006301303
0.042824579,0.116038186,0.010631901,0.010969337,0.011066955,0.016141736,0.021563325,0.019497028,0.017046551,0.004450893
0.043302205,0.140059954,0.008675372,0.008850524,0.017550387,0.021483004,0.022394211,0.022288397,0.015602336,0.005200475
0.043189913,0.218335669,0.00734986,0.011140983,0.009846617,0.017802208,0.020005257,0.017389828,0.010811005,0.005290746
0.043007835,0.127235518,0.011921692,0.007872907,0.01254225,0.016944358,0.021473724,0.021629912,0.02207558,0.011841175
0.043667067,0.053500055,0.013492527,0.009284024,0.015817232,0.017337643,0.021291615,0.018235488,0.016684478,0.003707497
0.043536464,0.359486724,0.002681655,0.012210808,0.005283673,0.016995918,0.020217481,0.018095014,0.008270248,0.0201798
0.043470756,0.287690965,0.008397268,0.009693941,0.012210466,0.012618162,0.022060266,0.014966139,0.016792535,0.006251482
0.043321456,0.037816639,0.012898982,0.011549969,0.008432881,0.023123318,0.019059972,0.031938355,0.009928738,0.01162553
0.043475044,0.28739467,0.009978582,0.007203408,0.010773625,0.010638195,0.021758903,0.026552302,0.014133166,0.009344974
0.043177817,0.291453458,0.006921232,0.009403791,0.008554354,0.014940374,0.017372925,0.026970925,0.016585292,0.005733233
0.043267002,0.299718724,0.003402933,0.016236872,0.003277989,0.01488978,0.020286506,0.017128046,0.013483923,0.009658401
0.04319205,0.394399052,0.007302328,0.012290371,0.00179349,0.014896114,0.018975718,0.024306843,0.007529369,0.020315031
0.042764674,0.113456697,0.012119144,0.01131054,0.007319358,0.018085532,0.024888587,0.019999749,0.021777609,0.008282012
0.042908313,0.044235131,0.01112054,0.011030463,0.014643099,0.016849797,0.025169634,0.022183747,0.013827093,0.016155207
0.04346617,0.014243975,0.010208082,0.013413559,0.010273795,0.018564985,0.02277059,0.02683813,0.017231655,0.009270422
0.043459557,0.168199555,0.004747847,0.012172439,0.009242396,0.020184479,0.023938445,0.015302148,0.015337177,0.019344866
0.043079319,0.245709126,0.008492855,0.015089067,0.002008455,0.016249815,0.021538907,0.016747871,0.019447648,0.011737254
0.043310511,0.222595769,0.003511066,0.015739459,0.009374839,0.015279403,0.022435218,0.014574742,0.014531488,0.008461124
0.043654285,0.020223336,0.011153911,0.011532172,0.013433965,0.016462434,0.022160352,0.022102134,0.01407393,0.005478252
0.043087319,0.025311832,0.017544559,0.011345293,0.01458257,0.015935521,0.021455997,0.018527824,0.013619794,0.008320747
0.04293994,0.267193971,0.007917932,0.008192028,0.013159261,0.013883103,0.027778603,0.011084372,0.005576213,0.006023757
0.043126818,0.042694311,0.012372683,0.013485776,0.004295808,0.017391925,0.019461449,0.02783308,0.027984771,0.025018424
0.042681614,0.292769983,0.004129437,0.011613224,0.009739014,0.016064745,0.019865329,0.019458458,0.016718992,0.005250727
0.042809181,0.098302902,0.006918968,0.009052721,0.013198709,0.017657718,0.025800543,0.017786341,0.015272871,0.003919618
0.042757059,0.141054281,0.002578811,0.013779795,0.014011415,0.016277545,0.024744476,0.017462263,0.014457957,0.007049951
0.042879195,0.346690997,0.004263736,0.014034803,0.002310306,0.010327282,0.019293696,0.028153115,0.013490576,0.008244714
0.043527965,0.01400136,0.012134353,0.012526264,0.012200292,0.019092691,0.025306879,0.014508471,0.018916227,0.006581658
0.043206943,0.393551468,0.010220391,0.01016218,0.007331923,0.012802642,0.021118281,0.015615883,0.009241886,0.008840033
0.043251193,0.028700739,0.008273195,0.013575195,0.006288956,0.014823192,0.026538,0.01688508,0.010858358,0.009120002
0.042838144,0.536278778,0.000701495,0.012280833,0.002519066,0.015166046,0.017004432,0.023653646,0.007705229,0.01074194
0.042852092,0.699119452,0.003892941,0.007474863,0.00331592,0.008571035,0.019073344,0.01393095,0.013317848,0.008783371
0.042763341,0.069507628,0.006765325,0.015444935,0.011561999,0.017070534,0.021148061,0.02168915,0.022893338,0.009445148
0.042882312,0.033637798,0.014777764,0.008488068,0.013243611,0.017873665,0.023320273,0.021081163,0.020059358,0.00837688
0.042827655,0.050331433,0.009748707,0.013055973,0.009098355,0.021037501,0.017689727,0.030072495,0.016133935,0.005181008
0.043020405,0.199563429,0.01076813,0.010372718,0.011398107,0.016602618,0.019251623,0.025928803,0.014777802,0.004850733
0.0430163,0.597847374,0.001380701,0.005843338,0.010724244,0.012246299,0.013335664,0.021485826,0.005080386,0.010269045
0.042957004,0.309281181,0.008882859,0.010382168,0.007035858,0.016095293,0.019564452,0.02450672,0.020568472,0.016762453
0.04307566,0.127522563,0.014255771,0.008110875,0.012255316,0.016269397,0.023234423,0.016993302,0.014644516,0.005272655
0.043072219,0.522188857,0.008874307,0.004784269,0.010470466,0.011585668,0.017010304,0.010738778,0.011022831,0.004039157
0.042594123,0.765130558,0.000662498,0.006358146,0.002833446,0.008030825,0.021914483,0.010795356,0.003568848,0.011779111
0.04305639,0.189323372,0.008128373,0.012514519,0.00829891,0.01410357,0.023360066,0.02447403,0.014962261,0.007460032
0.043196295,0.358837887,0.010872994,0.006539676,0.010881752,0.014700414,0.023765489,0.013788043,0.020052883,0.012869695
0.043265113,0.52559219,0.003244363,0.008669214,0.009860168,0.008474992,0.022135776,0.019855358,0.008657092,0.009658541
0.042583004,0.435245284,0.012901068,0.005007415,0.009481243,0.017563593,0.018770628,0.02871329,0.003691368,0.023880782
0.042409334,0.338336024,0.009990047,0.005965009,0.01145542,0.012377864,0.021596752,0.015661186,0.010807514,0.003268847
0.043527533,0.655352959,0.004826024,0.00722887,0.005474408,0.010133568,0.019140647,0.010215557,0.010795574,0.005715288
0.043776387,0.256999146,0.004609109,0.008693946,0.013183044,0.013735763,0.022914614,0.019477089,0.014751712,0.0077045
0.043314512,0.074666354,0.006684054,0.013436048,0.007424723,0.019748157,0.025217798,0.019561514,0.015377431,0.01056752
0.043266895,0.346581444,0.008713973,0.009973295,0.007152103,0.013317645,0.022616993,0.019214777,0.021962934,0.013784542
0.042755515,0.084876443,0.009094993,0.01208023,0.011919636,0.014060959,0.025067549,0.020127131,0.018352072,0.006240958
0.042984479,0.456913451,0.007026113,0.009157734,0.012880276,0.013695321,0.018515789,0.019047835,0.013409221,0.003861694
0.043396039,0.056865288,0.014359287,0.006825453,0.015395682,0.020185667,0.018414146,0.02089322,0.01455191,0.006933827
0.043372827,0.275622254,0.008872823,0.009061192,0.00653836,0.014165047,0.019828641,0.023897761,0.013225322,0.006500955
0.043173037,0.138660033,0.01208992,0.00880116,0.013603177,0.017838219,0.024450774,0.015145453,0.020206168,0.006441223
0.042167088,0.394498558,0.005514267,0.006959311,0.013255816,0.014542524,0.020894051,0.015178194,0.016129824,0.012100209
0.042735688,0.382110938,0.004267309,0.009075828,0.008940099,0.012117951,0.017117762,0.030148963,0.023767946,0.012321425
0.042485935,0.517462934,0.008573697,0.009470667,0.007298607,0.008091859,0.023870231,0.01899146,0.007963886,0.024431391
0.042824063,0.115910185,0.009868197,0.012949935,0.006503721,0.015733258,0.021468477,0.028988004,0.016570921,0.009458079
0.042560571,0.323196122,0.008760112,0.00838918,0.011497315,0.009664952,0.024234125,0.016852256,0.014007886,0.015146719
0.04252631,0.538311798,0.002476098,0.011214344,0.000699314,0.006772105,0.020387038,0.018783514,0.009457007,0.008634814
0.042653045,0.125241627,0.005866288,0.014508844,0.007311195,0.018718228,0.020396182,0.025898121,0.01470329,0.007772686
0.042753912,0.372435422,0.002645238,0.010063174,0.003502336,0.015617345,0.021552341,0.02160664,0.017880702,0.013747819
0.043182003,0.051015178,0.00792489,0.013491642,0.009696475,0.018626574,0.022909397,0.013136767,0.015908156,0.005237412
0.042872063,0.30079716,0.002398402,0.010072695,0.014639926,0.016213366,0.013610327,0.025846896,0.006825174,0.008597288
0.042628767,0.199569513,0.012103126,0.007920317,0.013044218,0.020006306,0.019983918,0.015645725,0.012864437,0.006881029
0.042825022,0.54484968,0.006270092,0.008443199,0.006522299,0.01077077,0.021159041,0.017310253,0.013360665,0.004906423
0.042864932,0.317030602,0.008054371,0.009100398,0.010641844,0.010046297,0.023762939,0.016076852,0.009944185,0.009540698
0.042977761,0.481543693,0.004347466,0.004943998,0.010614121,0.01073376,0.019354876,0.021867048,0.011495808,0.010321994
0.043192549,0.280027721,0.00987007,0.010190553,0.008659895,0.012915888,0.02360878,0.020542793,0.015026741,0.005343994
0.042985933,0.655661829,0.000707026,0.013042682,0.002590107,0.008331472,0.014921632,0.020885654,0.013685532,0.014547526
0.042228337,0.277613279,0.004039783,0.017256074,0.008654154,0.008037543,0.025171915,0.02031421,0.005828233,0.016757027
0.042393629,0.287307246,0.01070355,0.010077986,0.00323938,0.012356743,0.026267194,0.01525469,0.014188876,0.00750678
0.043695389,0.032681897,0.010225309,0.01072355,0.012963128,0.021245852,0.023287004,0.019672074,0.017263507,0.004053908
0.043744475,0.588071999,0.005332213,0.003878858,0.007204034,0.014135066,0.018830248,0.010799363,0.022167022,0.01770508
0.043057456,0.685290698,0.005555648,0.005825298,0.005267498,0.008996336,0.019975095,0.020890193,0.012985057,0.014186428
0.04299648,0.11311889,0.014211796,0.007846331,0.009343902,0.01640955,0.023642586,0.022073244,0.011753366,0.010214321
0.04318738,0.575135793,0.008168906,0.005497322,0.01337241,0.011617749,0.017520908,0.016289455,0.014357935,0.006028226
0.043141882,0.303061022,0.007875639,0.008809865,0.009453088,0.01614335,0.018677906,0.021259709,0.0144775,0.005296812
0.043341832,0.355461988,0.002059236,0.010020907,0.007988703,0.006694469,0.021293728,0.024497203,0.013622099,0.006402807
0.043377809,0.579514291,0.007108608,0.002875185,0.008938595,0.009159708,0.021967143,0.012301452,0.008570887,0.006417522
0.043356038,0.270113622,0.006423109,0.008164147,0.014297385,0.014802432,0.022337944,0.021369579,0.013203087,0.008720047
0.043280458,0.03279268,0.008973083,0.014906486,0.010933086,0.015153693,0.028326485,0.010153136,0.006830657,0.021825565
0.043138599,0.075181028,0.014494982,0.008962702,0.013318417,0.019122478,0.026273909,0.025208899,0.01462853,0.013201287
0.043200121,0.008059691,0.006714034,0.016149298,0.012017521,0.022566317,0.022541228,0.021552836,0.017632364,0.009385023
0.042932854,0.233084401,0.010412216,0.008897995,0.007635041,0.019353528,0.023568355,0.025174334,0.014919607,0.006875248
0.04318229,0.056951482,0.015311564,0.012594606,0.006146782,0.021396705,0.021715437,0.018722665,0.019298794,0.007054395
0.04319382,0.317390241,0.005656611,0.011668304,0.00967529,0.012771157,0.025133422,0.02105848,0.012245726,0.006831464
0.043062869,0.005003989,0.022182322,0.005920968,0.014835737,0.020127251,0.021903707,0.022252098,0.017534398,0.009252676
0.043025286,0.073463008,0.014175201,0.010695852,0.007633897,0.019133958,0.024821047,0.011358331,0.014209953,0.005541212
0.043256319,0.238209176,0.006356184,0.012095248,0.00552348,0.017367016,0.020558545,0.018919719,0.017470647,0.006984507
0.043132649,0.652881654,0.005315343,0.007319902,0.009512873,0.00999541,0.017518642,0.023485368,0.012074686,0.007645875
0.042568162,0.197102274,0.010852531,0.007473631,0.011709092,0.017066386,0.023446574,0.0190311,0.028392686,0.01428749
0.042668214,0.025891025,0.0129105,0.015303196,0.007603587,0.018037844,0.020280978,0.021168318,0.011696077,0.005438787
0.042965576,0.577875739,0.00302204,0.006740184,0.009912206,0.007910563,0.019071497,0.018145061,0.010782029,0.011795623
0.042756461,0.338266634,0.005416062,0.008704186,0.010990004,0.012974691,0.02150837,0.012666782,0.013073171,0.007563583
0.042820337,0.1001134,0.014464618,0.010125214,0.00762458,0.014935221,0.022505756,0.025953243,0.019050134,0.007801876
0.043049818,0.033193827,0.008161649,0.014337053,0.006621742,0.012963624,0.027835891,0.025279231,0.009818839,0.009464726
0.043100926,0.091492646,0.012928458,0.011961726,0.010427648,0.021118152,0.021668193,0.023949039,0.017467835,0.004474252
0.042873327,0.250686947,0.007403683,0.01119457,0.004805091,0.019303464,0.020367169,0.028374615,0.020754198,0.012965748
0.043179835,0.12153606,0.011863607,0.01493572,0.00793082,0.020679261,0.019805362,0.0197439,0.017104806,0.007126359
0.043153242,0.475496863,0.006334452,0.008249849,0.00851375,0.011644355,0.017594675,0.023662459,0.017066446,0.007638082
0.043221847,0.097160869,0.010373014,0.011416746,0.010191411,0.019680318,0.018297494,0.019082606,0.009528173,0.005783059
0.043354109,0.160681898,0.012347909,0.006773638,0.016361497,0.019289683,0.01770152,0.019890891,0.014119939,0.005619334
0.04309527,0.516374641,0.000997352,0.010649239,0.005647945,0.010145927,0.023287095,0.004931137,0.015364101,0.007392375
0.042918877,0.478661559,0.001519516,0.011270727,0.006031914,0.014442576,0.019920292,0.01349245,0.004442056,0.02735231
0.042884229,0.397695687,0.005721663,0.011021409,0.00561816,0.018622717,0.017289331,0.030084057,0.02252256,0.012689544
0.042864507,0.172352109,0.012590771,0.006305017,0.013861454,0.014181991,0.023565235,0.018074224,0.01276187,0.009892193
0.042968871,0.023664548,0.017075101,0.006692874,0.014643018,0.01553605,0.026441651,0.017052587,0.020688219,0.008864764
0.04333784,0.208021943,0.010427512,0.007546764,0.015175714,0.009545135,0.024449029,0.016980767,0.016976171,0.009305501
0.043035119,0.217199146,0.005690911,0.01217296,0.009910814,0.016475499,0.02295449,0.01999673,0.011776054,0.011494075
0.042908842,0.389775138,0.007373905,0.010738116,0.005675738,0.013840693,0.019380164,0.020847331,0.012438973,0.008645604
0.043205401,0.095192869,0.012621275,0.00982373,0.014712234,0.016273422,0.019955065,0.020454026,0.018475747,0.005860694
0.04317042,0.153131232,0.010749734,0.010821723,0.005653922,0.020866432,0.018301665,0.024924605,0.018178884,0.011889614
0.043261191,0.064185846,0.007674624,0.010387546,0.01561152,0.01827418,0.025312761,0.018822531,0.017142044,0.007371512
0.043171339,0.299068652,0.011869825,0.009768429,0.009483631,0.013223372,0.024557533,0.017903589,0.016235763,0.006238435
0.042578651,0.056961649,0.013409184,0.009913459,0.019698534,0.017588531,0.022666389,0.023052867,0.023829277,0.010367096
0.042821771,0.494122252,0.004907502,0.011866471,0.006495672,0.011256575,0.016181571,0.027188218,0.013652892,0.008942891
0.042844677,0.169802366,0.00919211,0.014139577,0.008256313,0.024347349,0.017073107,0.016579112,0.016561064,0.006002306
0.042947465,0.608975687,0.000416741,0.011355922,0.005905182,0.010493907,0.016222114,0.021839823,0.008120414,0.012860585
0.043032168,0.119814508,0.012792184,0.008912379,0.009497163,0.014141381,0.027258005,0.014626034,0.015020853,0.005555419
0.042856216,0.433281562,0.00214954,0.01226142,0.00797751,0.013209318,0.014252287,0.022241183,0.008876399,0.005145333
0.043472676,0.047359092,0.013815249,0.012385204,0.005978011,0.013438169,0.030845365,0.015345531,0.01805101,0.006987334
0.043620859,0.342891433,0.012365518,0.005105499,0.012135292,0.015500327,0.020091753,0.019293301,0.010141062,0.006900364
0.043631091,0.156265935,0.011518317,0.010347458,0.00681176,0.014393733,0.023920182,0.014858386,0.01673281,0.015303831
0.042685519,0.29191706,0.005812698,0.013869044,0.008542459,0.013161663,0.020877456,0.01998695,0.01415664,0.005862091
0.04305175,0.370026252,0.007844128,0.010538812,0.009693276,0.016158991,0.024596665,0.021292821,0.012695793,0.006729677
0.043061692,0.007896479,0.007764236,0.016208753,0.006923152,0.020689389,0.019459096,0.022335085,0.011811085,0.015884391
0.043158485,0.587901641,0.004511364,0.005210503,0.014335874,0.008314893,0.017740157,0.024856682,0.008955565,0.007554835
0.0429776,0.156932532,0.006652506,0.012362511,0.007796691,0.023376629,0.023032296,0.021129538,0.018457641,0.022512309
0.043018046,0.084574934,0.0120144,0.009995498,0.013210863,0.01706714,0.025171128,0.023621117,0.020060478,0.004897394
0.043034739,0.223054786,0.0032351,0.013782165,0.011929045,0.016230928,0.020108731,0.031158605,0.015072753,0.020957583
0.042984656,0.133223874,0.00708519,0.015039398,0.006228032,0.017657305,0.024782933,0.018188631,0.016077006,0.00705952
0.04310464,0.067179669,0.012773295,0.01246733,0.004578023,0.017326337,0.021265074,0.021319466,0.014080858,0.005962383
0.043853986,0.158121018,0.009569212,0.012205034,0.007203291,0.018122436,0.020241767,0.021076068,0.013720738,0.00478989
0.043304833,0.750923463,0.002019633,0.005932185,0.010559342,0.007435205,0.015259523,0.0202683,0.007113175,0.009443829
0.04324187,0.088367227,0.011778412,0.013985746,0.007180632,0.017392207,0.023529581,0.012119008,0.015938085,0.014885305
0.043203788,0.119368379,0.01043935,0.0105185,0.011345087,0.019602798,0.022693457,0.018540551,0.018661129,0.017834003
0.0428477,0.025215734,0.015326551,0.00706315,0.012733776,0.018332488,0.021181542,0.02474671,0.016908522,0.007756916
0.043046384,0.240039332,0.008001581,0.012810778,0.007149273,0.01481497,0.021088198,0.014834943,0.009915412,0.008725614
0.043090161,0.346770595,0.003948961,0.010061936,0.011326682,0.013625797,0.019014479,0.014728442,0.015859299,0.009745567
0.042820267,0.034782053,0.020738485,0.007585801,0.015343535,0.021834479,0.018026129,0.024522936,0.021040995,0.008983682
0.043060563,0.049226864,0.009290008,0.012702804,0.011870687,0.016052253,0.024524444,0.024501364,0.015754605,0.010456442
0.04276325,0.180466661,0.010982044,0.009931472,0.008744994,0.01510042,0.020328989,0.019693631,0.010959724,0.004637379
0.042996358,0.114155988,0.012055771,0.010756614,0.012118568,0.020714554,0.026364934,0.022509205,0.02136897,0.007442874
0.043385468,0.531681947,0.004748785,0.008318612,0.007782621,0.012612175,0.016486365,0.019611461,0.010355442,0.00611467
0.042676106,0.513190612,0.011379811,0.005069519,0.014270284,0.018022991,0.016111366,0.015187938,0.011162122,0.005536875
0.042917128,0.489445118,0.000677907,0.009269478,0.010284658,0.015105894,0.019664832,0.016944162,0.01360684,0.006028409
0.043475112,0.50933809,0.000213297,0.012483254,0.003972029,0.010694204,0.02318875,0.016258105,0.009130491,0.027273483
0.042933812,0.533785029,0.010544659,0.004765295,0.005862116,0.002273837,0.0267299,0.021306374,0.006402596,0.010113061
0.042937553,0.175732977,0.011798385,0.007557629,0.017004917,0.011007401,0.025462815,0.019125616,0.013056483,0.006305073
0.043406753,0.101451966,0.013844418,0.00823526,0.012311302,0.016696493,0.026221165,0.016077933,0.018602508,0.006108559
0.043274974,0.385027571,0.005666565,0.011806743,0.001301057,0.011691181,0.02183679,0.016952132,0.010939965,0.007929304
0.043693085,0.529123108,0.001487348,0.012729378,0.00400896,0.007491691,0.016610422,0.030249915,0.007714628,0.00780244
0.043683111,0.87928522,0.000162013,0.005230439,0.006799342,0.009350833,0.014633002,0.01366981,0.00788154,0.006810693
0.043606192,0.665900455,0.000212154,0.004243031,0.018315635,0.010127434,0.02301247,0.008129998,0.010268641,0.012557633
0.043253493,0.544485857,0.008881348,0.003715465,0.00836761,0.010071453,0.020227237,0.016296148,0.008269278,0.006632147
0.042384269,0.102799377,0.00617942,0.014660447,0.010287676,0.02107062,0.015275133,0.023705183,0.012078607,0.020081966
0.042491334,0.122082433,0.015449023,0.009643685,0.014117316,0.01615831,0.026444833,0.012025133,0.015934073,0.004938981
0.042664644,0.355622768,0.009445802,0.008977061,0.009475787,0.013623398,0.01976763,0.027146558,0.007843945,0.010882203
0.042459503,0.196710806,0.010788871,0.009594509,0.009101857,0.017016446,0.025342883,0.016264583,0.017668944,0.008690749
0.042792377,0.130074947,0.004979335,0.009344014,0.013692363,0.019745716,0.017167237,0.02287859,0.013955742,0.015871976
0.042779002,0.489540912,0.005284289,0.011343956,0.004038468,0.010307744,0.021032522,0.019448235,0.015162557,0.007559288
0.042494662,0.520023825,0.013383268,0.005014415,0.00783938,0.015543438,0.017536876,0.016569505,0.011828755,0.00462302
0.04241234,0.195629872,0.00596725,0.010297247,0.011009846,0.021469847,0.017648657,0.023279655,0.025551923,0.019144216
0.042633542,0.314528638,0.012693637,0.007924949,0.009416801,0.012533406,0.024170885,0.027093494,0.017402221,0.009026263
0.042828679,0.33547421,0.007386056,0.009694324,0.007561487,0.013075005,0.020559839,0.019034463,0.028560299,0.022229708
0.042507055,0.259974198,0.016062291,0.004983498,0.00805242,0.013462286,0.021786457,0.017375505,0.010380043,0.00781603
0.042555473,0.371319744,0.006396103,0.011301995,0.007730848,0.010852239,0.02583538,0.011984091,0.014087193,0.007684808
0.042587651,0.293127338,0.006646076,0.011718835,0.007689092,0.013789039,0.020329805,0.018875073,0.015382992,0.008681329
0.043074991,0.369125691,0.003954415,0.012296115,0.004298553,0.013989411,0.019934693,0.025921398,0.006190037,0.016793892
0.04309529,0.6368036,0.001679875,0.006671746,0.005540079,0.010341142,0.019351179,0.018951553,0.010476644,0.005698659
0.043308498,0.59410531,0.007630854,0.008690268,0.002673555,0.010993055,0.017425345,0.010591095,0.008802652,0.00376959
0.043083777,0.348199037,0.011005725,0.010440658,0.008613721,0.010949616,0.021275098,0.024658539,0.014859994,0.009105344
0.043185319,0.197860089,0.013591226,0.010296872,0.007019385,0.012047534,0.02771091,0.014093398,0.016724363,0.006672769
0.043157491,0.086709011,0.010296922,0.009182223,0.012248839,0.016430521,0.018419791,0.019137607,0.015249391,0.006637144
0.043055004,0.069488812,0.013782384,0.010416846,0.0142832,0.018761065,0.024803768,0.019030767,0.014964527,0.007293288
0.043036834,0.4031443,0.002400585,0.009869093,0.010165324,0.013287315,0.018739788,0.018417098,0.008764066,0.006313753
