"beta1","beta2","z"
0.0044675089164468,0.0808421313607419,0.992869052347134
0.00140892348603619,0.0873811081071685,0.995295881257644
0.00326176039245499,0.0830922820369426,0.999489164566899
0.00122801591143673,0.0875941724790488,0.989905333305096
0.000426023518250337,0.0879043987196585,0.996731610177321
0.000875598465600291,0.088047734591565,0.978370307825227
0.000283734329348404,0.0891916070189955,0.9861012384788
0.00102801684173544,0.0874246937060806,0.991958035330343
0.00192725034925876,0.0854223254896056,0.999096459890687
0.0013583186617717,0.0865454273015377,0.999140371705214
0.00284112357881912,0.0839840137292598,0.996452641107875
0.00236989398509923,0.0846026402001633,0.999464395026948
0.00296017780108166,0.0833832131599309,0.998953005238237
0.000515889511432434,0.088464994845968,0.996480290800787
0.0010745680297038,0.0877015717181016,0.99930522105405
0.000551346410662735,0.0896421838379718,0.983979277478655
0.00147693513740446,0.0867258511711656,0.997919089551263
0.000395366035859914,0.0890010345145766,0.996465723714948
0.000143384679992842,0.0891290887035076,0.997318678382361
0.00196532901168088,0.0860906626182695,0.991696180408539
0.00466919802797383,0.0802586372143155,0.987848595168452
0.00195183953142167,0.0852545335598045,0.995990263390205
0.00100349568100889,0.0875234099339789,0.999557381220264
0.00134862934851386,0.0873073131784456,0.995519418720917
0.00150770531771331,0.0865512402742402,0.991720229752397
3.51124438596762e-05,0.0901791832070825,0.990006034668606
0.00207142750764032,0.0857915623492139,0.989318130929527
0.00359543496646386,0.0825564088283695,0.992962842893761
0.00433756365604185,0.0805087532728861,0.998972616294004
0.00136632075269898,0.0863573039950385,0.998726835832574
0.00206499645818346,0.0849283676286348,0.99880794319307
0.000807248165561781,0.0871713106004123,0.996434736602953
0.000689470528802621,0.0890201969252856,0.980908187955437
0.00333558110925254,0.0827801851055943,0.999718703909638
0.00387987073394615,0.0819141530794239,0.99899337911435
0.00368342738308283,0.0829474060930436,0.988805281880479
0.00240258462089418,0.0845851155780928,0.998899246799419
0.00199634465957156,0.0863228026486692,0.988148803487668
0.000234929581970714,0.0887434005297464,0.995280122598648
0.00178729849183388,0.0861501674855975,0.987341016121299
0.00101757199419342,0.0872317373760689,0.996450099412855
0.00153396144561928,0.0856643356720927,0.999304203538543
0.00203263432911873,0.0859064874580346,0.986806803462288
0.000494377582208638,0.0879713132684581,0.994871712697902
2.97840919161562e-05,0.0881342274198458,0.998339515988293
0.000587217944951167,0.0870736208065985,0.993040156954976
0.000975921703838869,0.0865326971344515,0.998579300168196
0.000766316210249217,0.0873091620957752,0.989668829269947
0.000936893913672015,0.0872514588990524,0.987142098829513
0.000407473777791564,0.0880387705368899,0.99550049341846
0.000469451462246297,0.0876816951195742,0.998958539066948
0.000379251801906031,0.0890767107721255,0.984090219422025
1.77828591003354e-05,0.0888143932778935,0.992118604200696
0.00122878106594889,0.0868483620531074,0.997342674079395
0.00555186427888228,0.0785733593341457,0.98957409133272
0.00132446351854097,0.0869624879391029,0.989240718386121
0.0020990188199151,0.0855205804123269,0.996283936031402
0.000419703802324984,0.0886222525318676,0.999972946142054
0.00124362461219346,0.0874532450824661,0.991957463668432
0.000731014525940623,0.0882442620287107,0.994911373581734
0.00132923194746263,0.087266898346924,0.992799282319733
0.00241850605465443,0.0846043645937291,0.99930710171928
0.00101975128551255,0.0873028352728722,0.99778022573083
0.000295349148117789,0.0895720011428317,0.989842718041165
0.000154305650321289,0.0896136073079482,0.991121615808746
0.00028283273363933,0.0889766060134619,0.993316278523316
0.000169448168638314,0.0900520922039387,0.982598420603265
0.000692111469491496,0.0880028773743845,0.998098447009491
0.000144644226273731,0.0903958087657453,0.985582031318796
0.00033557867922587,0.0890795382606331,0.996221203381771
0.000226483442999494,0.0889568550748625,0.999687673988924
0.00364037944932608,0.0814884985934687,0.999455757632457
0.00195600967180046,0.0850770806901582,0.995330342531339
0.00260127895092337,0.0849172499044124,0.987399312724389
0.000790891904974019,0.0872500185912109,0.999537824186312
0.00113118856968584,0.0871514688160246,0.997580203773202
0.000283520866136329,0.0889619473186741,0.99430075947275
0.0047391321620321,0.0797123634548631,0.998679632138327
0.00153522691187899,0.0873047868631477,0.991051720624055
0.000254668636653061,0.0886106599498693,0.995119942201532
0.0021393711766336,0.08534859464791,0.987907709307569
5.91045844357294e-05,0.089262008280669,0.998796440108599
0.00202607520465883,0.0851761053489504,0.996034586475668
0.000158676984143231,0.0896786134549726,0.992856476054547
0.00169747267118278,0.0857670513378934,0.99952731692908
0.00106734977685631,0.0875014044846619,0.990283068217055
0.00122517962212424,0.0868251693870731,0.999615896408607
0.000780255469063482,0.0872900053520348,0.999849511140199
0.000373318714138997,0.0882591555267808,0.999873624449586
0.000277042117908939,0.0886024585269903,0.997558419935237
0.00140344865054512,0.0871125612964667,0.993173783993615
0.00224103149968394,0.0846625231103245,0.99815809414459
0.00284596045350656,0.0832132999369933,0.999945833442636
0.00126736258747414,0.0873215110581562,0.989745311321494
0.000206259847776983,0.0892025880349616,0.997066823864239
0.00101044237718682,0.0873035794234306,0.999255456378282
0.000211101202938356,0.0896794760325663,0.999216513650755
0.00107843933121861,0.0887457312688037,0.989382786389998
3.96777523308184e-05,0.0894241748103971,0.996229815386942
0.00206165124875419,0.0857341807623823,0.994060996954776
0.00015948264088339,0.0906592963659044,0.983614542340546
0.00020649508325571,0.089511495862006,0.997613045318573
0.00121366656095652,0.0879036198483408,0.991333036166493
0.00157543001715636,0.0866432262576714,0.998553174372042
0.00253478709577616,0.0850274555888245,0.997452582101884
0.00184952666828321,0.0862402959545442,0.998766490375598
0.00591347970403549,0.0776712632610126,0.998899353529357
0.000555746516407575,0.0894288402095656,0.993615036548054
0.000194352970361178,0.0897821617310018,0.995533646459443
0.00127463816500222,0.0867153935877535,0.998957803101838
0.000164488339825228,0.0895914388997795,0.99435495654528
0.000884849850636961,0.088083256717092,0.998362281855572
0.00355942156527525,0.0823714951415822,0.994333750163784
0.00459841210001963,0.0809401689247413,0.996111977227385
0.00338997014974281,0.0829713848058862,0.998042659545732
0.00120746527837528,0.0869105017394359,0.994764059858981
0.00215998679337801,0.0849664655607809,0.997327600356627
0.000935326653818412,0.0876833371050645,0.996168141514598
0.00100345714723796,0.0875610602849429,0.991479078549233
0.00086255128342969,0.0878599211318297,0.99552882007954
0.00160320031312075,0.0865843401392949,0.992723350132026
0.00384594638154239,0.0821996943797979,0.99317465078437
0.00126926327920873,0.0866203523139913,0.993600055865793
0.000829957149348077,0.0874608246195526,0.993590395395259
0.000231227239909735,0.0894767780323665,0.991903495922776
0.00130925730772182,0.0867582422405096,0.99081258486438
0.000933201694440256,0.0876051035036144,0.986816928213625
0.00104611629749894,0.0869824689222875,0.993941837059003
0.0016871627853215,0.0856601806404552,0.998926893026975
0.000700570373592813,0.0871338717336812,0.997964528870506
1.29154392516646e-05,0.0894242949151956,0.988940469792751
0.000447543729061792,0.0878029730585496,0.999457696119354
0.000360466906771309,0.0881823735745468,0.99664606513847
0.00238246712652597,0.0847006228855406,0.993235955253994
0.00856601619888488,0.0722120796881658,0.994640476654827
0.00686469379696496,0.0755566904028738,0.994872942900798
0.000125716956913745,0.0898167732096199,0.984677326227741
0.000604615748139005,0.0884397920879472,0.992631104311882
0.000381180417342571,0.0881865734656311,0.998549250585973
1.33347198518284e-05,0.0892487181581039,0.997904049589673
0.000670199005907786,0.0878562969777928,0.997480756300038
0.00209652912046252,0.0855481405750802,0.99380323307026
2.80467148309825e-06,0.0900664697824106,0.992005870460286
8.11562221545822e-05,0.0894791139031813,0.998531267323306
0.000505022713156245,0.0890057181248633,0.992749106394184
0.00153109178856385,0.0867035815347064,0.989913834479019
0.00153145273747462,0.0861016371511097,0.999667836898255
0.00167609689456828,0.0862111356757046,0.997418838842242
0.00216788927953859,0.0846924399040152,0.99881031677264
0.00262588701734702,0.083699603159907,0.999587482137791
0.000237598566513105,0.0880185166574391,0.997272285097827
0.00129378910027,0.0868404587321684,0.996443496140036
0.00216729574822864,0.0848290091427235,0.995056259317832
0.00140972550902815,0.0864770784976883,0.988616947907995
0.00029560709166293,0.0896815419078677,0.98518082853058
0.00187297301913772,0.0854201460258076,0.996770824629161
0.002173406048897,0.0844720532680787,0.995835918417327
0.000798410281047479,0.0892030976057148,0.974003564751055
0.00155305182580205,0.0864496992893751,0.99920386709053
0.00176972561011455,0.0869306526710216,0.994167581638742
0.00248655273740376,0.0842949040566395,0.999888118219987
0.00452340381219064,0.0802335369133509,0.995673785326409
0.00290074134314081,0.0835355260970394,0.996247789957775
0.00468032282233133,0.0796377552471668,0.996659546104905
0.00368223532486956,0.0835100951310959,0.969588177659882
0.000190630455461064,0.0888403549411812,0.993287629172409
0.000530174089505583,0.0876687981764091,0.997399084369653
0.00184025844409873,0.0850709689024629,0.993532797191187
0.00178530324912579,0.0853548244091516,0.99352727515714
0.000978735428865508,0.0866178941196638,0.996324972954936
0.000659871552337315,0.0881410586856321,0.991666970779965
0.000282947530893737,0.0886161854407759,0.997094962550048
0.00140858850811027,0.086543956450029,0.998026788968665
5.7161075520116e-05,0.0900070433136584,0.994251493959143
0.000444754512388198,0.0891951531058716,0.993453322827006
0.000957091368097969,0.088209957770763,0.998999716196384
0.000107303123315799,0.0892190263516392,0.99645900908294
0.00112812763744034,0.0880677544612138,0.991008290732679
0.000643380903179379,0.088753582738716,0.998101554810376
0.0028012958422686,0.0848265405710634,0.991124153297431
0.00229294635098393,0.0850079184837165,0.992312842981962
0.0026444431069532,0.0846178606027148,0.990662910674773
0.000156120112313774,0.0889404408102156,0.997418128917364
0.000507920823149035,0.0878646705178727,0.997242979742533
0.00028969260497529,0.0889243739304962,0.989452355540618
0.000563607510973373,0.0875975423104935,0.998569885006882
0.00174400860565879,0.0850349246341818,0.999958571046439
0.00025629228355892,0.0884533194021993,0.999836169222601
0.00243600171509276,0.0847652789359975,0.999852236231445
0.00423448087342293,0.0813795168981501,0.996108120154942
0.000111522267092373,0.0889985890232787,0.99464633697403
0.00116341263891905,0.0868654473610787,0.997070362627393
0.000165949127563124,0.0895979271429472,0.999151209703622
0.00132142987770284,0.0862354947631613,0.999395656832099
0.00144182150210196,0.0868406156415794,0.983443520514976
7.68987264554652e-05,0.0902047107207179,0.985167177706656
0.00240506962904119,0.084122157098952,0.994397553907281
5.82763639265855e-05,0.0887051856850885,0.991018684671411
0.000942751983818849,0.0862077768259408,0.99856402880809
0.000312383574926759,0.0879409334627574,0.995687524530171
0.000707877155038969,0.0871409079608512,0.997378191298928
0.00155768238140187,0.0853273389661936,0.999032398329294
0.00116251486734396,0.086235690464648,0.999234625193994
0.000558163878935451,0.0874142631781765,0.998542978227578
5.7180410560952e-06,0.0898267752841689,0.998216424331492
0.00043862463787307,0.0894807876107578,0.992051842405008
0.000779105581378395,0.0875703432706787,0.994593586962571
0.0014745753035214,0.0861901431864663,0.996469292226452
0.00108779112963997,0.0872880622948165,0.995139043691773
0.000708362159244258,0.0874145267179925,0.998147961958791
0.0030588255279067,0.0833758831679776,0.992517679060482
0.000244168550712275,0.0895725245714973,0.986691818741071
7.22827119881027e-06,0.0894327627962234,0.992357387085133
0.00302178871520079,0.0827788288723636,0.998655752395923
0.0005520299586267,0.0879634732028747,0.988687140386405
0.000864952267684906,0.0883082383332271,0.989662907987612
0.00107603928897601,0.0871124621285502,0.998874613604253
0.00128285720428937,0.0869661203036653,0.995750728348852
0.00169880829058026,0.0857827305711163,0.995180180766867
0.00251595928910588,0.0852965430051718,0.981642608030042
0.00183178645218185,0.0856109278882161,0.998449457682355
0.00396994967615016,0.0812126091032575,0.999866416488124
0.00146894865718196,0.0862374630964851,0.99505051154132
0.00335448731920176,0.0830918601161096,0.995544039941515
5.2190003283927e-05,0.0900558830184417,0.990689234456854
0.000620978305976211,0.0884728185687658,0.994515849486575
0.00243342855992569,0.0850783336745905,0.998555961083438
0.000879375174894274,0.0879479934734873,0.998404830562858
0.000395804969496339,0.0885382294267653,0.999111895416937
0.00150041138543186,0.0868502936288773,0.997325497351242
0.00056795644278657,0.0885721982040154,0.997281597052004
0.000262442998532927,0.0884037722124294,0.998318509915172
0.000874165210610595,0.0876629080676018,0.988230888077444
0.0007931024870474,0.0875551212995414,0.997772901292179
0.00120407773834035,0.0872625637023722,0.991156512148825
0.000710651274301569,0.0880449320143756,0.998909441929753
3.0151394895527e-05,0.0892900084151586,0.99943118792917
0.000475539683208585,0.0887945689541807,0.997227566661136
0.00142767156816065,0.086803966245568,0.994093758165135
0.00206026244305046,0.0846407775047305,0.997302394770542
0.000982735555528835,0.0881046944564592,0.991222325800304
0.00261312608247884,0.0850130144486151,0.986746762834383
0.000228865280637555,0.0900256581131866,0.981626133708303
0.00208284371430072,0.084739137423045,0.986671842543556
0.000274424031858653,0.089365560008703,0.987370444955649
0.000881034607918882,0.0879199610196351,0.988098091546943
0.00048051183108006,0.0881819653755551,0.995392651124352
0.00145790040259733,0.0858213687654324,0.991133548051788
0.00457738863571674,0.0797109327145337,0.991212756722329
0.0022339904854828,0.0849289170108466,0.986212581364209
0.000414700373052045,0.0883402522905658,0.991830936888313
0.00135223870204929,0.0865684173608307,0.989679305231795
2.44905153037421e-05,0.0899891133680879,0.986997929097507
0.000591629461674885,0.0881532885822665,0.996493733994507
7.06302136671774e-05,0.089246912250264,0.99965089502558
2.70519018006562e-05,0.0893606885839784,0.999855181660051
0.00116160953060452,0.0873156167162212,0.999982100232566
0.00468888513489171,0.0802668972683981,0.999706910633363
0.00655452469920699,0.0770230203618377,0.98427410318799
0.000455453172654982,0.088696485306828,0.995982131446584
0.00424575847177157,0.0821768949204732,0.977677381451731
0.000696759174642804,0.0888493451070274,0.998649145153888
7.88794736725877e-05,0.0900098032362845,0.999530520619168
0.000204108838622372,0.0891776136235357,0.999442453001319
0.000653132480474933,0.0883287697350045,0.999450161270684
0.000325743976684487,0.0895180855815456,0.987817549638018
0.00095269004670363,0.0876052879597673,0.993542195222528
0.00104126823768726,0.0865109262327466,0.999554171578726
0.00079511771427577,0.0882609610479564,0.987836487498682
0.000288329369877768,0.0892027463695611,0.992969986419812
2.10450473072462e-05,0.0896995637094258,0.9861412983168
0.00430241632783985,0.0808873050668212,0.997101946077069
0.00119276833054733,0.0870621619775958,0.999806142179114
0.000733609640427037,0.0883624593018874,0.9967065637221
0.00225397201885922,0.0847189294615608,0.998319777772342
0.00275089865646095,0.0841267205466811,0.999879664286574
0.00217314540395776,0.084757408088411,0.999660124334002
0.000697599501847844,0.0874712619902144,0.998695417394895
0.00183793588345919,0.0855763267046943,0.991210526387175
0.00215211419821281,0.0842581639507095,0.997501228338388
0.000396658249017751,0.0884635341356311,0.996677498374085
0.00413144429099942,0.0830043511683453,0.96137512464467
0.00366095565029796,0.0820728183211577,0.986467497136968
0.00506991375610501,0.0786432577995577,0.997720015972153
0.00269099395660189,0.0836295600338117,0.996879867487146
0.000115153763085911,0.0901423094599686,0.983519179034914
0.000105421588126046,0.0894344015767706,0.989565482157535
0.000227704539597151,0.0885400188153126,0.999351439705764
0.000590739939290288,0.0883823880654232,0.992783322212821
0.000230104592670287,0.0888903032239233,0.998626210069319
0.00120346810757105,0.0871043071060999,0.997552760869981
0.000907280947467065,0.0876137199376853,0.998431954976229
0.00456053561161452,0.0803392323776497,0.995666397202869
0.00281706595332263,0.0844402140510884,0.997032006052959
0.000693369376818268,0.0879552875095911,0.999556420024951
9.34669525331799e-05,0.0891672940649391,0.997578487353501
0.00178530708304425,0.0859116941719584,0.999331259585611
0.00122534829457326,0.0869824496335602,0.999849725581519
0.000617249073440424,0.0882344095107948,0.99554449807265
0.00214500960497233,0.0851193688283422,0.993159838630224
0.00204441370457883,0.0852489889080514,0.995840783041512
0.00178065513534819,0.0853556223586973,0.999272778191923
0.00143700151016242,0.0868329252906613,0.993060624012992
0.00345061184975568,0.0827518548353996,0.999810379732866
0.000502969567850603,0.0885044907579123,0.999888579350634
0.00128438236932653,0.0867542397660003,0.99905746818736
0.00290969383729344,0.0839364953228279,0.998415863439792
0.00219055100859629,0.0853958002988212,0.999463523679872
0.00526806149812864,0.0799192055821277,0.988822916627625
0.000419292295405915,0.089594305323796,0.999432560903855
0.000957566546378416,0.0889496455597052,0.993503820968261
0.0020956735087956,0.0848009883744212,0.997778411056446
0.00179690009775427,0.0858801548164525,0.998342195173781
0.00155267321882249,0.0867548570660559,0.992022010735468
0.000221409329603849,0.0888582090464605,0.996556760702623
0.00198222217965913,0.0849937235689026,0.995625504234308
0.000731644784744575,0.0877478284477388,0.997666675824526
0.00128914223826543,0.0860434342757978,0.998564498191798
0.000403470090046674,0.0883745910078877,0.999677006194919
0.00180341639775252,0.0855347201068451,0.99082597609135
0.0027470356801145,0.0833543134789155,0.998709445659084
3.43808964808319e-05,0.0899373688778504,0.991497514738247
0.00152486253709271,0.0865996760089933,0.998922519502652
0.00100903535893905,0.0877388637960011,0.998569875345119
0.00166730948314253,0.0862762109733977,0.987577155051208
0.000520316272401243,0.0882853375250182,0.998404791145223
0.000925239502313506,0.0878471043924278,0.998493952221132
0.00014162908399604,0.0887994942463218,0.998323860514064
0.00193400350148223,0.0863991920490405,0.977336757527635
0.00101835331175389,0.0869272341224169,0.99689869735319
0.00127932582505936,0.0863026884365277,0.999212688311202
0.00243054552656816,0.0845624031230029,0.997656058694295
0.00180986903427495,0.0874292148752264,0.969073448825676
0.000551433472276529,0.0894451981234767,0.981623409348676
0.00293247894564419,0.0834318143171362,0.995742853099809
0.00262725061642531,0.0843758334492679,0.991900155832636
5.32231004276879e-05,0.0889697017416244,0.999592756339178
0.000939403557758318,0.0872288018756142,0.989456500085805
0.000414274132038724,0.088261300728869,0.99681518221787
0.00138247590171575,0.086893676119734,0.984859257823541
0.000113307121793195,0.0895254533891956,0.995363404904023
0.00244817857292547,0.08453982642657,0.99824855395539
0.00506655020811629,0.0796126799168659,0.999902966064668
0.00402699699231471,0.0815395973727971,0.999862665898197
0.00111362383304311,0.0878101207104278,0.998784351594965
0.00159379662613628,0.0868047376463099,0.997383699064795
0.000556572720191567,0.0894097837302422,0.997785425249988
0.000569907479858295,0.0875991838126548,0.997911698567563
0.000500027801630677,0.0879374496747617,0.997525600541219
0.00246552010760285,0.0843260496126976,0.997822497599683
0.000695912460807277,0.0881373355554129,0.990068807380986
0.00338715199455779,0.0818113130621839,0.999254775717745
0.00147536452824752,0.0865332949379482,0.993259629486532
0.000388487638614521,0.0881125978603715,0.999874113613755
0.000611988342801385,0.0881292240359826,0.992469726219115
0.000349126231215797,0.0885616261350664,0.995659975091382
0.000330578782609092,0.088915714664425,0.989481441748701
0.00219809623127216,0.0850103023677719,0.99285608150589
0.000529406071320355,0.0877697705073876,0.999744655187861
0.00053185926524947,0.0880387184174696,0.998865852494646
0.00157720793311706,0.0858553128681906,0.9997732755807
0.00256573993150876,0.0840096235049945,0.996118681105947
0.00391100923752014,0.0808382511122452,0.999856616349355
0.00251899749085461,0.0844083966249765,0.998427625533314
0.00588543593609866,0.078194785696023,0.988223596964677
0.00203708447063425,0.0851439939351279,0.997705223633446
0.00165403160928634,0.086454873112398,0.995622310470616
0.000657526547062447,0.0890100554744252,0.989351956296174
0.00034514809927198,0.0886289406714206,0.999027524355218
6.91092709061819e-05,0.0888703704182131,0.999847603116111
0.00144399431157148,0.0863730739499201,0.99654815922949
0.00142740260195804,0.0866815945731338,0.990142737444667
0.00248648182527561,0.0853182789070416,0.982464164712314
0.000226622737873265,0.0885758419903799,0.999263344629879
0.000706953565479214,0.0883485167163416,0.992554954844786
0.00206798229758163,0.0855626853166601,0.995895770197899
0.000240549515846985,0.089106064879407,0.994437331236524
0.000608872402322928,0.0881701874794005,0.99832478654298
