beta1,beta2,shortRho_m[1],shortRho_m[2],shortRho_m[3],shortRho_f[1],shortRho_f[2],shortRho_f[3],muRho,sigmaRho
0.001882944,0.041746079,0.009497352,0.014412733,0.018049631,0.018427254,0.027521641,0.022410781,0.017759,0.005248207
0.000477829,0.039775281,0.013251727,0.013612345,0.013670835,0.017155146,0.026171278,0.031886886,0.017801384,0.007425384
0.001378098,0.042636739,0.009616255,0.011185051,0.019170235,0.019353056,0.022038985,0.032597006,0.023349904,0.014405521
0.000772499,0.038808527,0.007214395,0.017358339,0.012794181,0.018916817,0.027306438,0.032526567,0.009163672,0.010098711
0.000229516,0.042512456,0.007149871,0.015776483,0.012626613,0.019170437,0.023810127,0.03563105,0.02433412,0.00674979
6.86E-05,0.042840395,0.01227941,0.010592912,0.016404801,0.016706336,0.025006109,0.031354279,0.020377625,0.008624744
0.001650346,0.039264037,0.012216688,0.010416774,0.018340513,0.017468245,0.029753706,0.023943824,0.020553374,0.006811237
0.002645561,0.037434617,0.011291985,0.013260243,0.020696244,0.016186451,0.026266485,0.036666524,0.021947886,0.008280868
0.006524047,0.040764501,0.005646724,0.014852445,0.01244174,0.018065103,0.025615968,0.019166467,0.019798363,0.008218321
0.005547237,0.036586693,0.009590266,0.016344211,0.014578412,0.023751366,0.025551663,0.022577471,0.011787158,0.009453494
0.003792254,0.039344153,0.009050859,0.014433824,0.013480389,0.020330148,0.024999217,0.02420757,0.013689092,0.005430006
0.006060106,0.034931797,0.008764036,0.015152057,0.016790465,0.024145882,0.020656472,0.032652429,0.016955654,0.012167969
0.002841559,0.039325234,0.012624933,0.012403622,0.014950762,0.015647803,0.023582403,0.036002159,0.012852789,0.010356466
0.000425468,0.043423823,0.006027057,0.013738077,0.015546927,0.014243473,0.026933337,0.029784174,0.007511235,0.017262105
0.000127676,0.041332723,0.011371791,0.01339555,0.013787938,0.017058767,0.024339424,0.039981747,0.009644545,0.016280101
0.000924731,0.044911547,0.006977999,0.015069463,0.012266178,0.011105219,0.025136992,0.033988584,0.005131707,0.024005365
0.003934069,0.036550435,0.007054965,0.015647485,0.019043702,0.015171954,0.027670985,0.03943816,0.021385231,0.014441967
0.000168981,0.043328438,0.011364886,0.011582936,0.013751575,0.021643511,0.018997377,0.035324951,0.009660787,0.026897982
0.000714222,0.037995252,0.010514163,0.016203242,0.010366673,0.024890299,0.021717915,0.04539639,0.012940157,0.013781557
0.001027653,0.040462587,0.010242615,0.017532014,0.013873886,0.016744811,0.02925263,0.024134362,0.017434933,0.00417852
0.003099586,0.041871798,0.013663098,0.010109955,0.014241651,0.016713302,0.027115066,0.023624482,0.019460878,0.013180645
0.00074806,0.047099577,0.00982303,0.011681909,0.017767957,0.015733464,0.020638482,0.032237133,0.019495296,0.009003165
0.002366931,0.038416637,0.008743479,0.014427489,0.016213663,0.018677633,0.024110566,0.037602397,0.019984177,0.020396935
0.002699861,0.039639437,0.012064505,0.014767184,0.011969821,0.018129476,0.022868546,0.03477807,0.018303487,0.006920761
0.001001126,0.042729393,0.010054457,0.010246221,0.017133117,0.016100597,0.029586714,0.026867577,0.009202677,0.015506962
0.004145022,0.041629922,0.007037749,0.014221006,0.015328749,0.020892058,0.023937254,0.017928876,0.012424211,0.008797599
0.004979316,0.03827721,0.012310814,0.013318376,0.011639008,0.018590295,0.030813946,0.020697366,0.018188396,0.008315912
0.001431365,0.042533076,0.004906253,0.017239286,0.014426442,0.017928371,0.026875254,0.025311456,0.011182413,0.010146851
0.000341087,0.041166744,0.007547371,0.017915405,0.013848977,0.01830521,0.02361909,0.036002173,0.020948281,0.009603503
0.005837636,0.038738639,0.00906727,0.013519159,0.016650469,0.018944114,0.02366365,0.029119703,0.010300321,0.013305795
0.005759958,0.036803304,0.008320635,0.01290135,0.022924686,0.020133555,0.024454236,0.029854508,0.019478294,0.005957243
0.000963645,0.042726256,0.008794045,0.017029037,0.010896824,0.019300513,0.024536153,0.024471606,0.014548838,0.007971601
0.001063921,0.040397233,0.005262988,0.017127799,0.017185165,0.019752365,0.021353315,0.036539656,0.017399697,0.008468361
0.002003397,0.03868454,0.010163201,0.011280772,0.017109755,0.019124745,0.029733773,0.029885343,0.019107329,0.010115841
0.007723096,0.034838022,0.009014371,0.017382189,0.009646185,0.013075999,0.031157054,0.02637286,0.0208241,0.018062736
0.008451861,0.036785767,0.008597446,0.014870591,0.013084768,0.013809131,0.026524583,0.025254353,0.020247857,0.006645074
0.002142592,0.041604428,0.008597118,0.014026265,0.01375546,0.018528228,0.023442898,0.027932604,0.01819363,0.006240883
0.010367569,0.033782684,0.007967614,0.013355862,0.017877836,0.018636545,0.024293915,0.0265043,0.018682145,0.007372696
0.000898305,0.039824439,0.010052586,0.014375474,0.014498695,0.023244183,0.027181153,0.022586489,0.020363247,0.006172349
0.001704155,0.042318468,0.011549945,0.012820378,0.010118562,0.016678227,0.027833627,0.021538825,0.015688476,0.010197963
0.005257552,0.03839652,0.006624693,0.017331059,0.010588949,0.016878773,0.026001591,0.026561563,0.022284858,0.009689346
0.001243515,0.040132937,0.01314311,0.012488858,0.015046963,0.016201314,0.02958719,0.022083025,0.020468784,0.005042957
0.003779586,0.041594301,0.009727423,0.012970854,0.01614021,0.016143456,0.024902014,0.023417331,0.017663813,0.007595282
0.000222057,0.041776357,0.007684897,0.022108967,0.011076384,0.024026602,0.020280176,0.033309911,0.019302733,0.008272952
0.0017872,0.040888411,0.006798966,0.014526851,0.019155343,0.017632918,0.027001404,0.030937948,0.021896662,0.011989259
0.003674439,0.039642765,0.008491936,0.013734582,0.018954477,0.015217812,0.032343941,0.020418288,0.025986843,0.01288285
0.000608665,0.044428183,0.009656467,0.017533064,0.009187768,0.012538085,0.02958973,0.018304943,0.012404438,0.008139333
0.003650238,0.033293976,0.011775723,0.012377915,0.022729223,0.023406165,0.026736454,0.037473962,0.030027063,0.013493508
0.000312381,0.039444821,0.010709369,0.014788346,0.014065081,0.015072047,0.029481542,0.031144075,0.020742705,0.009485621
0.002263123,0.042155837,0.00514649,0.017749719,0.01254863,0.01809104,0.027284036,0.020180008,0.01596023,0.008322635
0.002920211,0.037997918,0.012347435,0.013806336,0.012081884,0.017780391,0.027188486,0.034581275,0.026771547,0.014112993
0.00175461,0.038899676,0.004562039,0.018378296,0.012311892,0.015802001,0.023860486,0.043882357,0.012437113,0.021854313
0.005204156,0.035790742,0.0125668,0.017611085,0.01014493,0.020028941,0.019965441,0.040492867,0.025224291,0.022854126
1.70E-05,0.040743106,0.01050442,0.013684466,0.015686315,0.014734722,0.030058822,0.032291141,0.030197464,0.012724248
0.000385847,0.044535293,0.010198582,0.013632356,0.019170061,0.015849307,0.023375032,0.028743061,0.012311252,0.008267852
0.002776891,0.037645355,0.009553674,0.015378109,0.012141778,0.014417574,0.035167583,0.023244603,0.009445662,0.012283132
0.009025217,0.033746837,0.009024834,0.015777885,0.005949678,0.018636007,0.024421321,0.037494145,0.015669341,0.012171669
0.006725908,0.036231208,0.007939456,0.016384568,0.014958696,0.020947104,0.023046045,0.025105179,0.017051105,0.009270314
0.007872426,0.034418057,0.011109667,0.01338835,0.019241148,0.017668227,0.02394814,0.027803067,0.016337441,0.007363052
0.004752883,0.041142292,0.016490399,0.009803099,0.013806394,0.022008581,0.018188415,0.027134026,0.014695777,0.01032243
0.005095297,0.037236978,0.008502419,0.014828259,0.016149804,0.019304333,0.023830074,0.028338498,0.011940676,0.00834077
4.13E-05,0.042940291,0.008072805,0.012917493,0.019466771,0.019775406,0.022696927,0.028367567,0.013453961,0.015317951
0.002755526,0.038370492,0.010557839,0.017129435,0.010714583,0.017304737,0.028312743,0.021310862,0.0176264,0.00595443
0.003431613,0.040000257,0.008859159,0.015526696,0.015096865,0.015910683,0.02907696,0.019438097,0.015482894,0.013671772
0.001365818,0.042592192,0.004864285,0.017311683,0.011097459,0.015659121,0.023677749,0.032642216,0.022367721,0.008845622
9.51E-05,0.038973364,0.007547222,0.017313985,0.009789241,0.022463673,0.023824849,0.037509199,0.018047146,0.011077667
0.001321697,0.043931583,0.008250768,0.014846727,0.014349599,0.017238724,0.027446086,0.021836864,0.013722496,0.007986864
0.003657129,0.039685292,0.014055288,0.009181539,0.016024823,0.021347898,0.021378808,0.036075539,0.026147744,0.019720243
0.00425127,0.035899356,0.007087265,0.016991506,0.019664299,0.020774681,0.022959529,0.037768879,0.010694596,0.013185139
0.001216644,0.042999339,0.011334586,0.011953436,0.020118999,0.017699173,0.022448902,0.031519318,0.018322941,0.005500452
0.000661493,0.03949813,0.016432729,0.007595439,0.019805283,0.01596101,0.025169058,0.04132341,0.020859797,0.015944211
0.000333616,0.041704754,0.001938064,0.017724973,0.015481436,0.019219904,0.024604135,0.036627411,0.014992674,0.021189601
0.000185177,0.041481357,0.012272444,0.014085769,0.008994832,0.011230115,0.027060078,0.033232003,0.028733178,0.026319376
0.004899602,0.035185654,0.0077927,0.010760404,0.023485981,0.021380931,0.021859259,0.037206921,0.028356363,0.010898087
0.002910461,0.041463151,0.007879653,0.011459631,0.014795976,0.014117021,0.024402635,0.035226348,0.022189345,0.009500905
0.000728203,0.043052599,0.007312698,0.014402816,0.014063583,0.021551812,0.019567149,0.036478719,0.021536227,0.012793801
0.002126302,0.037372731,0.013332108,0.014167466,0.014511133,0.022333264,0.028387253,0.027996951,0.019881054,0.008022362
0.003027869,0.040091564,0.011169361,0.010743136,0.020005269,0.0180346,0.024058635,0.028922551,0.017812494,0.00965485
6.69E-06,0.039224362,0.010208881,0.014093443,0.020170386,0.01309296,0.031157847,0.027806832,0.017789943,0.007389432
0.008022985,0.037605272,0.008707663,0.015047092,0.015858145,0.016566317,0.024001331,0.02134308,0.01379389,0.006242855
0.003554223,0.040995346,0.010377206,0.011339198,0.01735497,0.015393775,0.029910858,0.019214205,0.016774765,0.008789423
0.002850068,0.038108042,0.007937975,0.016855451,0.015626466,0.0209968,0.023636241,0.029539253,0.016064862,0.008554863
0.006522273,0.034937458,0.008375086,0.017452325,0.015281694,0.020807983,0.02146226,0.032586238,0.018982142,0.009183294
0.005410753,0.035947827,0.012255009,0.013806118,0.019122621,0.020404842,0.023951711,0.033792539,0.019945213,0.014458913
0.004721213,0.036121203,0.006215522,0.019660083,0.010132932,0.018492422,0.02417393,0.039369516,0.0218486,0.009489911
0.005041329,0.037937014,0.007338007,0.017016499,0.013412318,0.016216618,0.025383747,0.029076276,0.018090363,0.010597839
0.001256103,0.039716375,0.009183807,0.017784791,0.010082011,0.01677851,0.028701784,0.026755302,0.021622967,0.013963186
0.008419944,0.036930888,0.007003331,0.016598842,0.013703068,0.011652127,0.02781113,0.023038807,0.008500577,0.012041583
0.001987699,0.041812723,0.004264212,0.015764507,0.012815482,0.015312195,0.026590514,0.025867187,0.015526592,0.008680683
0.00115716,0.042514411,0.004966833,0.021063755,0.010204026,0.016421864,0.027593098,0.01857962,0.023086454,0.011368619
0.002649099,0.044065001,0.009385697,0.01451991,0.012245344,0.020038646,0.023347466,0.018522051,0.017716763,0.005600258
0.00034679,0.040119662,0.012143587,0.012841282,0.015418061,0.018136252,0.022224964,0.03870156,0.019704516,0.014862225
0.002255038,0.040191985,0.011612463,0.012196078,0.012744877,0.019385919,0.027557992,0.024592098,0.018337395,0.010987172
0.001157891,0.039921235,0.009802988,0.016034707,0.013118981,0.018835526,0.026089454,0.028095353,0.01953007,0.011874543
0.002575081,0.042524675,0.012622241,0.011826804,0.020606709,0.016326048,0.023874881,0.027558154,0.020506575,0.008975109
0.003423394,0.038849736,0.010616423,0.013032547,0.020007685,0.014855285,0.024194928,0.034381519,0.018140003,0.006949036
0.004663524,0.038259676,0.008643736,0.014056799,0.015357931,0.019250922,0.022083119,0.039864637,0.017716522,0.007329818
0.000911942,0.04078315,0.009479106,0.010935771,0.021799769,0.017391387,0.023388101,0.04070418,0.024401641,0.012289267
0.001778863,0.042502063,0.008591786,0.018325317,0.011301193,0.025058753,0.019156914,0.026540795,0.012291919,0.008008508
0.003971055,0.039838349,0.006779223,0.020254931,0.006582467,0.01610232,0.02393949,0.027686965,0.02139861,0.010095805
0.000378884,0.04271672,0.010761629,0.014395428,0.017120534,0.018277396,0.029055547,0.01566487,0.014900997,0.004870781
0.003042461,0.0400702,0.004949334,0.015473824,0.016348996,0.019629648,0.021148526,0.037753268,0.013019052,0.010266897
0.001950855,0.038982384,0.011206827,0.011863253,0.023107544,0.013001268,0.032253783,0.023909738,0.014060341,0.029379882
0.001339784,0.039432887,0.006130729,0.014406105,0.02340427,0.021339329,0.022076089,0.037515869,0.010929327,0.009872811
0.00178403,0.041916277,0.007142431,0.015631485,0.017247127,0.013885422,0.027759536,0.030125389,0.058018715,0.033906195
0.001837695,0.043541832,0.00777161,0.01612265,0.010529131,0.020859127,0.023272408,0.028050467,0.015445266,0.005881929
0.000594674,0.043588029,0.008823134,0.01412018,0.012031489,0.021016222,0.025948749,0.020187923,0.017132338,0.016864346
0.000381101,0.039597125,0.011649772,0.013546719,0.015478598,0.01414083,0.027668952,0.03427322,0.023572604,0.00786546
0.011351737,0.031752747,0.007882143,0.017200469,0.015923077,0.018865852,0.025085915,0.028981246,0.015400555,0.023886428
0.006105078,0.033122232,0.00895761,0.017945325,0.009995401,0.016947875,0.029647323,0.035991665,0.023432589,0.012712294
0.004246605,0.037852959,0.012578667,0.012788552,0.00827926,0.015396319,0.028295247,0.029286357,0.017228058,0.008154586
0.010218878,0.033488015,0.005576783,0.015426208,0.019406791,0.017813782,0.023672754,0.029847749,0.019744085,0.010315391
0.001810493,0.03862273,0.008712268,0.013868125,0.013696115,0.018002591,0.028581957,0.027668623,0.029939103,0.021794697
0.00129145,0.039585691,0.00821524,0.015590986,0.006143973,0.014952046,0.028440186,0.03625888,0.017865919,0.00986524
0.000817063,0.039492563,0.006574716,0.020405817,0.01337996,0.016663938,0.02406369,0.035086996,0.0132176,0.010373584
0.000615049,0.042137883,0.012060827,0.011316637,0.014030446,0.027878234,0.020712754,0.030169708,0.019804632,0.011187968
0.002865362,0.037042586,0.011114549,0.013718088,0.015985743,0.014538164,0.031214887,0.027498227,0.015918475,0.005697873
0.005488023,0.037970356,0.010779635,0.012701116,0.021470722,0.019539461,0.022531792,0.02655621,0.019237226,0.00617827
0.008052477,0.03278212,0.009396892,0.015706094,0.015553447,0.015443431,0.031127234,0.029663671,0.023013126,0.013855272
0.004993128,0.038692885,0.013377389,0.013297505,0.013489071,0.018515354,0.02118945,0.033833203,0.015701811,0.009615984
0.004549946,0.03477856,0.007429309,0.017332721,0.018041365,0.019669073,0.024436625,0.037795507,0.030091576,0.013848622
0.001777573,0.037924246,0.010091416,0.012309572,0.017288751,0.020528896,0.023336354,0.043253383,0.016885506,0.030142432
0.006494395,0.036514257,0.012096567,0.012774207,0.016692614,0.024215197,0.017591092,0.038716184,0.000558519,0.017301012
0.005833181,0.034806439,0.00584185,0.015576553,0.015025378,0.020784711,0.025205885,0.038521295,0.000400949,0.019861444
0.002049953,0.03941527,0.015186102,0.01343587,0.020202299,0.021348355,0.01926193,0.035368199,0.005096605,0.028702466
0.002764119,0.03670621,0.010469831,0.014079297,0.023414002,0.023011788,0.024284681,0.033977964,0.019750031,0.011728368
0.001578366,0.041368116,0.007928606,0.015335194,0.012728589,0.015947635,0.028072047,0.029013723,0.020121898,0.006768905
0.001399266,0.040094977,0.016847537,0.008315229,0.02052514,0.021726577,0.021269363,0.036780668,0.022132174,0.009491449
0.001840434,0.042486179,0.008570121,0.015002734,0.018259878,0.016159688,0.020829531,0.031078295,0.021170859,0.007706754
0.002027531,0.043304617,0.010602042,0.011844242,0.023627947,0.019050467,0.022716929,0.021845376,0.020936283,0.007372666
0.001078012,0.043599367,0.009163073,0.014786753,0.01317678,0.013615759,0.02370302,0.035601422,0.021854096,0.020102467
0.000602763,0.041670756,0.008910178,0.016746096,0.018023404,0.015775554,0.026305359,0.02987913,0.017451736,0.009195344
0.001658824,0.043013665,0.007853052,0.016394119,0.009036787,0.016298337,0.023781343,0.031401414,0.01508034,0.009602111
0.001988561,0.036239854,0.009631415,0.011843436,0.021707301,0.017640285,0.030223756,0.032614207,0.020340621,0.013505411
0.000705031,0.039030176,0.011030756,0.013365145,0.015795103,0.022554632,0.027159349,0.024610709,0.012510569,0.009732175
0.005276297,0.041462736,0.004807673,0.013038822,0.015066199,0.014741893,0.025738306,0.028507379,0.011006763,0.024549776
0.006328168,0.034246105,0.006872679,0.017848822,0.009566562,0.02305967,0.02366193,0.033616585,0.033810509,0.026101951
0.005238563,0.03623854,0.006090953,0.013303843,0.019564348,0.019132499,0.027119326,0.027129874,0.02095051,0.012492471
0.003141632,0.035864967,0.008662932,0.015169123,0.016809927,0.023851293,0.021593734,0.045274256,0.026841813,0.014319036
0.001292578,0.044383401,0.012714983,0.010274797,0.017132211,0.013336233,0.024964932,0.033697518,0.019354813,0.008680869
0.003035724,0.039952277,0.007622666,0.016112443,0.014775225,0.01749155,0.02903834,0.020494548,0.014920843,0.01269676
0.000990706,0.043461103,0.011467166,0.016248624,0.008329994,0.015323356,0.027353761,0.0239354,0.01417371,0.009811053
0.002919008,0.038499893,0.006682127,0.015264257,0.011873225,0.016986426,0.029013825,0.032418318,0.018712462,0.009335162
0.001380716,0.039126129,0.00889395,0.015367992,0.012471341,0.025347448,0.022701084,0.034096353,0.013060101,0.010653526
0.001303116,0.040414396,0.00428928,0.017882593,0.014181844,0.020403126,0.023561834,0.032762171,0.019268745,0.009686683
0.001972988,0.040071898,0.007388126,0.015672273,0.010495003,0.020723372,0.02588822,0.031834383,0.009764107,0.016787653
0.004867469,0.037492769,0.009879197,0.018399248,0.010084723,0.017879943,0.024528554,0.028698914,0.016072961,0.019629986
0.000214434,0.041970758,0.011915899,0.013305303,0.017847352,0.01839484,0.026154257,0.022237237,0.017981086,0.004092463
0.003005853,0.040618756,0.007112115,0.018746238,0.008259596,0.019336503,0.020897886,0.035003794,0.027104899,0.010297607
0.005046829,0.036903853,0.009852867,0.015714186,0.013459094,0.021034996,0.025060709,0.034040571,0.01512899,0.013302145
0.005201709,0.037127084,0.009472381,0.014296666,0.017826956,0.016003747,0.027744057,0.030114445,0.019836189,0.010882015
0.002218567,0.038492858,0.009618582,0.011343194,0.018073868,0.017643699,0.030324474,0.035234964,0.021593957,0.016580196
0.00325001,0.036390954,0.013021199,0.01322174,0.023817227,0.018219551,0.031360746,0.027928943,0.0189779,0.008958985
0.000165778,0.042142253,0.008523722,0.01624651,0.013539982,0.019540459,0.020981264,0.03606699,0.011388954,0.016342988
0.000964227,0.040098986,0.009569054,0.016722243,0.01487016,0.021259528,0.023144677,0.027679225,0.019258054,0.004662847
0.002691186,0.036801209,0.004940401,0.015284527,0.02186009,0.023747437,0.021105877,0.038807396,0.023758368,0.012878363
0.004462572,0.041800679,0.013708967,0.009849652,0.01670853,0.018981823,0.020532433,0.026794783,0.02255965,0.024329764
0.001558075,0.041041958,0.006265888,0.01781083,0.011627879,0.015542995,0.027142991,0.028236068,0.014714746,0.013013031
0.004374468,0.035721889,0.006856175,0.013556321,0.022237231,0.015674282,0.026708267,0.043152798,0.029658827,0.018601186
0.000546942,0.044105926,0.006675816,0.013582505,0.012057336,0.01491963,0.02889512,0.021438673,0.019578848,0.00983788
0.000110954,0.037901177,0.011065966,0.016421056,0.00820051,0.022078244,0.020977099,0.052634237,0.029764698,0.017694622
0.004672351,0.03574572,0.012650001,0.012741654,0.010541449,0.023510103,0.026220496,0.032732555,0.01172937,0.012502266
0.001127083,0.035199072,0.004767484,0.020926748,0.014000674,0.019804038,0.021807497,0.052515838,0.023037219,0.027030992
0.002700906,0.038561937,0.007963834,0.017468932,0.011742186,0.012933966,0.026728808,0.037093045,0.022014913,0.017603623
0.001956597,0.039353448,0.012119906,0.012136746,0.020732929,0.02225794,0.020119413,0.038048857,0.020651068,0.020141454
0.004107649,0.039220164,0.018531244,0.006983105,0.023804217,0.018544325,0.021706976,0.033045468,0.027573502,0.013120714
0.00282456,0.037701618,0.00841403,0.015634232,0.016620711,0.02165895,0.025018709,0.031130374,0.016695908,0.009408336
0.003193051,0.040727758,0.007403897,0.016426988,0.014235954,0.019387339,0.020415086,0.039103033,0.016818218,0.013841829
0.00086119,0.042359169,0.007273228,0.013011647,0.017935283,0.01706652,0.02844933,0.025683167,0.021366292,0.00604983
0.008025924,0.036642399,0.013402483,0.011430033,0.01518581,0.016164279,0.019489325,0.038312503,0.016022526,0.01164359
0.002181495,0.042048946,0.006658482,0.012505374,0.023460245,0.020164004,0.025049904,0.025466206,0.019103328,0.004473361
0.001299606,0.042768606,0.007932589,0.016409565,0.009488359,0.016132251,0.029505588,0.023134871,0.019804512,0.014119934
0.00491398,0.036485021,0.00712071,0.015080409,0.019343774,0.016028201,0.029375164,0.028412117,0.019622468,0.008760886
0.000632891,0.038141939,0.00917258,0.011320618,0.023485119,0.019228213,0.025397171,0.037517128,0.029094716,0.022231868
0.002278583,0.040136527,0.014400351,0.011352031,0.016698841,0.014353509,0.029011371,0.02620699,0.021786213,0.011338549
0.002092994,0.041050437,0.015369296,0.013044155,0.015048936,0.020327024,0.024249596,0.023721686,0.018455316,0.004337999
0.001641327,0.041682028,0.007463973,0.009643645,0.026375375,0.013188233,0.026538224,0.031535056,0.005748598,0.032831288
0.000129886,0.046738075,0.010265663,0.01255399,0.015078973,0.016364667,0.024773493,0.021450669,0.01582047,0.008835732
0.00035036,0.039670617,0.010641828,0.012377723,0.018603224,0.016478785,0.027183856,0.032547933,0.023585876,0.007441583
0.006964323,0.036460038,0.011310231,0.013397147,0.015801658,0.021688777,0.022621439,0.027472949,0.01836089,0.009774054
0.000556553,0.042540734,0.012690911,0.014697509,0.014352235,0.020665934,0.021736721,0.031724011,0.017017838,0.006670696
0.001404715,0.043823496,0.015604837,0.00833102,0.018657308,0.015698207,0.026797024,0.026504499,0.018853059,0.005838053
0.00213091,0.037412976,0.00773772,0.013709479,0.016686387,0.018120842,0.025473026,0.036624349,0.014062194,0.013598209
0.000924261,0.040337055,0.011040114,0.015940091,0.013777227,0.022300659,0.020115693,0.034664096,0.019685241,0.009869062
0.001099108,0.042639995,0.007612608,0.015997154,0.011271838,0.015476292,0.026544473,0.029426693,0.020352947,0.007811613
0.000101421,0.04013719,0.009052512,0.014370416,0.018873141,0.016176911,0.021707331,0.044986062,0.024569839,0.014941928
0.001818873,0.039169261,0.00481041,0.015786961,0.018317725,0.018663109,0.022353977,0.040630615,0.024798105,0.016845632
0.004751961,0.038832724,0.00910304,0.010700958,0.019592453,0.017640485,0.024229618,0.025413696,0.010106113,0.00772206
0.001646774,0.041318592,0.009082939,0.013348049,0.013268157,0.014267005,0.026911201,0.034368931,0.001858222,0.016459334
0.001471931,0.040162199,0.009124049,0.019316996,0.007489957,0.015753238,0.024756979,0.031870833,0.013470394,0.009610133
0.004811542,0.037746832,0.010644369,0.017917815,0.006126343,0.015419397,0.027309485,0.027416321,0.0065411,0.015608103
0.00048539,0.043134596,0.012992748,0.01174547,0.013186588,0.011847413,0.030300736,0.028462074,0.025223291,0.015033452
0.003519864,0.037656393,0.009054339,0.015898465,0.013985763,0.021684206,0.02381142,0.032259751,0.026249773,0.016248529
0.002539704,0.042548323,0.008101216,0.01143977,0.017478039,0.016909987,0.030760705,0.013309372,0.017590183,0.013725435
0.004201833,0.036625079,0.011720631,0.009025653,0.022323823,0.017009058,0.025454368,0.037918229,0.024072145,0.009026457
0.00049594,0.042174712,0.011576294,0.014243381,0.010776574,0.0165845,0.028449594,0.025532606,0.016660612,0.022376749
0.011918602,0.029800577,0.0121059,0.014551506,0.011087542,0.016981517,0.026732841,0.031266635,0.019596887,0.013497349
0.008204013,0.033856272,0.012357776,0.005877426,0.02371231,0.022320706,0.018896534,0.046736256,0.018237415,0.012862246
0.00280083,0.039961205,0.010978669,0.010436144,0.01743231,0.025794189,0.018932079,0.037139686,0.02103775,0.007145152
0.000710791,0.041146392,0.008639916,0.016185308,0.016055424,0.017115488,0.024194524,0.032883944,0.020127111,0.009400688
0.003697491,0.036492822,0.007644076,0.020532759,0.009568734,0.022150882,0.022075691,0.035380781,0.021443009,0.013666454
0.001476204,0.040709944,0.009544337,0.015627655,0.014489213,0.016588312,0.025032432,0.036667156,0.018758131,0.007150548
0.001909808,0.041342969,0.005094021,0.016824511,0.014115779,0.022179205,0.019854364,0.034800085,0.021028695,0.011022238
0.00281542,0.037746276,0.01329539,0.010326157,0.01935464,0.01663042,0.024741397,0.034424656,0.016644245,0.008392345
0.008430222,0.036682784,0.013510117,0.012457151,0.013996584,0.016518865,0.024046811,0.026759385,0.017885756,0.010925559
0.003622604,0.040290478,0.009103698,0.012105831,0.01350811,0.016419992,0.024861048,0.032937153,0.015904427,0.014111564
0.002917089,0.037913403,0.007352149,0.015060167,0.021321627,0.014203893,0.027833843,0.029874344,0.027809772,0.019362955
0.003151166,0.037839817,0.006865672,0.014240899,0.019093515,0.019330547,0.024300548,0.038338014,0.019476398,0.009624664
0.004393661,0.040525593,0.011784025,0.014016776,0.011968486,0.015837771,0.022869302,0.035080957,0.014946247,0.00930814
0.004183634,0.038600877,0.007579791,0.01540914,0.012702315,0.015953705,0.025568775,0.027767746,0.015996523,0.013903533
0.000698599,0.041637739,0.013827128,0.01660292,0.011567303,0.01634241,0.023743924,0.032038228,0.019550562,0.007621532
0.00018522,0.042337392,0.008159639,0.013460077,0.018366097,0.018306105,0.02222531,0.036507936,0.017603886,0.010591453
6.99E-06,0.039288697,0.0136294,0.013698112,0.015594763,0.020875335,0.027053915,0.029201853,0.015177454,0.009553247
0.009542924,0.036983468,0.008764529,0.009721655,0.016873909,0.016101316,0.027821065,0.024239991,0.013472179,0.006820534
0.000568125,0.041483213,0.011683072,0.011361958,0.021878335,0.021886394,0.017749876,0.043242309,0.026272483,0.013922559
0.003074873,0.038987603,0.008005058,0.018744112,0.013608539,0.019424878,0.021744596,0.030478334,0.011017982,0.009731361
0.006036059,0.036468799,0.00609475,0.016338234,0.01485593,0.019491386,0.027384019,0.026490745,0.016060378,0.007583409
0.000826607,0.043110242,0.006484652,0.018014806,0.014062593,0.020931531,0.022468767,0.025730044,0.013189662,0.005738379
0.001066389,0.040588798,0.006286982,0.018153975,0.011971499,0.015557173,0.027793096,0.031771317,0.015570648,0.008970986
0.005705776,0.039388338,0.01567041,0.012549943,0.009768593,0.018502448,0.024332623,0.024688334,0.016673052,0.005395123
0.000885123,0.04078007,0.013155861,0.012232705,0.014759735,0.014193309,0.028078685,0.029628988,0.013437806,0.023262664
0.004542039,0.037453,0.006928799,0.01782067,0.011140675,0.016344873,0.029192379,0.02875558,0.0192536,0.010179394
0.003977312,0.040969679,0.01025952,0.016367353,0.010129876,0.016798999,0.023171565,0.031961867,0.016057462,0.007883437
9.68E-05,0.043514087,0.006240446,0.015791485,0.017749396,0.02020322,0.021532215,0.034215297,0.01936535,0.006897084
0.005561567,0.038156641,0.012518839,0.013425739,0.017330442,0.020815154,0.022690112,0.022463751,0.008518439,0.013116237
7.37E-05,0.04157146,0.007999405,0.01706733,0.011644918,0.021435329,0.022764844,0.035092215,0.029272183,0.020247337
0.001916914,0.041425731,0.01184256,0.011916895,0.016701853,0.011578971,0.026002291,0.033646406,0.019575917,0.007924224
0.000399928,0.040335114,0.009502231,0.012992014,0.017395268,0.020842442,0.022258085,0.036146235,0.011319156,0.035744419
0.000647524,0.040026773,0.012202798,0.015591965,0.014171826,0.021046679,0.024639717,0.031061214,0.02345447,0.012588358
0.000489083,0.043576648,0.012592544,0.012529235,0.012874301,0.024900394,0.021019438,0.025743319,0.01805602,0.007342659
0.013197411,0.029247202,0.012024026,0.009250917,0.024223827,0.019866024,0.021361808,0.031853218,0.015511915,0.007177224
0.001623186,0.044792056,0.007150818,0.014209523,0.015834438,0.016054507,0.021304129,0.028256163,0.018526005,0.010062943
