beta1,beta2,z,shortRho_m[1],shortRho_m[2],shortRho_m[3],shortRho_f[1],shortRho_f[2],shortRho_f[3],muRho,sigmaRho
0.001662055,0.042374882,0.36481673,0.004045712,0.010355087,0.014041577,0.007966636,0.023577528,0.030550524,0.017875446,0.013830705
0.001100614,0.044620684,0.764019838,0.001043461,0.002928711,0.01065142,0.011990388,0.01198648,0.039881858,0.014118734,0.010445583
0.001467938,0.038851011,0.315608157,0.006722323,0.011043444,0.015738059,0.010232184,0.024131867,0.041807727,0.013876016,0.012091564
0.004778893,0.044527912,0.752320953,0.00122346,0.006141237,0.00731578,0.003593348,0.016719623,0.027761579,0.008989126,0.00864781
0.002672282,0.043735877,0.373925627,0.001126139,0.011351411,0.01508588,0.015205237,0.017740886,0.029699186,0.022192027,0.010719153
0.00135646,0.045138058,0.749386853,3.06E-06,0.008801376,0.008896272,0.014717246,0.014118511,0.021656712,0.010418963,0.007731513
0.001755508,0.042366803,0.432340018,0.002918111,0.010486332,0.017006294,0.009246982,0.0171316,0.038078807,0.011021611,0.023300231
0.002996481,0.041132648,0.332729021,0.001350075,0.014531903,0.009388126,0.013481592,0.019068253,0.037315003,0.021071137,0.015800183
0.001333312,0.045382421,0.234715397,0.009589734,0.00732057,0.01453109,0.015581009,0.020704553,0.027998529,0.020823198,0.010471182
0.000517182,0.043354204,0.122259264,0.00648688,0.012255727,0.016654938,0.014757757,0.026045194,0.023858785,0.015722862,0.009337751
0.002723089,0.039700262,0.337149826,0.004992899,0.012581472,0.014940826,0.009731923,0.025363621,0.027514603,0.010318395,0.014705815
0.000808172,0.04426104,0.585498516,0.005489599,0.009520958,0.011340342,0.005433805,0.020797562,0.025765551,0.013590331,0.009716493
0.000582169,0.039264003,0.041113498,0.006716611,0.016849312,0.01317645,0.019388665,0.025136708,0.039795208,0.023592426,0.006811996
0.000569598,0.041848308,0.019782963,0.008523586,0.011269019,0.020358669,0.018355976,0.026292425,0.028473853,0.01310779,0.013617993
0.000353485,0.048480613,0.678684449,0.0016585,0.009377851,0.002847607,0.009523921,0.017708494,0.022460953,0.017842435,0.01145911
0.001959775,0.041026267,0.087821154,0.007863933,0.018847945,0.004422371,0.013958507,0.022807862,0.036233788,0.012808825,0.017577746
0.000487806,0.047606645,0.772796473,0.00110733,0.00495245,0.009493191,0.00456271,0.019974548,0.023060049,0.018798677,0.010776892
0.001689222,0.040932802,0.434223677,0.00975661,0.007755144,0.016984158,0.018556857,0.018054855,0.025187885,0.011273484,0.006215167
0.003144407,0.04120342,0.484836819,0.003238035,0.01077088,0.014542984,0.017084424,0.015950674,0.026992027,0.013471691,0.006672084
0.001744622,0.040294877,0.221618002,0.008289587,0.015172435,0.01016456,0.01612871,0.024167526,0.027164877,0.015061436,0.008575248
0.001773772,0.040324485,0.158405866,0.007712514,0.010414546,0.020023598,0.019261394,0.022279055,0.027411164,0.017504,0.009768662
5.71E-05,0.05077704,0.807298475,0.000978939,0.003740748,0.010901304,0.004453826,0.018062229,0.017883137,0.009091382,0.007130045
0.006300178,0.041751024,0.829902361,0.00090729,0.003966431,0.016224563,0.003364083,0.016880282,0.022534383,0.026327749,0.018839092
0.005659854,0.03630919,0.1054613,0.007628819,0.014578525,0.00994357,0.013054835,0.027116699,0.03973322,0.021260426,0.013481811
0.000157024,0.045115526,0.443861894,0.004930203,0.008867275,0.014981654,0.012323389,0.021888709,0.026106206,0.016144217,0.006094657
7.90E-05,0.049648184,0.176283296,0.006963974,0.011603982,0.013322856,0.012201591,0.020663966,0.023741271,0.014558081,0.006223183
0.005758883,0.039741214,0.027812272,0.006905787,0.016406475,0.010055611,0.013992397,0.029748982,0.02146374,0.018501219,0.020781666
0.000631605,0.044182725,0.368991,0.006368414,0.014795236,0.014248037,0.009131384,0.022427095,0.020986181,0.016129137,0.00616209
9.27E-06,0.045454375,0.785759867,0.002785143,0.005428506,0.012593335,0.003139347,0.018955742,0.02830136,0.014660743,0.024577962
0.00145671,0.04698751,0.246210636,0.003713488,0.015672234,0.005059394,0.013845328,0.016909668,0.031583116,0.021303979,0.015648216
9.32E-05,0.042150055,0.522283859,0.004607166,0.014694352,0.003425125,0.012122251,0.021030383,0.027952564,0.014893293,0.007304658
0.000128641,0.053194178,0.754486649,0.00023856,0.003889019,0.005072317,0.005769218,0.020627673,0.014036701,0.010735923,0.0126122
0.003800268,0.038974985,0.429239526,0.001153165,0.010248173,0.014356737,0.009606189,0.026477259,0.028483473,0.026239008,0.02296208
0.001373607,0.043308321,0.423307099,0.005533289,0.011598245,0.01440316,0.010891886,0.021861017,0.02382371,0.014478931,0.010418883
0.00133708,0.043458195,0.183415122,0.008460951,0.01156313,0.01679067,0.0203752,0.01846017,0.024317708,0.00935767,0.009153664
0.001423696,0.042279465,0.387849044,0.003142557,0.013624685,0.014034654,0.019077015,0.015879968,0.029911263,0.026948133,0.012013808
2.86E-05,0.046234006,0.651818107,0.00212535,0.006985204,0.011076596,0.008263146,0.020159481,0.024990497,0.004569433,0.017329943
0.003788156,0.037942599,0.295862894,0.006575178,0.011618132,0.012459667,0.014182862,0.020493712,0.038637678,0.020825297,0.015807123
0.001678087,0.040581652,0.38945261,0.004398798,0.010192858,0.013610773,0.016632445,0.020156744,0.034902886,0.01316273,0.013507284
0.00847609,0.037116938,0.715585281,0.0027049,0.008543116,0.01128032,0.009798004,0.016517497,0.022888054,0.018299068,0.006815789
0.008213326,0.036641924,0.102541945,0.005750083,0.018764464,0.006660005,0.016712197,0.023813736,0.023607762,0.017322599,0.0066683
0.004382902,0.040887104,0.611548155,0.000547201,0.012358693,0.003843226,0.006682226,0.017612712,0.036721231,0.015826438,0.010468442
2.72E-05,0.044007337,0.090717553,0.010916249,0.01203835,0.015506854,0.013986233,0.025489101,0.023336178,0.007575754,0.013281696
0.001214499,0.04294874,0.249159597,0.009277855,0.009687426,0.011488932,0.012779008,0.026590135,0.022699556,0.014371397,0.008423989
0.001946293,0.046829996,0.865673226,0.001506172,0.00683274,0.005225261,0.006533734,0.013366794,0.024480375,0.006368868,0.014845411
0.002499759,0.046280191,0.801980492,0.001303266,0.008448391,0.005375559,0.008951725,0.012001319,0.025386371,0.011702362,0.010014453
0.003219193,0.040991844,0.404215479,0.004038424,0.011858571,0.012473818,0.01471347,0.014922496,0.036127904,0.015650327,0.013637179
0.001980528,0.04567978,0.538866201,0.001054806,0.00792629,0.013579748,0.00784808,0.021783275,0.022009674,0.008294938,0.007072125
0.003424411,0.04461826,0.813510068,0.004052851,0.003231324,0.012654633,0.002000723,0.017677975,0.024813252,0.010511218,0.013308575
0.002429781,0.037568132,0.160981346,0.006375887,0.015555273,0.016443375,0.015407266,0.026187819,0.031450582,0.027441767,0.008682871
0.000518561,0.047651508,0.484212993,0.001996359,0.009534056,0.008842295,0.009735726,0.021665459,0.021170122,0.013735337,0.007484889
0.003449622,0.038165542,0.311470931,0.009919546,0.005822275,0.018576789,0.013027675,0.023290509,0.03335437,0.020192121,0.009813174
0.004051199,0.041907315,0.418795313,0.00430411,0.01053501,0.01464914,0.013203183,0.01673032,0.028903049,0.011492621,0.007950837
4.90E-05,0.044342962,0.095149332,0.009955001,0.009568023,0.013460155,0.014311659,0.028083761,0.022512084,0.028504669,0.016274635
0.001679019,0.039355583,0.424590096,0.003398787,0.00911948,0.016959432,0.013216417,0.025031985,0.03004091,0.018732535,0.010531748
0.000809399,0.040564609,0.313523393,0.0088498,0.009614705,0.012375833,0.011292202,0.026332138,0.030738034,0.013321718,0.00921577
0.001370517,0.042709386,0.063789847,0.010125044,0.011049029,0.01709295,0.018726266,0.024088179,0.026371089,0.015379426,0.012643617
5.61E-05,0.04616726,0.389774442,0.006131525,0.01133555,0.011852512,0.011166149,0.022933826,0.020235824,0.011675886,0.008924726
0.002376252,0.041657302,0.067874949,0.009098696,0.014618341,0.0188243,0.017570093,0.025284216,0.02103981,0.020548415,0.005325836
0.002372896,0.041782849,0.297058524,0.009539982,0.009295193,0.008993208,0.016199564,0.016509684,0.037651614,0.017238398,0.024770426
0.004464783,0.043110794,0.495722467,0.001436763,0.012493863,0.012201949,0.008759233,0.0201442,0.021394115,0.010375466,0.013800731
0.000704377,0.046389108,0.414866764,0.001944501,0.007843123,0.019784488,0.012774745,0.0163236,0.030787704,0.017779379,0.015848783
0.005255527,0.040153226,0.095104286,0.009091969,0.013453003,0.007426307,0.013215292,0.02719233,0.023841561,0.020582843,0.012046874
0.001514502,0.04552362,0.852506524,0.002396509,0.003479718,0.012965294,0.004093426,0.022036188,0.013665258,0.013681039,0.009310443
0.000893777,0.038912662,0.165176264,0.008251427,0.015853546,0.011602401,0.015214353,0.027548098,0.026272919,0.017708284,0.010721505
0.002771083,0.038273079,0.138201615,0.006945959,0.019841765,0.013826238,0.015890384,0.021938116,0.034788974,0.022093303,0.00816304
0.002674545,0.044441463,0.664105769,0.001474643,0.006887174,0.013865166,0.008007196,0.013795408,0.031002663,0.012180284,0.012594466
0.007934028,0.040573669,0.467899391,0.004763107,0.007554002,0.016251482,0.012854658,0.017199639,0.021630378,0.012318872,0.010567435
0.001125963,0.041828504,0.281408595,0.011207356,0.007021489,0.020910732,0.014503402,0.020865966,0.028176005,0.019995587,0.006230768
0.002375053,0.040679112,0.20189956,0.010459484,0.009065325,0.021401847,0.016373151,0.019118724,0.031338968,0.015049284,0.015208449
0.002611184,0.039337187,0.081509435,0.005387665,0.016526629,0.01328388,0.0160198,0.02487355,0.026806601,0.010276747,0.006479683
0.002970054,0.037079972,0.114653342,0.007796197,0.013686987,0.016312258,0.013589808,0.026272141,0.038366339,0.023028566,0.022454758
0.003164665,0.044192151,0.492589697,0.002545056,0.009564061,0.012409031,0.016453008,0.015731339,0.022955376,0.019862048,0.007024331
0.001147616,0.045106104,0.413151845,0.005204239,0.008030522,0.013514092,0.010132455,0.022373476,0.023534947,0.010158749,0.006312118
0.001613874,0.046197527,0.556872573,0.006153614,0.008921565,0.00639372,0.006695251,0.019985566,0.025090047,0.013992148,0.005001411
0.002949478,0.045008529,0.608821356,0.005893329,0.006026782,0.011285275,0.006820469,0.019438457,0.023110819,0.015459468,0.012621399
0.005506953,0.042287078,0.48897409,0.006250575,0.006491486,0.015469525,0.009808763,0.019113,0.019199408,0.012120689,0.008589277
0.000892085,0.043428867,0.614087,0.007814854,0.009136937,0.009946254,0.008197687,0.020583341,0.020627772,0.016013591,0.008704911
0.001185012,0.047450803,0.85794252,0.000689169,0.006819378,0.008453254,0.005667477,0.016583157,0.018799489,0.012941199,0.009433149
0.000249853,0.044553866,0.57767579,0.006252442,0.006703632,0.01470576,0.019136379,0.009626011,0.033550419,0.00770177,0.02061328
0.000218558,0.048490623,0.65373866,0.000422238,0.006035157,0.012909404,0.012765278,0.013645058,0.023802339,0.009119512,0.012964593
0.002163626,0.045196171,0.676982916,0.000664065,0.009852875,0.005850141,0.007435917,0.018021535,0.024148161,0.013434901,0.007814257
0.004257671,0.038155962,0.071918288,0.00734516,0.014381999,0.018552118,0.020281657,0.019024565,0.037168837,0.014345894,0.016364226
0.003437545,0.041087345,0.770306271,0.002272327,0.003724152,0.016399321,0.004099256,0.020103939,0.030116466,0.02944153,0.024412273
0.003228719,0.041270591,0.339224064,0.002959454,0.012344719,0.016466118,0.012967952,0.023201304,0.025261647,0.029355608,0.018845461
0.00325607,0.038608816,0.042913585,0.009611193,0.014543673,0.014264426,0.021440591,0.025980204,0.027316754,0.016794877,0.009795208
0.006090342,0.036770072,0.003211798,0.012371407,0.011204856,0.015912468,0.016160165,0.02903933,0.025069521,0.02268043,0.004737035
0.001064144,0.044610763,0.506975324,0.001860574,0.008866165,0.01120975,0.014637605,0.022215087,0.019372555,0.002208247,0.012705131
0.00142864,0.044175253,0.263663185,0.005917933,0.013770324,0.009599673,0.013782048,0.021809327,0.027107429,0.003611633,0.010310311
0.000459081,0.042878143,0.301950337,0.005109292,0.011696141,0.014027176,0.0100206,0.027121663,0.025232397,0.016732778,0.01432193
0.001207599,0.045153341,0.767368568,0.001193648,0.002989462,0.012446087,0.007540234,0.01443115,0.033783683,0.013291647,0.008895558
0.005369269,0.037351264,0.430962755,0.000993564,0.013393775,0.00950898,0.008966765,0.023781686,0.039101313,0.01467606,0.010661283
0.002381978,0.045913738,0.754590903,0.002270763,0.005223542,0.010714182,0.00492412,0.022110529,0.014508104,0.011911242,0.012716123
0.008122467,0.039195417,0.267635325,0.002243617,0.011392285,0.014003567,0.014651383,0.025591927,0.018254772,0.017086644,0.010172576
0.004951967,0.043836117,0.510348522,0.007194597,0.005980901,0.009385805,0.006977514,0.01999645,0.023132268,0.011195931,0.005224911
0.002881624,0.038189647,0.29166832,0.005809726,0.008621904,0.017540232,0.016102111,0.02448023,0.03071067,0.013718839,0.007855939
0.001726977,0.037803709,0.034649838,0.011249868,0.012333306,0.018647955,0.018318071,0.025302345,0.033185406,0.012720492,0.009386038
0.000581008,0.042396146,0.10307977,0.007499634,0.013284083,0.009013774,0.020505489,0.022585907,0.032573971,0.017030698,0.008292011
0.008725655,0.035324712,0.417889037,0.006994495,0.006445236,0.010831515,0.013482496,0.024788861,0.026222261,0.013805236,0.00853762
0.001859335,0.042021292,0.186291434,0.006146288,0.014533154,0.007723716,0.014579829,0.023217379,0.029532358,0.015265684,0.009734941
0.002399102,0.039486848,0.423587458,0.007717429,0.010925062,0.010360539,0.012191281,0.01759447,0.038001431,0.018497919,0.012674129
0.000758965,0.043444107,0.417941818,0.002623859,0.015028045,0.005690679,0.018178139,0.020273072,0.022935382,0.014953655,0.01150873
0.001686634,0.046512172,0.540222671,0.003841722,0.00894112,0.003563721,0.009741789,0.022226833,0.0204083,0.014053444,0.012544625
0.004311678,0.037247769,0.22680467,0.009410314,0.014572508,0.009817983,0.015437921,0.029501566,0.018833744,0.017633121,0.011852797
0.004714414,0.040002581,0.478612261,0.006065943,0.009847823,0.011332788,0.00619765,0.023779586,0.027814844,0.013004472,0.012701857
0.001208707,0.044425549,0.276004462,0.004043759,0.011717248,0.01192987,0.010904006,0.019943327,0.037199869,0.018300582,0.029339077
0.000530468,0.043634616,0.338440878,3.18E-05,0.015055426,0.014803512,0.008947239,0.024373628,0.030591229,0.019650747,0.011483556
0.000240323,0.044256553,0.459860911,0.003602697,0.011717315,0.013134095,0.011006107,0.018466241,0.030578879,0.016272806,0.012540098
0.001502281,0.044005984,0.432633304,0.003725043,0.009023069,0.013067773,0.010653541,0.021068135,0.028148165,0.022383358,0.02310017
0.003499605,0.046966972,0.770682293,0.001077806,0.004078192,0.007781488,0.00687154,0.017769537,0.019856895,0.006789276,0.004754495
0.000123939,0.044793958,0.304265507,0.006196506,0.01272508,0.011978595,0.018610315,0.015858488,0.026901839,0.016695509,0.012014166
7.37E-05,0.043070131,0.415985606,0.007516767,0.008311778,0.009838034,0.010191464,0.023098359,0.030271572,0.021682188,0.015768079
0.000999333,0.04399658,0.397542159,0.002382573,0.013785952,0.013647438,0.014394461,0.017911806,0.024700804,0.020549115,0.011802245
0.00040061,0.048843324,0.842856528,0.003590442,0.003076627,0.008054671,0.006036907,0.014686908,0.024919095,0.004577949,0.009536902
5.02E-06,0.046827824,0.238147065,0.004495859,0.013102893,0.012732112,0.012627508,0.023322032,0.023265575,0.016969523,0.010147415
0.006087863,0.038645009,0.022153068,0.012418868,0.010038446,0.017411345,0.022066626,0.020675766,0.029021756,0.021078906,0.005308322
0.002812919,0.043632636,0.23021741,0.003965874,0.014457594,0.010349376,0.014546469,0.022619859,0.024182399,0.016089713,0.008844326
0.000356106,0.045420693,0.200886781,0.007780218,0.0136427,0.013241524,0.013104254,0.024764294,0.019038449,0.017025973,0.006534617
0.003110756,0.042215124,0.411208354,0.004238075,0.011623122,0.011664668,0.014393041,0.021369475,0.021710983,0.013254866,0.008136977
0.005349754,0.037688766,0.424055397,0.005131641,0.008183631,0.015502264,0.012387319,0.02166212,0.030456648,0.012288225,0.007794835
0.000138051,0.044748853,0.122583657,0.0056989,0.013034944,0.012561217,0.01614278,0.024698435,0.027362969,0.017670409,0.007996362
0.006494222,0.037405962,0.031534763,0.008074384,0.015487231,0.015007043,0.016983291,0.022380215,0.032671663,0.031282991,0.01985148
0.001626398,0.042381366,0.184728309,0.006621619,0.013344735,0.01532896,0.017640193,0.021589773,0.023675931,0.016335466,0.006306507
0.00184688,0.040884544,0.378022589,0.002954886,0.013792651,0.011852447,0.010372243,0.024719964,0.026682126,0.015258055,0.017949104
0.002272303,0.039050023,0.211191649,0.006419974,0.013814302,0.013242371,0.017912913,0.017734861,0.040791913,0.021352088,0.018606368
0.000192812,0.044913061,0.001138301,0.008845454,0.014439296,0.017138499,0.014880431,0.02320158,0.024143503,0.016159212,0.008025797
0.003953024,0.042443358,0.507378885,0.006396285,0.008513869,0.007003202,0.00935912,0.017454104,0.033266133,0.002827499,0.02757853
2.20E-05,0.045252765,0.350280078,0.003956259,0.00950183,0.016374135,0.012905516,0.02200377,0.025393474,0.015730926,0.012224083
0.001737017,0.039927293,0.250218571,0.006984533,0.0147314,0.010788153,0.011531432,0.017292602,0.04859876,0.025132534,0.030358824
0.001370509,0.041051739,0.231918926,0.004951157,0.011426602,0.009509562,0.013761683,0.025188955,0.038007564,0.012410351,0.012587619
0.0016017,0.042518822,0.074801999,0.011054519,0.009102414,0.015018346,0.019493166,0.022075689,0.031828132,0.017079832,0.00530414
0.001222592,0.047198169,0.622583127,0.000874099,0.006757044,0.010775348,0.011172391,0.021200459,0.017236953,0.012145303,0.006923524
0.005957932,0.035481398,0.548681322,0.000712105,0.009512107,0.014122208,0.006973379,0.027642562,0.031975127,0.012629617,0.015883021
0.001052669,0.048953402,0.524433368,0.000889507,0.010335835,0.005705289,0.008987904,0.016281372,0.028814182,0.012355656,0.0113
0.000806367,0.0400459,0.382275855,0.001984155,0.014257495,0.017076998,0.009695191,0.022851941,0.031956471,0.020564412,0.009172387
0.000652837,0.047954143,0.717760044,0.002401732,0.005215074,0.013671507,0.009990792,0.018564373,0.018034545,0.019410683,0.021129869
0.000692716,0.050114844,0.697424099,0.001893558,0.003480742,0.012033349,0.007107818,0.014965829,0.024762637,0.012183456,0.022740875
0.002394504,0.044169959,0.275516335,0.003996685,0.012164345,0.012734099,0.0124124,0.022826101,0.021759986,0.014717053,0.011255094
0.000364633,0.043096675,0.307926836,0.006066328,0.01331489,0.010561055,0.013237019,0.019151248,0.031785772,0.013113348,0.011393519
0.003787657,0.045882581,0.910470143,9.74E-05,0.002887019,0.009303171,0.006816471,0.006737261,0.037169429,0.019914984,0.018302233
0.008994486,0.033852132,0.334427096,0.01351829,0.006418898,0.014836508,0.009784081,0.023057135,0.037900196,0.022398302,0.018089234
0.00207267,0.043839611,0.007198114,0.014947961,0.007981861,0.014279558,0.017657574,0.02606453,0.018864069,0.02189804,0.010550445
0.002125121,0.039651844,0.162991896,0.005335692,0.013776411,0.020845944,0.018442596,0.023188364,0.02455292,0.017477991,0.015408144
0.000312529,0.040425781,0.25784334,0.006491085,0.012209204,0.00780548,0.021830172,0.018844399,0.038878004,0.009035426,0.025157968
0.000742557,0.044922683,0.48054225,0.005102187,0.008434553,0.014638342,0.01556727,0.014761444,0.028369931,0.01971075,0.011559377
0.000288264,0.044329268,0.213330243,0.005471887,0.014575266,0.009433683,0.01324838,0.024143509,0.026144227,0.022709919,0.016875229
0.000256516,0.045093322,0.344334265,0.001634524,0.011923397,0.013082047,0.012065696,0.02298317,0.028056321,0.0097638,0.008615661
0.001569691,0.045305504,0.549299718,0.001890129,0.008922351,0.013165709,0.008858719,0.020744963,0.021939061,0.009106726,0.009150198
0.00496008,0.03988042,0.653467883,0.007166765,0.002862737,0.011095634,0.004666633,0.022545077,0.03048343,0.018453986,0.010721669
0.002505052,0.042084104,0.538440165,0.000192103,0.01353019,0.011518981,0.017801797,0.01461401,0.025844479,0.020115716,0.010030638
0.001349816,0.043639044,0.533642174,0.000936355,0.011715756,0.012740938,0.007609189,0.019952642,0.027642165,0.008589019,0.011699239
0.000817649,0.046157489,0.370186081,0.002136827,0.011161644,0.012969592,0.006625716,0.018690057,0.0345368,0.020155646,0.010827224
0.003172668,0.041198922,0.387417867,0.002290376,0.012887885,0.01358606,0.014626978,0.020073985,0.022248155,0.010925767,0.006290453
0.001279361,0.039534491,0.111922185,0.006245668,0.015146725,0.014810171,0.020472309,0.022584809,0.027902297,0.013045456,0.007148968
0.000919305,0.045401754,0.70910794,0.002880509,0.007810119,0.006703387,0.003994228,0.014167577,0.040145144,0.013003405,0.009903177
0.002877326,0.04350262,0.015253419,0.006373554,0.014015417,0.015911255,0.016552847,0.026593353,0.027784265,0.01643429,0.006244024
0.001514197,0.042275409,0.071028114,0.005116146,0.016628087,0.015276666,0.017499962,0.021588043,0.036852641,0.022686095,0.013058391
0.000498241,0.042888737,0.377110329,0.005756196,0.010235106,0.012885138,0.007740428,0.024558038,0.033885177,0.016333918,0.015627973
0.000816464,0.040922135,0.027714589,0.01003223,0.01510408,0.015666655,0.017481328,0.022875095,0.038562648,0.019569517,0.010222594
0.008327356,0.037681725,0.625705901,0.002539718,0.010150948,0.013416387,0.01015724,0.013692915,0.029054195,0.015927625,0.013502515
0.001167167,0.040374202,0.046019325,0.010026245,0.014832861,0.013665363,0.019990974,0.020369357,0.035661871,0.020149936,0.011701512
0.002763921,0.039162303,0.09597426,0.008171198,0.013949351,0.007170657,0.014434623,0.027453285,0.032406705,0.01244219,0.007543236
0.000702242,0.042759981,0.457853361,0.002500984,0.012536804,0.009339465,0.013249044,0.020081464,0.032115882,0.010807754,0.015103789
0.000970362,0.045264596,0.56346217,0.001896956,0.008803952,0.009844622,0.006141258,0.021078734,0.029631935,0.01399158,0.009967789
9.58E-05,0.042328243,0.311421611,0.005350679,0.008532419,0.015072672,0.012807843,0.026140218,0.029889745,0.016203442,0.025515978
0.003013941,0.040161106,0.023150778,0.00914251,0.012329753,0.015574752,0.018826668,0.025274371,0.02322808,0.019318903,0.006977336
0.00158267,0.040574355,0.087473132,0.00793664,0.015042536,0.017206582,0.020857068,0.021421675,0.023684926,0.020797939,0.006818374
0.003544889,0.038560986,0.075931287,0.005556248,0.01406355,0.018963776,0.020522835,0.023991998,0.02965401,0.021374112,0.006836027
8.49E-05,0.043123809,0.084150028,0.005745607,0.014433233,0.011977118,0.015772193,0.030581978,0.020402959,0.018402241,0.007229131
0.00115168,0.047802458,0.405406135,0.005089742,0.008512202,0.010552651,0.009976229,0.02223596,0.020108184,0.016270341,0.010749409
0.001138023,0.047563382,0.406483321,0.002999633,0.00898577,0.011000238,0.009500753,0.021554236,0.02327644,0.011492997,0.009448216
0.006531715,0.038145967,0.498682595,0.002001787,0.010248648,0.01019611,0.01138545,0.022785676,0.025645858,0.009478961,0.007921116
0.003017839,0.04751087,0.442293665,0.003882573,0.010388394,0.009269672,0.016355254,0.016885237,0.013194683,0.01272444,0.003843184
0.00360229,0.042469243,0.638533442,0.002586546,0.007450984,0.009348241,0.011348908,0.015802328,0.027593402,0.012012726,0.004650508
0.002488319,0.043002728,0.385756172,0.007429074,0.006374984,0.020058487,0.013854142,0.018368839,0.027766808,0.013309842,0.007792585
0.002407355,0.037253488,0.13879557,0.008480963,0.014142879,0.010987505,0.016814828,0.025103991,0.033868997,0.018917721,0.00831792
0.004296308,0.043344726,0.474559878,0.006050911,0.014110531,0.002797554,0.007549188,0.023278074,0.013154215,0.0121729,0.005956117
0.00041991,0.042554969,0.033313154,0.008298927,0.015404846,0.014473709,0.01641716,0.02600572,0.028717234,0.011025741,0.017298958
0.006581472,0.038365392,0.03407381,0.011710272,0.008261236,0.021002515,0.014789124,0.026706939,0.028446936,0.021090187,0.009354814
0.001934693,0.043524572,0.037806499,0.007169178,0.013389498,0.012994139,0.013248067,0.028269912,0.019034211,0.018709527,0.009232831
0.001093643,0.042195129,0.10413554,0.010848589,0.011623288,0.011541008,0.016889255,0.02980113,0.014528492,0.015172122,0.007224441
0.008218461,0.035506527,0.313025967,0.009239049,0.00782659,0.014110337,0.014083996,0.02149184,0.026575469,0.014917257,0.009345776
0.004677275,0.038910021,0.061631691,0.008553042,0.013510045,0.012649514,0.021132006,0.021784551,0.032774706,0.015028598,0.015971012
0.002538785,0.042851342,0.15651635,0.006729893,0.014584348,0.009211051,0.012488759,0.022643468,0.030772565,0.017919003,0.007471186
0.002351987,0.043613458,0.164671304,0.003829963,0.015676951,0.010259903,0.013326426,0.022493566,0.027339021,0.014721045,0.007654574
0.00274707,0.042598701,0.144084343,0.004169489,0.018134252,0.0087939,0.015528554,0.023441786,0.024294539,0.01545474,0.010313728
0.003165979,0.043061757,0.083305551,0.00531179,0.015672521,0.007641234,0.015740338,0.025175759,0.025066786,0.011720137,0.015556477
0.000435056,0.051564433,0.663593761,0.003611766,0.004980753,0.012936547,0.004202997,0.021373987,0.010470214,0.013904283,0.006844316
0.005407906,0.045142676,0.800122453,0.000221722,0.006208603,0.011553583,0.005295139,0.016728921,0.017385361,0.008733729,0.006419695
0.000320692,0.041448192,0.197999544,0.002803101,0.018990429,0.007506256,0.016896271,0.0226455,0.03710062,0.023734909,0.022928539
0.000372601,0.039487458,0.066113364,0.007610793,0.016122987,0.022043905,0.014916604,0.022701176,0.040100772,0.02626841,0.015166898
0.002645246,0.040059945,0.181147642,0.008885438,0.012839875,0.014353016,0.013917306,0.023796603,0.032786678,0.015584265,0.017380747
0.000382567,0.0417073,0.050871478,0.012445434,0.012194672,0.01607808,0.017744666,0.024706323,0.032621444,0.015478695,0.008953824
0.001109569,0.047056467,0.730191506,0.002120761,0.004321992,0.014301217,0.004021696,0.01807684,0.026076883,0.006559021,0.016109835
0.004803597,0.045149257,0.6680992,0.000516299,0.009820423,0.007541197,0.011379569,0.011191727,0.02767298,0.008715041,0.00795893
0.007158223,0.040008562,0.412046824,0.001682954,0.010063599,0.016239066,0.016860778,0.015957975,0.025057896,0.013296708,0.015506458
0.001495962,0.043787206,0.699929897,0.007641817,0.005320825,0.006581211,0.003558203,0.021264055,0.026242876,0.009899351,0.01600986
0.002190005,0.039959753,0.395845819,0.012290386,0.007230698,0.011873258,0.012005595,0.02163012,0.030780731,0.021758222,0.020125009
0.001869941,0.043699088,0.519978079,0.005408376,0.010402996,0.009007228,0.00627293,0.025690404,0.017413576,0.009861811,0.006742897
0.008872878,0.038538756,0.401926161,0.004220633,0.007491072,0.013001133,0.013913225,0.01749145,0.029045339,0.014157244,0.013585151
0.00036088,0.050800514,0.776525348,0.001463576,0.005610996,0.011139436,0.007941212,0.013672197,0.018242359,0.008160879,0.008029518
0.000147309,0.052010065,0.81643186,0.00211238,0.004961222,0.007797707,0.000842472,0.016027723,0.021800695,0.006515686,0.010516668
0.001177303,0.04587076,0.447571899,0.003434644,0.009895359,0.009792453,0.018175659,0.014598315,0.025705252,0.015010988,0.006637118
0.003306113,0.036615251,0.102402344,0.008584098,0.013844374,0.018585283,0.019432813,0.020731343,0.037756164,0.028552323,0.023291724
0.003436286,0.041709798,0.507233051,0.004007765,0.008946677,0.012588264,0.012006013,0.020929343,0.022150884,0.006132934,0.010573725
0.00146898,0.039553593,0.065872053,0.008567881,0.014987272,0.016934963,0.017431135,0.027771135,0.024103395,0.01733102,0.008414002
0.000879523,0.042356581,0.018855409,0.006048988,0.016803773,0.016165668,0.013968258,0.025811192,0.028645312,0.02060786,0.013377477
0.001311161,0.051977471,0.709788566,0.000706818,0.006073328,0.002622955,0.00566513,0.017661625,0.020292345,0.013856179,0.016079042
0.000135951,0.043714977,0.284594741,0.006275874,0.011672226,0.016500276,0.018552888,0.017488736,0.028392475,0.012838664,0.02023675
0.001292085,0.041455055,0.440022337,0.004561224,0.007369424,0.016505366,0.004331873,0.022901153,0.040691709,0.022192469,0.015018935
